Time [d],dt_flow [d],dt_tran [d],Global Water Mass in Liquid Phas [kg],Global Vaq [mol],Global Vim [mol],Top Water Mass [kg],Top Water Mass [kg/d],Top Vaq [mol],Top Vaq [mol/d],Right Water Mass [kg],Right Water Mass [kg/d],Right Vaq [mol],Right Vaq [mol/d],Left Water Mass [kg],Left Water Mass [kg/d],Left Vaq [mol],Left Vaq [mol/d],North Water Mass [kg],North Water Mass [kg/d],North Vaq [mol],North Vaq [mol/d],South Water Mass [kg],South Water Mass [kg/d],South Vaq [mol],South Vaq [mol/d],ExtractWell Water Mass [kg],ExtractWell Water Mass [kg/d],ExtractWell Vaq [mol],ExtractWell Vaq [mol/d],InjectWell Water Mass [kg],InjectWell Water Mass [kg/d],InjectWell Vaq [mol],InjectWell Vaq [mol/d],Region Region__all Water Mass [kg],Region Region__all Total Mass [kg]
1.00000000E+00,4.89000000E-01,9.00000000E-03,1.39978619E+08,3.62459849E-03,9.51248805E-03,-0.00000000E+00,-0.00000000E+00,8.44929426E-40,1.28062099E-39,2.49895169E+07,2.49901145E+07,2.49931644E-03,2.49937628E-03,-2.49888111E+07,-2.49890312E+07,-1.21704967E-03,-5.16197599E-04,-0.00000000E+00,-0.00000000E+00,8.39681555E-40,1.27266720E-39,-0.00000000E+00,-0.00000000E+00,8.39681555E-40,1.27266720E-39,-8.08074179E+02,-1.22621269E+03,-3.01017716E-08,-2.53309346E-08,8.08076331E+01,1.22621596E+02,8.08197600E-09,1.22640000E-08,7.76996822E+06,1.63109144E+09
2.00000000E+00,4.88000000E-01,8.00000000E-03,1.39978602E+08,1.17429033E+02,9.95838471E+01,-0.00000000E+00,-0.00000000E+00,-9.27982149E-36,-1.44923698E-35,4.99809345E+07,2.49916668E+07,4.99882321E-03,2.49953175E-03,-4.99780866E+07,-2.49895238E+07,-1.46979386E-03,-1.06042540E-04,-0.00000000E+00,-0.00000000E+00,2.25474785E-39,1.48948154E-39,-0.00000000E+00,-0.00000000E+00,2.25474785E-39,1.48948154E-39,-3.20770738E+03,-2.39963313E+03,-3.32183279E-02,-1.32734413E-01,3.20771598E+02,2.39963959E+02,2.40000000E+02,2.40000000E+02,7.76996724E+06,1.63109156E+09
3.00000000E+00,1.00000000E+00,8.00000000E-03,1.39978587E+08,1.41108019E+02,2.75171790E+02,-0.00000000E+00,-0.00000000E+00,-2.56463329E-35,-1.74150332E-35,7.49734645E+07,2.49925300E+07,7.49844151E-03,2.49961830E-03,-7.49684714E+07,-2.49903848E+07,-3.39547734E-03,-1.04088807E-02,-0.00000000E+00,-0.00000000E+00,3.76678852E-39,1.52355886E-39,-0.00000000E+00,-0.00000000E+00,3.76678852E-39,1.52355886E-39,-5.60734028E+03,-2.39963290E+03,-2.63655187E-01,-2.69154409E-01,5.60735536E+02,2.39963938E+02,4.80000000E+02,2.40000000E+02,7.76996644E+06,1.63109158E+09
4.00000000E+00,1.00000000E+00,2.40000000E-02,1.39978574E+08,1.45813206E+02,4.66064511E+02,-0.00000000E+00,-0.00000000E+00,-4.34393898E-35,-1.79957877E-35,9.99667835E+07,2.49933191E+07,9.99813895E-03,2.49969744E-03,-9.99596440E+07,-2.49911726E+07,-1.03129673E-01,-2.41632968E-01,-0.00000000E+00,-0.00000000E+00,5.29365917E-39,1.52846050E-39,-0.00000000E+00,-0.00000000E+00,5.29365917E-39,1.52846050E-39,-8.00697296E+03,-2.39963268E+03,-5.35317210E-01,-2.72182119E-01,8.00699453E+02,2.39963917E+02,7.20000000E+02,2.40000000E+02,7.76996571E+06,1.63109159E+09
5.00000000E+00,1.00000000E+00,8.00000000E-03,1.39978561E+08,1.46613007E+02,6.59857229E+02,-0.00000000E+00,-0.00000000E+00,-6.15025845E-35,-1.80945060E-35,1.24960856E+08,2.49940726E+07,1.24979120E-02,2.49977302E-03,-1.24951570E+08,-2.49919255E+07,-5.39265386E-01,-5.76948136E-01,-0.00000000E+00,-0.00000000E+00,6.82254903E-39,1.52907948E-39,-0.00000000E+00,-0.00000000E+00,6.82254903E-39,1.52907948E-39,-1.04066054E+04,-2.39963247E+03,-8.07512244E-01,-2.72196379E-01,1.04066335E+03,2.39963896E+02,9.60000000E+02,2.40000000E+02,7.76996501E+06,1.63109159E+09
6.00000000E+00,1.00000000E+00,7.72370715E-02,1.39978549E+08,1.46695192E+02,8.54067553E+02,-0.00000000E+00,-0.00000000E+00,-7.96045078E-35,-1.81046499E-35,1.49955667E+08,2.49948110E+07,1.49977591E-02,2.49984709E-03,-1.49944233E+08,-2.49926637E+07,-1.17957279E+00,-6.68875358E-01,-0.00000000E+00,-0.00000000E+00,8.35167105E-39,1.52913856E-39,-0.00000000E+00,-0.00000000E+00,8.35167105E-39,1.52913856E-39,-1.28062377E+04,-2.39963226E+03,-1.07971049E+00,-2.72197776E-01,1.28062722E+03,2.39963875E+02,1.20000000E+03,2.40000000E+02,7.76996432E+06,1.63109159E+09
7.00000000E+00,1.00000000E+00,4.87536652E-02,1.39978537E+08,1.46698902E+02,1.04831336E+03,-0.00000000E+00,-0.00000000E+00,-9.77095397E-35,-1.81051080E-35,1.74951211E+08,2.49955434E+07,1.74976796E-02,2.49992056E-03,-1.74937629E+08,-2.49933960E+07,-1.85517839E+00,-6.77891880E-01,-0.00000000E+00,-0.00000000E+00,9.88081062E-39,1.52913973E-39,-0.00000000E+00,-0.00000000E+00,9.88081062E-39,1.52913973E-39,-1.52058698E+04,-2.39963205E+03,-1.35191014E+00,-2.72199168E-01,1.52059108E+03,2.39963854E+02,1.44000000E+03,2.40000000E+02,7.76996364E+06,1.63109159E+09
8.00000000E+00,1.00000000E+00,4.87816081E-02,1.39978525E+08,1.46697771E+02,1.24256129E+03,-0.00000000E+00,-0.00000000E+00,-1.15814573E-34,-1.81049683E-35,1.99947484E+08,2.49962734E+07,1.99976734E-02,2.49999378E-03,-1.99931755E+08,-2.49941259E+07,-2.53349772E+00,-6.78450465E-01,-0.00000000E+00,-0.00000000E+00,1.14099480E-38,1.52913636E-39,-0.00000000E+00,-0.00000000E+00,1.14099480E-38,1.52913636E-39,-1.76055016E+04,-2.39963184E+03,-1.62411127E+00,-2.72200650E-01,1.76055491E+03,2.39963833E+02,1.68000000E+03,2.40000000E+02,7.76996297E+06,1.63109159E+09
9.00000000E+00,1.00000000E+00,4.88095152E-02,1.39978512E+08,1.46696436E+02,1.43680962E+03,-0.00000000E+00,-0.00000000E+00,-1.33919447E-34,-1.81048035E-35,2.24944486E+08,2.49970022E+07,2.24977403E-02,2.50006690E-03,-2.24926610E+08,-2.49948547E+07,-3.21201366E+00,-6.78541618E-01,-0.00000000E+00,-0.00000000E+00,1.29390818E-38,1.52913273E-39,-0.00000000E+00,-0.00000000E+00,1.29390818E-38,1.52913273E-39,-2.00051332E+04,-2.39963163E+03,-1.89631385E+00,-2.72202095E-01,2.00051872E+03,2.39963812E+02,1.92000000E+03,2.40000000E+02,7.76996229E+06,1.63109159E+09
1.00000000E+01,1.00000000E+00,4.88374061E-02,1.39978500E+08,1.46695097E+02,1.63105828E+03,-0.00000000E+00,-0.00000000E+00,-1.52024155E-34,-1.81046383E-35,2.49942217E+08,2.49977304E+07,2.49978802E-02,2.50013994E-03,-2.49922193E+08,-2.49955828E+07,-3.89060775E+00,-6.78616399E-01,-0.00000000E+00,-0.00000000E+00,1.44682119E-38,1.52912910E-39,-0.00000000E+00,-0.00000000E+00,1.44682119E-38,1.52912910E-39,-2.24047647E+04,-2.39963143E+03,-2.16851790E+00,-2.72203561E-01,2.24048252E+03,2.39963791E+02,2.16000000E+03,2.40000000E+02,7.76996162E+06,1.63109159E+09
