Time [d],dt_flow [d],dt_tran [d],Global Water Mass in Liquid Phas [kg],Global Vaq [mol],Global Vim [mol],Top Water Mass [kg],Top Water Mass [kg/d],Top Vaq [mol],Top Vaq [mol/d],Right Water Mass [kg],Right Water Mass [kg/d],Right Vaq [mol],Right Vaq [mol/d],Left Water Mass [kg],Left Water Mass [kg/d],Left Vaq [mol],Left Vaq [mol/d],North Water Mass [kg],North Water Mass [kg/d],North Vaq [mol],North Vaq [mol/d],South Water Mass [kg],South Water Mass [kg/d],South Vaq [mol],South Vaq [mol/d],ExtractWell Water Mass [kg],ExtractWell Water Mass [kg/d],ExtractWell Vaq [mol],ExtractWell Vaq [mol/d],InjectWell Water Mass [kg],InjectWell Water Mass [kg/d],InjectWell Vaq [mol],InjectWell Vaq [mol/d],Region Region__all Water Mass [kg],Region Region__all Total Mass [kg]
1.00000000E+00,4.89000000E-01,1.05000000E-01,1.39977885E+08,1.04654630E-02,2.97108677E-05,-0.00000000E+00,-0.00000000E+00,2.68768396E-40,4.36262858E-40,4.83637066E+06,4.83655394E+06,4.83712847E-04,4.83731179E-04,-4.83564429E+06,-4.83545124E+06,-4.07324623E-04,-3.59220806E-04,-0.00000000E+00,-0.00000000E+00,2.67099096E-40,4.33553324E-40,-0.00000000E+00,-0.00000000E+00,2.67099096E-40,4.33553324E-40,-8.08069935E+02,-1.22620627E+03,-6.49142600E-08,-9.10935134E-08,8.08070349E+01,1.22620690E+02,8.08197600E-09,1.22640000E-08,7.76992747E+06,1.63109144E+09
2.00000000E+00,4.88000000E-01,4.00000000E-02,1.39977884E+08,2.04336746E+02,2.19851824E-05,-0.00000000E+00,-0.00000000E+00,-1.44145964E-35,-2.52192646E-35,9.67343678E+06,4.83706857E+06,9.67495253E-04,4.83782651E-04,-9.67055161E+06,-4.83490975E+06,-7.13120141E-04,-2.65783212E-04,-0.00000000E+00,-0.00000000E+00,8.81610339E-40,7.48545954E-40,-0.00000000E+00,-0.00000000E+00,8.81610340E-40,7.48545955E-40,-3.20769081E+03,-2.39962087E+03,-3.74189191E-05,-1.85083335E-04,3.20769245E+02,2.39962210E+02,2.40000000E+02,2.40000000E+02,7.76992742E+06,1.63109165E+09
3.00000000E+00,1.00000000E+00,4.00000000E-02,1.39977883E+08,3.55330116E+02,1.62759057E-05,-0.00000000E+00,-0.00000000E+00,-5.03808649E-35,-4.38561606E-35,1.45105148E+07,4.83707800E+06,1.45127885E-03,4.83783596E-04,-1.45054708E+07,-4.83491915E+06,-9.39103381E-04,-1.96763004E-04,-0.00000000E+00,-0.00000000E+00,1.76029227E-39,9.73060067E-40,-0.00000000E+00,-0.00000000E+00,1.76029227E-39,9.73060067E-40,-5.60731166E+03,-2.39962085E+03,-4.11767163E-03,-1.18205042E-02,5.60731454E+02,2.39962209E+02,4.80000000E+02,2.40000000E+02,7.76992737E+06,1.63109180E+09
4.00000000E+00,1.00000000E+00,4.00000000E-02,1.39977883E+08,4.67072166E+02,1.20492567E-05,-0.00000000E+00,-0.00000000E+00,-1.02191126E-34,-5.76483222E-35,1.93476019E+07,4.83708710E+06,1.93506336E-03,4.83784508E-04,-1.93403990E+07,-4.83492823E+06,-1.10640192E-03,-1.45666469E-04,-0.00000000E+00,-0.00000000E+00,2.82618877E-39,1.13319265E-39,-0.00000000E+00,-0.00000000E+00,2.82618877E-39,1.13319265E-39,-8.00693250E+03,-2.39962084E+03,-5.36154337E-02,-9.80365188E-02,8.00693661E+02,2.39962207E+02,7.20000000E+02,2.40000000E+02,7.76992733E+06,1.63109191E+09
5.00000000E+00,1.00000000E+00,4.00000000E-02,1.39977882E+08,5.49655358E+02,8.92021550E-06,-0.00000000E+00,-0.00000000E+00,-1.65719616E-34,-6.78414476E-35,2.41846978E+07,4.83709589E+06,2.41884874E-03,4.83785388E-04,-2.41753360E+07,-4.83493699E+06,-1.23025832E-03,-1.07849325E-04,-0.00000000E+00,-0.00000000E+00,4.02551468E-39,1.24724114E-39,-0.00000000E+00,-0.00000000E+00,4.02551469E-39,1.24724115E-39,-1.04065533E+04,-2.39962082E+03,-2.65259432E-01,-3.25013475E-01,1.04065587E+03,2.39962206E+02,9.60000000E+02,2.40000000E+02,7.76992729E+06,1.63109199E+09
6.00000000E+00,1.00000000E+00,4.00000000E-02,1.39977881E+08,6.10544882E+02,6.60374718E-06,-0.00000000E+00,-0.00000000E+00,-2.37898129E-34,-7.53569546E-35,2.90218021E+07,4.83710434E+06,2.90263498E-03,4.83786235E-04,-2.90102814E+07,-4.83494541E+06,-1.32208206E-03,-8.02259958E-05,-0.00000000E+00,-0.00000000E+00,5.31979420E-39,1.32834150E-39,-0.00000000E+00,-0.00000000E+00,5.31979420E-39,1.32834150E-39,-1.28061741E+04,-2.39962081E+03,-7.66121052E-01,-6.50145269E-01,1.28061807E+03,2.39962205E+02,1.20000000E+03,2.40000000E+02,7.76992725E+06,1.63109205E+09
7.00000000E+00,1.00000000E+00,4.00000000E-02,1.39977880E+08,6.55344348E+02,4.88883668E-06,-0.00000000E+00,-0.00000000E+00,-3.16446761E-34,-8.08864886E-35,3.38589146E+07,4.83711247E+06,3.38642203E-03,4.83787050E-04,-3.38452349E+07,-4.83495351E+06,-1.39266903E-03,-6.59002827E-05,-0.00000000E+00,-0.00000000E+00,6.68153671E-39,1.38591498E-39,-0.00000000E+00,-0.00000000E+00,6.68153672E-39,1.38591498E-39,-1.52057949E+04,-2.39962080E+03,-1.59420223E+00,-9.63408983E-01,1.52058028E+03,2.39962204E+02,1.44000000E+03,2.40000000E+02,7.76992721E+06,1.63109210E+09
8.00000000E+00,1.00000000E+00,4.00000000E-02,1.39977880E+08,6.87941562E+02,3.63220482E-06,-0.00000000E+00,-0.00000000E+00,-3.99814891E-34,-8.49099162E-35,3.86960348E+07,4.83712027E+06,3.87020986E-03,4.83787831E-04,-3.86801962E+07,-4.83496128E+06,-1.48170092E-03,-1.24855899E-04,-0.00000000E+00,-0.00000000E+00,8.09244553E-39,1.42624580E-39,-0.00000000E+00,-0.00000000E+00,8.09244553E-39,1.42624580E-39,-1.76054157E+04,-2.39962079E+03,-2.69867081E+00,-1.18840107E+00,1.76054248E+03,2.39962203E+02,1.68000000E+03,2.40000000E+02,7.76992717E+06,1.63109213E+09
9.00000000E+00,1.00000000E+00,1.04000000E-01,1.39977879E+08,7.12001984E+02,2.69920356E-06,-0.00000000E+00,-0.00000000E+00,-4.86563971E-34,-8.78796598E-35,4.35331626E+07,4.83712774E+06,4.35399844E-03,4.83788581E-04,-4.35151649E+07,-4.83496873E+06,-1.81796303E-03,-5.75085059E-04,-0.00000000E+00,-0.00000000E+00,9.53651377E-39,1.45487689E-39,-0.00000000E+00,-0.00000000E+00,9.53651378E-39,1.45487689E-39,-2.00050365E+04,-2.39962077E+03,-3.97352239E+00,-1.32306896E+00,2.00050468E+03,2.39962203E+02,1.92000000E+03,2.40000000E+02,7.76992714E+06,1.63109215E+09
1.00000000E+01,1.00000000E+00,2.32000000E-01,1.39977879E+08,7.29742967E+02,2.00818756E-06,-0.00000000E+00,-0.00000000E+00,-5.75828170E-34,-9.00694039E-35,4.83702975E+07,4.83713491E+06,4.83778774E-03,4.83789299E-04,-4.83501408E+07,-4.83497587E+06,-3.38460675E-03,-2.51365700E-03,-0.00000000E+00,-0.00000000E+00,1.10042493E-38,1.47510397E-39,-0.00000000E+00,-0.00000000E+00,1.10042493E-38,1.47510397E-39,-2.24046573E+04,-2.39962076E+03,-5.34292139E+00,-1.39284712E+00,2.24046689E+03,2.39962202E+02,2.16000000E+03,2.40000000E+02,7.76992710E+06,1.63109217E+09
