Time [d],dt_flow [d],dt_tran [d],Global Water Mass in Liquid Phas [kg],Global Vaq [mol],Global Vim [mol],Top Water Mass [kg],Top Water Mass [kg/d],Top Vaq [mol],Top Vaq [mol/d],Right Water Mass [kg],Right Water Mass [kg/d],Right Vaq [mol],Right Vaq [mol/d],Left Water Mass [kg],Left Water Mass [kg/d],Left Vaq [mol],Left Vaq [mol/d],North Water Mass [kg],North Water Mass [kg/d],North Vaq [mol],North Vaq [mol/d],South Water Mass [kg],South Water Mass [kg/d],South Vaq [mol],South Vaq [mol/d],ExtractWell Water Mass [kg],ExtractWell Water Mass [kg/d],ExtractWell Vaq [mol],ExtractWell Vaq [mol/d],InjectWell Water Mass [kg],InjectWell Water Mass [kg/d],InjectWell Vaq [mol],InjectWell Vaq [mol/d],Region Region__all Water Mass [kg],Region Region__all Total Mass [kg]
1.00000000E+00,4.89000000E-01,1.05000000E-01,1.39977751E+08,1.04158402E-02,2.97108677E-05,-0.00000000E+00,-0.00000000E+00,2.71680676E-40,4.42387728E-40,1.19819630E+06,1.18878308E+06,1.19838637E-04,1.18897165E-04,-1.23105738E+06,-1.23864834E+06,-1.03639032E-04,-9.20179460E-05,-0.00000000E+00,-0.00000000E+00,2.70021910E-40,4.39711913E-40,-0.00000000E+00,-0.00000000E+00,2.70021910E-40,4.39711913E-40,-8.08069162E+02,-1.22620510E+03,-6.49340030E-08,-9.11567378E-08,3.36695497E+04,5.10918814E+04,3.36749000E-06,5.11000000E-06,7.76992001E+06,1.63109144E+09
2.00000000E+00,4.88000000E-01,4.00000000E-02,1.39977751E+08,8.51267821E+04,2.19851824E-05,-0.00000000E+00,-0.00000000E+00,-6.00609560E-33,-1.05070754E-32,2.36056302E+06,1.16236653E+06,2.36093747E-04,1.16255091E-04,-2.49100821E+06,-1.25995108E+06,-1.83327709E-04,-6.92616649E-05,-0.00000000E+00,-0.00000000E+00,8.97250302E-40,7.67390205E-40,-0.00000000E+00,-0.00000000E+00,8.97250302E-40,7.67390205E-40,-3.20768777E+03,-2.39961861E+03,-1.11397929E+01,-3.40054169E+01,1.33653663E+05,9.99841136E+04,1.00000000E+05,1.00000000E+05,7.76992004E+06,1.63117657E+09
3.00000000E+00,1.00000000E+00,4.00000000E-02,1.39977751E+08,1.47957446E+05,1.62759057E-05,-0.00000000E+00,-0.00000000E+00,-2.09864789E-32,-1.82621745E-32,3.52292971E+06,1.16236669E+06,3.52348854E-04,1.16255107E-04,-3.75095945E+06,-1.25995124E+06,-2.42217612E-04,-5.12752836E-05,-0.00000000E+00,-0.00000000E+00,1.80329282E-39,1.00755679E-39,-0.00000000E+00,-0.00000000E+00,1.80329282E-39,1.00755679E-39,-5.60730638E+03,-2.39961861E+03,-1.11512667E+02,-1.65395761E+02,2.33637777E+05,9.99841136E+04,2.00000000E+05,1.00000000E+05,7.76992003E+06,1.63123940E+09
4.00000000E+00,1.00000000E+00,4.00000000E-02,1.39977751E+08,1.94339138E+05,1.20492567E-05,-0.00000000E+00,-0.00000000E+00,-4.25514706E-32,-2.39870004E-32,4.68529656E+06,1.16236685E+06,4.68603977E-04,1.16255123E-04,-5.01091085E+06,-1.25995140E+06,-2.85814550E-04,-3.79597387E-05,-0.00000000E+00,-0.00000000E+00,2.91265285E-39,1.18389356E-39,-0.00000000E+00,-0.00000000E+00,2.91265285E-39,1.18389356E-39,-8.00692499E+03,-2.39961861E+03,-3.67245137E+02,-3.27812907E+02,3.33621890E+05,9.99841136E+04,3.00000000E+05,1.00000000E+05,7.76992003E+06,1.63128578E+09
5.00000000E+00,1.00000000E+00,4.00000000E-02,1.39977751E+08,2.28549687E+05,8.92021550E-06,-0.00000000E+00,-0.00000000E+00,-6.89747017E-32,-2.82095596E-32,5.84766357E+06,1.16236701E+06,5.84859116E-04,1.16255139E-04,-6.27086240E+06,-1.25995156E+06,-3.18089912E-04,-2.81020731E-05,-0.00000000E+00,-0.00000000E+00,4.17128866E-39,1.31335581E-39,-0.00000000E+00,-0.00000000E+00,4.17128866E-39,1.31335581E-39,-1.04065436E+04,-2.39961861E+03,-7.72406121E+02,-4.61652174E+02,4.33606004E+05,9.99841136E+04,4.00000000E+05,1.00000000E+05,7.76992003E+06,1.63131999E+09
6.00000000E+00,1.00000000E+00,4.00000000E-02,1.39977751E+08,2.53783639E+05,6.60374718E-06,-0.00000000E+00,-0.00000000E+00,-9.89811538E-32,-3.13241503E-32,7.01003073E+06,1.16236716E+06,7.01114270E-04,1.16255154E-04,-7.53081411E+06,-1.25995171E+06,-3.41983771E-04,-2.08043234E-05,-0.00000000E+00,-0.00000000E+00,5.53951514E-39,1.40839723E-39,-0.00000000E+00,-0.00000000E+00,5.53951514E-39,1.40839723E-39,-1.28061622E+04,-2.39961861E+03,-1.28748380E+03,-5.52272061E+02,5.33590118E+05,9.99841136E+04,5.00000000E+05,1.00000000E+05,7.76992002E+06,1.63134523E+09
7.00000000E+00,1.00000000E+00,4.00000000E-02,1.39977751E+08,2.72405975E+05,4.88883668E-06,-0.00000000E+00,-0.00000000E+00,-1.31631267E-31,-3.36226786E-32,8.17239805E+06,1.16236732E+06,8.17369440E-04,1.16255170E-04,-8.79076598E+06,-1.25995186E+06,-3.59672730E-04,-1.54017888E-05,-0.00000000E+00,-0.00000000E+00,6.98819181E-39,1.47816448E-39,-0.00000000E+00,-0.00000000E+00,6.98819181E-39,1.47816448E-39,-1.52057808E+04,-2.39961861E+03,-1.87243887E+03,-6.07045129E+02,6.33574231E+05,9.99841136E+04,6.00000000E+05,1.00000000E+05,7.76992002E+06,1.63136385E+09
8.00000000E+00,1.00000000E+00,4.00000000E-02,1.39977751E+08,2.86158292E+05,3.61926698E-06,-0.00000000E+00,-0.00000000E+00,-1.66233055E-31,-3.53201075E-32,9.33476552E+06,1.16236747E+06,9.33624625E-04,1.16255185E-04,-1.00507180E+07,-1.25995201E+06,-3.72768522E-04,-1.14031363E-05,-0.00000000E+00,-0.00000000E+00,8.49592246E-39,1.52937494E-39,-0.00000000E+00,-0.00000000E+00,8.49592246E-39,1.52937494E-39,-1.76053994E+04,-2.39961861E+03,-2.49799333E+03,-6.37818053E+02,7.33558345E+05,9.99841136E+04,7.00000000E+05,1.00000000E+05,7.76992002E+06,1.63137760E+09
9.00000000E+00,1.00000000E+00,4.00000000E-02,1.39977751E+08,2.96320714E+05,2.67938864E-06,-0.00000000E+00,-0.00000000E+00,-2.02276625E-31,-3.65744407E-32,1.04971331E+07,1.16236762E+06,1.04987983E-03,1.16255200E-04,-1.13106702E+07,-1.25995216E+06,-3.82467332E-04,-8.44987871E-06,-0.00000000E+00,-0.00000000E+00,1.00469981E-38,1.56696157E-39,-0.00000000E+00,-0.00000000E+00,1.00469981E-38,1.56696157E-39,-2.00050180E+04,-2.39961861E+03,-3.14575335E+03,-6.54254213E+02,8.33542458E+05,9.99841136E+04,8.00000000E+05,1.00000000E+05,7.76992002E+06,1.63138776E+09
1.00000000E+01,1.00000000E+00,4.00000000E-02,1.39977751E+08,3.03834352E+05,1.98358495E-06,-0.00000000E+00,-0.00000000E+00,-2.39385925E-31,-3.75018383E-32,1.16595009E+07,1.16236777E+06,1.16613504E-03,1.16255215E-04,-1.25706225E+07,-1.25995231E+06,-3.89672359E-04,-6.30336176E-06,-0.00000000E+00,-0.00000000E+00,1.16298862E-38,1.59454672E-39,-0.00000000E+00,-0.00000000E+00,1.16298862E-38,1.59454672E-39,-2.24046366E+04,-2.39961861E+03,-3.80514692E+03,-6.62715282E+02,9.33526572E+05,9.99841136E+04,9.00000000E+05,1.00000000E+05,7.76992001E+06,1.63139528E+09
