Time [d],dt_flow [d],dt_tran [d],Global Water Mass in Liquid Phas [kg],Global Vaq [mol],Global Vim [mol],Top Water Mass [kg],Top Water Mass [kg/d],Top Vaq [mol],Top Vaq [mol/d],Right Water Mass [kg],Right Water Mass [kg/d],Right Vaq [mol],Right Vaq [mol/d],Left Water Mass [kg],Left Water Mass [kg/d],Left Vaq [mol],Left Vaq [mol/d],North Water Mass [kg],North Water Mass [kg/d],North Vaq [mol],North Vaq [mol/d],South Water Mass [kg],South Water Mass [kg/d],South Vaq [mol],South Vaq [mol/d],ExtractWell Water Mass [kg],ExtractWell Water Mass [kg/d],ExtractWell Vaq [mol],ExtractWell Vaq [mol/d],InjectWell Water Mass [kg],InjectWell Water Mass [kg/d],InjectWell Vaq [mol],InjectWell Vaq [mol/d],Region Region__all Water Mass [kg],Region Region__all Total Mass [kg]
1.00000000E+00,4.89000000E-01,9.00000000E-03,1.39978320E+08,6.08596294E-03,5.74808447E-03,-0.00000000E+00,-0.00000000E+00,5.95443547E-40,9.76818289E-40,1.66825991E+07,1.66829097E+07,1.66851078E-03,1.66854186E-03,-1.66818818E+07,-1.66818157E+07,-1.07191558E-03,-6.74245103E-04,-0.00000000E+00,-0.00000000E+00,5.91745253E-40,9.70751430E-40,-0.00000000E+00,-0.00000000E+00,5.91745253E-40,9.70751430E-40,-8.08072446E+02,-1.22621007E+03,-4.49587975E-08,-4.95608396E-08,8.08073879E+01,1.22621225E+02,8.08197600E-09,1.22640000E-08,7.76995159E+06,1.63109144E+09
2.00000000E+00,4.88000000E-01,8.00000000E-03,1.39978311E+08,1.55270132E+02,5.68319607E+01,-0.00000000E+00,-0.00000000E+00,-1.12727187E-35,-1.91630426E-35,3.33662773E+07,1.66837622E+07,3.33712955E-03,1.66862719E-03,-3.33634091E+07,-1.66816110E+07,-1.50813382E-03,-2.69640436E-04,-0.00000000E+00,-0.00000000E+00,1.77099928E-39,1.31859901E-39,-0.00000000E+00,-0.00000000E+00,1.77099928E-39,1.31859901E-39,-3.20770064E+03,-2.39962816E+03,-1.08822862E-02,-5.90959380E-02,3.20770636E+02,2.39963245E+02,2.40000000E+02,2.40000000E+02,7.76995111E+06,1.63109160E+09
3.00000000E+00,1.00000000E+00,5.60000000E-02,1.39978304E+08,2.17154368E+02,1.76131228E+02,-0.00000000E+00,-0.00000000E+00,-3.49414803E-35,-2.68013254E-35,5.00503359E+07,1.66840585E+07,5.00578643E-03,1.66865689E-03,-5.00453154E+07,-1.66819063E+07,-1.69141118E-03,-1.73133110E-04,-0.00000000E+00,-0.00000000E+00,3.16165640E-39,1.43823810E-39,-0.00000000E+00,-0.00000000E+00,3.16165640E-39,1.43823810E-39,-5.60732868E+03,-2.39962803E+03,-2.56237468E-01,-4.14567987E-01,5.60733871E+02,2.39963235E+02,4.80000000E+02,2.40000000E+02,7.76995069E+06,1.63109166E+09
4.00000000E+00,1.00000000E+00,4.00000000E-02,1.39978297E+08,2.41619021E+02,3.20363842E+02,-0.00000000E+00,-0.00000000E+00,-6.35573345E-35,-2.98209626E-35,6.67346595E+07,1.66843236E+07,6.67446990E-03,1.66868347E-03,-6.67274860E+07,-1.66821706E+07,-6.05002361E-03,-1.66160637E-02,-0.00000000E+00,-0.00000000E+00,4.62443398E-39,1.47809966E-39,-0.00000000E+00,-0.00000000E+00,4.62443398E-39,1.47809966E-39,-8.00695660E+03,-2.39962793E+03,-7.42073676E-01,-5.15777106E-01,8.00697096E+02,2.39963225E+02,7.20000000E+02,2.40000000E+02,7.76995032E+06,1.63109168E+09
5.00000000E+00,1.00000000E+00,4.00000000E-02,1.39978291E+08,2.51422361E+02,4.74343908E+02,-0.00000000E+00,-0.00000000E+00,-9.41072067E-35,-3.10309749E-35,8.34192269E+07,1.66845674E+07,8.34317782E-03,1.66870792E-03,-8.34098999E+07,-1.66824139E+07,-1.03601713E-01,-2.24915168E-01,-0.00000000E+00,-0.00000000E+00,6.11062807E-39,1.49117404E-39,-0.00000000E+00,-0.00000000E+00,6.11062807E-39,1.49117404E-39,-1.04065844E+04,-2.39962783E+03,-1.26285001E+00,-5.22364554E-01,1.04066031E+03,2.39963216E+02,9.60000000E+02,2.40000000E+02,7.76994998E+06,1.63109169E+09
6.00000000E+00,1.00000000E+00,4.00000000E-02,1.39978285E+08,2.55094159E+02,6.32168372E+02,-0.00000000E+00,-0.00000000E+00,-1.25419857E-34,-3.14841797E-35,1.00104025E+08,1.66847982E+07,1.00119089E-02,1.66873106E-03,-1.00092544E+08,-1.66826443E+07,-5.99054079E-01,-7.57118548E-01,-0.00000000E+00,-0.00000000E+00,7.60435618E-39,1.49520827E-39,-0.00000000E+00,-0.00000000E+00,7.60435618E-39,1.49520827E-39,-1.28062122E+04,-2.39962773E+03,-1.78537568E+00,-5.22569399E-01,1.28062352E+03,2.39963207E+02,1.20000000E+03,2.40000000E+02,7.76994966E+06,1.63109170E+09
7.00000000E+00,1.00000000E+00,4.00000000E-02,1.39978279E+08,2.56240150E+02,7.91323888E+02,-0.00000000E+00,-0.00000000E+00,-1.56996604E-34,-3.16256276E-35,1.16789047E+08,1.66850217E+07,1.16806624E-02,1.66875348E-03,-1.16775412E+08,-1.66828676E+07,-1.63570378E+00,-1.22537555E+00,-0.00000000E+00,-0.00000000E+00,9.10032042E-39,1.49636433E-39,-0.00000000E+00,-0.00000000E+00,9.10032043E-39,1.49636433E-39,-1.52058398E+04,-2.39962764E+03,-2.30795098E+00,-5.22577050E-01,1.52058672E+03,2.39963197E+02,1.44000000E+03,2.40000000E+02,7.76994935E+06,1.63109170E+09
8.00000000E+00,1.00000000E+00,4.00000000E-02,1.39978274E+08,2.56522006E+02,9.50844162E+02,-0.00000000E+00,-0.00000000E+00,-1.88645724E-34,-3.16604167E-35,1.33474288E+08,1.66852414E+07,1.33494379E-02,1.66877552E-03,-1.33458499E+08,-1.66830873E+07,-2.99264035E+00,-1.43014638E+00,-0.00000000E+00,-0.00000000E+00,1.05968870E-38,1.49666904E-39,-0.00000000E+00,-0.00000000E+00,1.05968870E-38,1.49666904E-39,-1.76054674E+04,-2.39962755E+03,-2.83053044E+00,-5.22580414E-01,1.76054990E+03,2.39963188E+02,1.68000000E+03,2.40000000E+02,7.76994905E+06,1.63109170E+09
9.00000000E+00,1.00000000E+00,6.78948708E-02,1.39978268E+08,2.56574593E+02,1.11044418E+03,-0.00000000E+00,-0.00000000E+00,-2.20310666E-34,-3.16669075E-35,1.50159748E+08,1.66854594E+07,1.50182353E-02,1.66879738E-03,-1.50141804E+08,-1.66833052E+07,-4.45994803E+00,-1.48504976E+00,-0.00000000E+00,-0.00000000E+00,1.20936025E-38,1.49673752E-39,-0.00000000E+00,-0.00000000E+00,1.20936025E-38,1.49673752E-39,-2.00050948E+04,-2.39962745E+03,-3.35311317E+00,-5.22583641E-01,2.00051308E+03,2.39963179E+02,1.92000000E+03,2.40000000E+02,7.76994874E+06,1.63109170E+09
1.00000000E+01,1.00000000E+00,1.45357009E-01,1.39978263E+08,2.56582217E+02,1.27005754E+03,-0.00000000E+00,-0.00000000E+00,-2.51978256E-34,-3.16678485E-35,1.66845424E+08,1.66856764E+07,1.66870544E-02,1.66881916E-03,-1.66825326E+08,-1.66835222E+07,-5.95231810E+00,-1.49535525E+00,-0.00000000E+00,-0.00000000E+00,1.35903483E-38,1.49674909E-39,-0.00000000E+00,-0.00000000E+00,1.35903483E-38,1.49674909E-39,-2.24047222E+04,-2.39962736E+03,-3.87569914E+00,-5.22586797E-01,2.24047625E+03,2.39963169E+02,2.16000000E+03,2.40000000E+02,7.76994844E+06,1.63109170E+09
