Time [d],dt_flow [d],dt_tran [d],Global Water Mass in Liquid Phas [kg],Global Vaq [mol],Global Vim [mol],Top Water Mass [kg],Top Water Mass [kg/d],Top Vaq [mol],Top Vaq [mol/d],Right Water Mass [kg],Right Water Mass [kg/d],Right Vaq [mol],Right Vaq [mol/d],Left Water Mass [kg],Left Water Mass [kg/d],Left Vaq [mol],Left Vaq [mol/d],North Water Mass [kg],North Water Mass [kg/d],North Vaq [mol],North Vaq [mol/d],South Water Mass [kg],South Water Mass [kg/d],South Vaq [mol],South Vaq [mol/d],ExtractWell Water Mass [kg],ExtractWell Water Mass [kg/d],ExtractWell Vaq [mol],ExtractWell Vaq [mol/d],InjectWell Water Mass [kg],InjectWell Water Mass [kg/d],InjectWell Vaq [mol],InjectWell Vaq [mol/d],Region Region__all Water Mass [kg],Region Region__all Total Mass [kg]
1.00000000E+00,4.89000000E-01,1.05000000E-01,1.39977711E+08,1.04012062E-02,2.97108677E-05,-0.00000000E+00,-0.00000000E+00,2.72536307E-40,4.44193976E-40,1.74117206E+05,1.74297082E+05,1.74144922E-05,1.74324827E-05,-1.73389956E+05,-1.73193510E+05,-1.46067218E-05,-1.28663727E-05,-0.00000000E+00,-0.00000000E+00,2.70843604E-40,4.41435180E-40,-0.00000000E+00,-0.00000000E+00,2.70843604E-40,4.41435181E-40,-8.08068931E+02,-1.22620475E+03,-6.49142638E-08,-9.10935204E-08,8.08068946E+01,1.22620477E+02,8.08197600E-09,1.22640000E-08,7.76991782E+06,1.63109144E+09
2.00000000E+00,4.88000000E-01,1.04000000E-01,1.39977711E+08,2.04202007E+02,2.19902709E-05,-0.00000000E+00,-0.00000000E+00,-1.44689643E-35,-2.52026340E-35,3.48919079E+05,1.74801883E+05,3.48974621E-05,1.74829708E-05,-3.46032185E+05,-1.72642228E+05,-2.55187109E-05,-9.49263510E-06,-0.00000000E+00,-0.00000000E+00,9.02263095E-40,7.72289822E-40,-0.00000000E+00,-0.00000000E+00,9.02263096E-40,7.72289823E-40,-3.20768684E+03,-2.39961791E+03,-2.16584011E-07,-1.31941625E-07,3.20768690E+02,2.39961795E+02,2.40000000E+02,2.40000000E+02,7.76991782E+06,1.63109165E+09
3.00000000E+00,1.00000000E+00,1.04000000E-01,1.39977711E+08,3.53594756E+02,1.63416494E-05,-0.00000000E+00,-0.00000000E+00,-5.10836333E-35,-4.36419676E-35,5.23720962E+05,1.74801883E+05,5.23804330E-05,1.74829709E-05,-5.18674413E+05,-1.72642228E+05,-3.35022511E-05,-7.05427028E-06,-0.00000000E+00,-0.00000000E+00,1.82419978E-39,1.01404984E-39,-0.00000000E+00,-0.00000000E+00,1.82419978E-39,1.01404984E-39,-5.60730475E+03,-2.39961791E+03,-3.27550174E-07,-9.80499054E-08,5.60730485E+02,2.39961795E+02,4.80000000E+02,2.40000000E+02,7.76991782E+06,1.63109180E+09
4.00000000E+00,1.00000000E+00,2.32000000E-01,1.39977711E+08,4.64240665E+02,1.21580668E-05,-0.00000000E+00,-0.00000000E+00,-1.03356751E-34,-5.72988341E-35,6.98522846E+05,1.74801883E+05,6.98634039E-05,1.74829709E-05,-6.91316641E+05,-1.72642229E+05,-3.94151627E-05,-5.24832516E-06,-0.00000000E+00,-0.00000000E+00,2.95129471E-39,1.19289244E-39,-0.00000000E+00,-0.00000000E+00,2.95129471E-39,1.19289244E-39,-8.00692265E+03,-2.39961791E+03,-4.09736021E-07,-7.29486614E-08,8.00692281E+02,2.39961795E+02,7.20000000E+02,2.40000000E+02,7.76991782E+06,1.63109191E+09
5.00000000E+00,1.00000000E+00,2.32000000E-01,1.39977711E+08,5.46560407E+02,9.04551217E-06,-0.00000000E+00,-0.00000000E+00,-1.67077096E-34,-6.74594422E-35,8.73324730E+05,1.74801884E+05,8.73463748E-05,1.74829709E-05,-8.63958870E+05,-1.72642229E+05,-4.38143255E-05,-3.90471529E-06,-0.00000000E+00,-0.00000000E+00,4.22819294E-39,1.32579350E-39,-0.00000000E+00,-0.00000000E+00,4.22819294E-39,1.32579350E-39,-1.04065406E+04,-2.39961791E+03,-4.70882953E-07,-5.42756790E-08,1.04065408E+03,2.39961795E+02,9.60000000E+02,2.40000000E+02,7.76991782E+06,1.63109199E+09
6.00000000E+00,1.00000000E+00,2.32000000E-01,1.39977711E+08,6.07805690E+02,6.72979445E-06,-0.00000000E+00,-0.00000000E+00,-2.39314096E-34,-7.50188600E-35,1.04812661E+06,1.74801884E+05,1.04829346E-04,1.74829710E-05,-1.03660110E+06,-1.72642229E+05,-4.70872702E-05,-2.90507943E-06,-0.00000000E+00,-0.00000000E+00,5.61641255E-39,1.42455448E-39,-0.00000000E+00,-0.00000000E+00,5.61641255E-39,1.42455448E-39,-1.28061585E+04,-2.39961791E+03,-5.16383627E-07,-4.03938884E-08,1.28061587E+03,2.39961795E+02,1.20000000E+03,2.40000000E+02,7.76991782E+06,1.63109205E+09
7.00000000E+00,1.00000000E+00,2.32000000E-01,1.39977711E+08,6.53371724E+02,5.00691761E-06,-0.00000000E+00,-0.00000000E+00,-3.17887423E-34,-8.06430105E-35,1.22292850E+06,1.74801885E+05,1.22312317E-04,1.74829710E-05,-1.20924333E+06,-1.72642230E+05,-4.95223170E-05,-2.16135775E-06,-0.00000000E+00,-0.00000000E+00,7.08735684E-39,1.49794528E-39,-0.00000000E+00,-0.00000000E+00,7.08735684E-39,1.49794528E-39,-1.52057764E+04,-2.39961791E+03,-5.50268601E-07,-3.01034811E-08,1.52057767E+03,2.39961795E+02,1.44000000E+03,2.40000000E+02,7.76991782E+06,1.63109210E+09
8.00000000E+00,1.00000000E+00,2.32000000E-01,1.39977711E+08,6.87272520E+02,3.72510991E-06,-0.00000000E+00,-0.00000000E+00,-4.01174931E-34,-8.48273373E-35,1.39773038E+06,1.74801885E+05,1.39795288E-04,1.74829711E-05,-1.38188556E+06,-1.72642230E+05,-5.13339739E-05,-1.60803429E-06,-0.00000000E+00,-0.00000000E+00,8.61977506E-39,1.55248304E-39,-0.00000000E+00,-0.00000000E+00,8.61977506E-39,1.55248304E-39,-1.76053943E+04,-2.39961791E+03,-5.75584511E-07,-2.25496341E-08,1.76053946E+03,2.39961795E+02,1.68000000E+03,2.40000000E+02,7.76991782E+06,1.63109213E+09
9.00000000E+00,1.00000000E+00,2.32000000E-01,1.39977711E+08,7.12494464E+02,2.77145439E-06,-0.00000000E+00,-0.00000000E+00,-4.87969755E-34,-8.79404459E-35,1.57253227E+06,1.74801886E+05,1.57278259E-04,1.74829711E-05,-1.55452779E+06,-1.72642231E+05,-5.26818334E-05,-1.19636569E-06,-0.00000000E+00,-0.00000000E+00,1.01978754E-38,1.59301079E-39,-0.00000000E+00,-0.00000000E+00,1.01978754E-38,1.59301079E-39,-2.00050122E+04,-2.39961791E+03,-5.94699851E-07,-1.71613684E-08,2.00050126E+03,2.39961795E+02,1.92000000E+03,2.40000000E+02,7.76991782E+06,1.63109215E+09
1.00000000E+01,1.00000000E+00,2.32000000E-01,1.39977711E+08,7.31259406E+02,2.06194170E-06,-0.00000000E+00,-0.00000000E+00,-5.77373997E-34,-9.02565758E-35,1.74733416E+06,1.74801886E+05,1.74761230E-04,1.74829712E-05,-1.72717002E+06,-1.72642231E+05,-5.36846309E-05,-8.90087286E-07,-0.00000000E+00,-0.00000000E+00,1.18099227E-38,1.62312745E-39,-0.00000000E+00,-0.00000000E+00,1.18099227E-38,1.62312745E-39,-2.24046301E+04,-2.39961791E+03,-6.09562470E-07,-1.36101134E-08,2.24046305E+03,2.39961795E+02,2.16000000E+03,2.40000000E+02,7.76991782E+06,1.63109217E+09
1.10000000E+01,1.00000000E+00,2.32000000E-01,1.39977711E+08,7.45220385E+02,1.53406947E-06,-0.00000000E+00,-0.00000000E+00,-6.68719626E-34,-9.19797596E-35,1.92213604E+06,1.74801887E+05,1.92244202E-04,1.74829712E-05,-1.89981225E+06,-1.72642232E+05,-5.44307049E-05,-6.62218401E-07,-0.00000000E+00,-0.00000000E+00,1.34471965E-38,1.64550749E-39,-0.00000000E+00,-0.00000000E+00,1.34471965E-38,1.64550749E-39,-2.48042480E+04,-2.39961791E+03,-6.21922035E-07,-1.17775525E-08,2.48042485E+03,2.39961795E+02,2.40000000E+03,2.40000000E+02,7.76991782E+06,1.63109219E+09
1.20000000E+01,1.00000000E+00,2.32000000E-01,1.39977711E+08,7.55607252E+02,1.14133641E-06,-0.00000000E+00,-0.00000000E+00,-7.61509633E-34,-9.32617957E-35,2.09693793E+06,1.74801887E+05,2.09727173E-04,1.74829713E-05,-2.07245449E+06,-1.72642232E+05,-5.49857785E-05,-4.92685625E-07,-0.00000000E+00,-0.00000000E+00,1.51032162E-38,1.66213832E-39,-0.00000000E+00,-0.00000000E+00,1.51032162E-38,1.66213832E-39,-2.72038659E+04,-2.39961791E+03,-6.33521514E-07,-1.17244992E-08,2.72038664E+03,2.39961795E+02,2.64000000E+03,2.40000000E+02,7.76991782E+06,1.63109220E+09
1.30000000E+01,1.00000000E+00,2.32000000E-01,1.39977711E+08,7.63335005E+02,8.49145902E-07,-0.00000000E+00,-0.00000000E+00,-8.55374247E-34,-9.42156211E-35,2.27173982E+06,1.74801888E+05,2.27210144E-04,1.74829713E-05,-2.24509672E+06,-1.72642233E+05,-5.53987491E-05,-3.66554485E-07,-0.00000000E+00,-0.00000000E+00,1.67731663E-38,1.67449685E-39,-0.00000000E+00,-0.00000000E+00,1.67731663E-38,1.67449685E-39,-2.96034838E+04,-2.39961791E+03,-6.46255269E-07,-1.36556274E-08,2.96034844E+03,2.39961795E+02,2.88000000E+03,2.40000000E+02,7.76991782E+06,1.63109221E+09
1.40000000E+01,1.00000000E+00,2.32000000E-01,1.39977711E+08,7.69084396E+02,6.31758311E-07,-0.00000000E+00,-0.00000000E+00,-9.50038361E-34,-9.49252603E-35,2.44654171E+06,1.74801888E+05,2.44693116E-04,1.74829714E-05,-2.41773895E+06,-1.72642233E+05,-5.57059962E-05,-2.72713844E-07,-0.00000000E+00,-0.00000000E+00,1.84534681E-38,1.68368057E-39,-0.00000000E+00,-0.00000000E+00,1.84534681E-38,1.68368057E-39,-3.20031017E+04,-2.39961791E+03,-6.62288262E-07,-1.78782073E-08,3.20031023E+03,2.39961795E+02,3.12000000E+03,2.40000000E+02,7.76991782E+06,1.63109221E+09
1.50000000E+01,1.00000000E+00,2.32000000E-01,1.39977711E+08,7.73361901E+02,4.70023540E-07,-0.00000000E+00,-0.00000000E+00,-1.04529730E-33,-9.54532266E-35,2.62134360E+06,1.74801889E+05,2.62176087E-04,1.74829714E-05,-2.59038119E+06,-1.72642234E+05,-5.59345859E-05,-2.02897096E-07,-0.00000000E+00,-0.00000000E+00,2.01414624E-38,1.69050506E-39,-0.00000000E+00,-0.00000000E+00,2.01414624E-38,1.69050506E-39,-3.44027196E+04,-2.39961791E+03,-6.84130816E-07,-2.47559052E-08,3.44027203E+03,2.39961795E+02,3.36000000E+03,2.40000000E+02,7.76991782E+06,1.63109222E+09
