<Name>,Layer1Thick,<porosity1>,<permX1>,<anisotropyRatio1>,Layer2Thick,<porosity2>,<permX2>,<anisotropyRatio2>,<DomainDepth>,<zInBetweenLayers>,<AquiferLen>,<AquiferRadius>,<dummyY>,<desiredTimeStep>,<dX>,nX,<dZ>,nZ,DistanceTo Contamination,<setbackDist>,Diameter LeakingPipe,<setbackPlusLeak>,LeakingFlow,<rateLeaking>,<rateExtraction>,<wellZTop>,<wellZBottom>,<wellXY>,wellDiameter,extractionFlux,<observationAtWell>,<obsTimeStep>,Concentration,<initialConcentration>,<katt>,<kdet>,<decayAq>,<decayIm>
Gravel_Domestic,10,0.3,1E-08,1,10,0.35,1E-08,1,20,10,200,100,1,75000,4,50,0.25,80,40,40,0.5,40.5,0.136,0.000892388451444,21.8,20,0,0,0.15,2.67714333287293E-05,10,12,1000,1.66053886312701E-21,0,0,0,0
