 "Time [d]","dt_flow [d]","dt_tran [d]","Global Water Mass in Liquid Phas [kg]","Global Vaq [mol]","Global Vim [mol]","west Water Mass [kg]","west Water Mass [kg/d]","west Vaq [mol]","west Vaq [mol/d]","east Water Mass [kg]","east Water Mass [kg/d]","east Vaq [mol]","east Vaq [mol/d]","injection_well Water Mass [kg]","injection_well Water Mass [kg/d]","injection_well Vaq [mol]","injection_well Vaq [mol/d]","extraction_well Water Mass [kg]","extraction_well Water Mass [kg/d]","extraction_well Vaq [mol]","extraction_well Vaq [mol/d]","Region all Water Mass [kg]","Region all Total Mass [kg]"
6.15000000E+01,5.00000000E-02,5.00000000E-02,1.46976521E+07,6.86045437E-09,2.49827318E-11,-4.80545496E+08,-7.81479235E+06,-1.34032971E-06,-2.18962441E-08,4.81873636E+08,7.83638795E+06,4.81950262E-42,7.83763715E-44,1.47570437E+04,2.39951834E+02,1.47600000E-06,2.40000000E-08,-1.34289922E+06,-2.18357508E+04,-1.34289922E-44,-2.18357508E-46,8.15840951E+05,5.35937500E+07
5.82500000E+01,5.00000000E-02,5.00000000E-02,1.46976528E+07,6.86070178E-09,2.49837525E-11,-4.55147601E+08,-7.81467832E+06,-1.26916698E-06,-2.18962039E-08,4.56405556E+08,7.83627392E+06,4.56478122E-42,7.83752277E-44,1.39772002E+04,2.39951844E+02,1.39800000E-06,2.40000000E-08,-1.27193303E+06,-2.18357518E+04,-1.27193303E-44,-2.18357518E-46,8.15840987E+05,5.35937500E+07
5.55000000E+01,5.00000000E-02,5.00000000E-02,1.46976533E+07,6.86091005E-09,2.49846119E-11,-4.33657364E+08,-7.81458231E+06,-1.20895246E-06,-2.18961701E-08,4.34855930E+08,7.83617792E+06,4.34925063E-42,7.83742646E-44,1.33173326E+04,2.39951853E+02,1.33200000E-06,2.40000000E-08,-1.21188471E+06,-2.18357526E+04,-1.21188471E-44,-2.18357526E-46,8.15841017E+05,5.35937500E+07
5.62500000E+01,5.00000000E-02,5.00000000E-02,1.46976532E+07,6.86085335E-09,2.49843779E-11,-4.39518311E+08,-7.81460845E+06,-1.22537460E-06,-2.18961793E-08,4.40733075E+08,7.83620406E+06,4.40803143E-42,7.83745268E-44,1.34972965E+04,2.39951851E+02,1.35000000E-06,2.40000000E-08,-1.22826152E+06,-2.18357524E+04,-1.22826152E-44,-2.18357524E-46,8.15841009E+05,5.35937500E+07
6.17500000E+01,5.00000000E-02,5.00000000E-02,1.46976521E+07,6.86043529E-09,2.49826531E-11,-4.82499196E+08,-7.81480115E+06,-1.34580377E-06,-2.18962472E-08,4.83832735E+08,7.83639675E+06,4.83909673E-42,7.83764598E-44,1.48170316E+04,2.39951833E+02,1.48200000E-06,2.40000000E-08,-1.34835816E+06,-2.18357508E+04,-1.34835816E-44,-2.18357508E-46,8.15840949E+05,5.35937500E+07
5.85000000E+01,5.00000000E-02,5.00000000E-02,1.46976527E+07,6.86068280E-09,2.49836742E-11,-4.57101272E+08,-7.81468707E+06,-1.27464103E-06,-2.18962070E-08,4.58364626E+08,7.83628267E+06,4.58437504E-42,7.83753154E-44,1.40371882E+04,2.39951843E+02,1.40400000E-06,2.40000000E-08,-1.27739197E+06,-2.18357517E+04,-1.27739197E-44,-2.18357517E-46,8.15840984E+05,5.35937500E+07
5.65000000E+01,5.00000000E-02,5.00000000E-02,1.46976531E+07,6.86083443E-09,2.49842999E-11,-4.41471965E+08,-7.81461717E+06,-1.23084864E-06,-2.18961824E-08,4.42692127E+08,7.83621278E+06,4.42762508E-42,7.83746143E-44,1.35572845E+04,2.39951850E+02,1.35600000E-06,2.40000000E-08,-1.23372046E+06,-2.18357523E+04,-1.23372046E-44,-2.18357523E-46,8.15841006E+05,5.35937500E+07
6.20000000E+01,5.00000000E-02,5.00000000E-02,1.46976520E+07,6.86041619E-09,2.49825743E-11,-4.84452898E+08,-7.81480995E+06,-1.35127783E-06,-2.18962503E-08,4.85791835E+08,7.83640555E+06,4.85869086E-42,7.83765481E-44,1.48770196E+04,2.39951832E+02,1.48800000E-06,2.40000000E-08,-1.35381710E+06,-2.18357507E+04,-1.35381710E-44,-2.18357507E-46,8.15840946E+05,5.35937500E+07
5.57500000E+01,5.00000000E-02,5.00000000E-02,1.46976533E+07,6.86089115E-09,2.49845340E-11,-4.35611011E+08,-7.81459102E+06,-1.21442651E-06,-2.18961732E-08,4.36814976E+08,7.83618663E+06,4.36884421E-42,7.83743520E-44,1.33773206E+04,2.39951852E+02,1.33800000E-06,2.40000000E-08,-1.21734365E+06,-2.18357525E+04,-1.21734365E-44,-2.18357525E-46,8.15841014E+05,5.35937500E+07
5.87500000E+01,5.00000000E-02,5.00000000E-02,1.46976527E+07,6.86066381E-09,2.49835959E-11,-4.59054946E+08,-7.81469582E+06,-1.28011508E-06,-2.18962101E-08,4.60323698E+08,7.83629142E+06,4.60396889E-42,7.83754032E-44,1.40971761E+04,2.39951843E+02,1.41000000E-06,2.40000000E-08,-1.28285090E+06,-2.18357517E+04,-1.28285090E-44,-2.18357517E-46,8.15840981E+05,5.35937500E+07
5.67500000E+01,5.00000000E-02,5.00000000E-02,1.46976531E+07,6.86081550E-09,2.49842218E-11,-4.43425621E+08,-7.81462590E+06,-1.23632269E-06,-2.18961855E-08,4.44651182E+08,7.83622150E+06,4.44721875E-42,7.83747018E-44,1.36172724E+04,2.39951849E+02,1.36200000E-06,2.40000000E-08,-1.23917940E+06,-2.18357523E+04,-1.23917940E-44,-2.18357523E-46,8.15841003E+05,5.35937500E+07
6.22500000E+01,5.00000000E-02,5.00000000E-02,1.46976520E+07,6.86039708E-09,2.49824955E-11,-4.86406601E+08,-7.81481875E+06,-1.35675190E-06,-2.18962534E-08,4.87750938E+08,7.83641436E+06,4.87828501E-42,7.83766364E-44,1.49370076E+04,2.39951831E+02,1.49400000E-06,2.40000000E-08,-1.35927603E+06,-2.18357506E+04,-1.35927603E-44,-2.18357506E-46,8.15840943E+05,5.35937500E+07
5.60000000E+01,5.00000000E-02,5.00000000E-02,1.46976532E+07,6.86087225E-09,2.49844560E-11,-4.37564660E+08,-7.81459973E+06,-1.21990055E-06,-2.18961763E-08,4.38774024E+08,7.83619534E+06,4.38843781E-42,7.83744394E-44,1.34373086E+04,2.39951851E+02,1.34400000E-06,2.40000000E-08,-1.22280259E+06,-2.18357525E+04,-1.22280259E-44,-2.18357525E-46,8.15841011E+05,5.35937500E+07
5.90000000E+01,5.00000000E-02,5.00000000E-02,1.46976526E+07,6.86064481E-09,2.49835175E-11,-4.61008621E+08,-7.81470458E+06,-1.28558914E-06,-2.18962132E-08,4.62282772E+08,7.83630018E+06,4.62356275E-42,7.83754911E-44,1.41571641E+04,2.39951842E+02,1.41600000E-06,2.40000000E-08,-1.28830984E+06,-2.18357516E+04,-1.28830984E-44,-2.18357516E-46,8.15840979E+05,5.35937500E+07
5.70000000E+01,5.00000000E-02,5.00000000E-02,1.46976530E+07,6.86079657E-09,2.49841437E-11,-4.45379279E+08,-7.81463462E+06,-1.24179673E-06,-2.18961885E-08,4.46610239E+08,7.83623023E+06,4.46681244E-42,7.83747894E-44,1.36772604E+04,2.39951848E+02,1.36800000E-06,2.40000000E-08,-1.24463834E+06,-2.18357522E+04,-1.24463834E-44,-2.18357522E-46,8.15841000E+05,5.35937500E+07
6.25000000E+01,5.00000000E-02,5.00000000E-02,1.46976519E+07,6.86037797E-09,2.49824167E-11,-4.88360308E+08,-7.81482756E+06,-1.36222596E-06,-2.18962565E-08,4.89710043E+08,7.83642316E+06,4.89787918E-42,7.83767247E-44,1.49969955E+04,2.39951831E+02,1.50000000E-06,2.40000000E-08,-1.36473497E+06,-2.18357506E+04,-1.36473497E-44,-2.18357506E-46,8.15840941E+05,5.35937500E+07
5.62500000E+01,5.00000000E-02,5.00000000E-02,1.46976532E+07,6.86085335E-09,2.49843779E-11,-4.39518311E+08,-7.81460845E+06,-1.22537460E-06,-2.18961793E-08,4.40733075E+08,7.83620406E+06,4.40803143E-42,7.83745268E-44,1.34972965E+04,2.39951851E+02,1.35000000E-06,2.40000000E-08,-1.22826152E+06,-2.18357524E+04,-1.22826152E-44,-2.18357524E-46,8.15841009E+05,5.35937500E+07
5.92500000E+01,5.00000000E-02,5.00000000E-02,1.46976526E+07,6.86062581E-09,2.49834391E-11,-4.62962299E+08,-7.81471334E+06,-1.29106319E-06,-2.18962162E-08,4.64241849E+08,7.83630894E+06,4.64315664E-42,7.83755790E-44,1.42171521E+04,2.39951841E+02,1.42200000E-06,2.40000000E-08,-1.29376878E+06,-2.18357515E+04,-1.29376878E-44,-2.18357515E-46,8.15840976E+05,5.35937500E+07
5.72500000E+01,5.00000000E-02,5.00000000E-02,1.46976530E+07,6.86077763E-09,2.49840655E-11,-4.47332939E+08,-7.81464336E+06,-1.24727078E-06,-2.18961916E-08,4.48569298E+08,7.83623896E+06,4.48640615E-42,7.83748770E-44,1.37372484E+04,2.39951847E+02,1.37400000E-06,2.40000000E-08,-1.25009728E+06,-2.18357521E+04,-1.25009728E-44,-2.18357521E-46,8.15840998E+05,5.35937500E+07
6.27500000E+01,5.00000000E-02,5.00000000E-02,1.46976519E+07,6.86035885E-09,2.49823378E-11,-4.90314016E+08,-7.81483637E+06,-1.36770002E-06,-2.18962596E-08,4.91669151E+08,7.83643198E+06,4.91747338E-42,7.83768131E-44,1.50569835E+04,2.39951830E+02,1.50600000E-06,2.40000000E-08,-1.37019391E+06,-2.18357505E+04,-1.37019391E-44,-2.18357505E-46,8.15840938E+05,5.35937500E+07
5.65000000E+01,5.00000000E-02,5.00000000E-02,1.46976531E+07,6.86083443E-09,2.49842999E-11,-4.41471965E+08,-7.81461717E+06,-1.23084864E-06,-2.18961824E-08,4.42692127E+08,7.83621278E+06,4.42762508E-42,7.83746143E-44,1.35572845E+04,2.39951850E+02,1.35600000E-06,2.40000000E-08,-1.23372046E+06,-2.18357523E+04,-1.23372046E-44,-2.18357523E-46,8.15841006E+05,5.35937500E+07
5.95000000E+01,5.00000000E-02,5.00000000E-02,1.46976525E+07,6.86060679E-09,2.49833606E-11,-4.64915979E+08,-7.81472210E+06,-1.29653724E-06,-2.18962193E-08,4.66200927E+08,7.83631771E+06,4.66275055E-42,7.83756669E-44,1.42771400E+04,2.39951840E+02,1.42800000E-06,2.40000000E-08,-1.29922772E+06,-2.18357514E+04,-1.29922772E-44,-2.18357514E-46,8.15840973E+05,5.35937500E+07
5.75000000E+01,5.00000000E-02,5.00000000E-02,1.46976529E+07,6.86075868E-09,2.49839873E-11,-4.49286601E+08,-7.81465209E+06,-1.25274483E-06,-2.18961947E-08,4.50528359E+08,7.83624770E+06,4.50599989E-42,7.83749646E-44,1.37972363E+04,2.39951847E+02,1.38000000E-06,2.40000000E-08,-1.25555621E+06,-2.18357520E+04,-1.25555622E-44,-2.18357520E-46,8.15840995E+05,5.35937500E+07
6.30000000E+01,5.00000000E-02,5.00000000E-02,1.46976518E+07,6.86033972E-09,2.49822589E-11,-4.92267727E+08,-7.81484519E+06,-1.37317409E-06,-2.18962627E-08,4.93628260E+08,7.83644079E+06,4.93706760E-42,7.83769016E-44,1.51169714E+04,2.39951829E+02,1.51200000E-06,2.40000000E-08,-1.37565285E+06,-2.18357504E+04,-1.37565285E-44,-2.18357504E-46,8.15840935E+05,5.35937500E+07
5.97500000E+01,5.00000000E-02,5.00000000E-02,1.46976525E+07,6.86058777E-09,2.49832821E-11,-4.66869661E+08,-7.81473087E+06,-1.30201130E-06,-2.18962224E-08,4.68160008E+08,7.83632647E+06,4.68234448E-42,7.83757548E-44,1.43371280E+04,2.39951839E+02,1.43400000E-06,2.40000000E-08,-1.30468666E+06,-2.18357514E+04,-1.30468666E-44,-2.18357514E-46,8.15840971E+05,5.35937500E+07
5.67500000E+01,5.00000000E-02,5.00000000E-02,1.46976531E+07,6.86081550E-09,2.49842218E-11,-4.43425621E+08,-7.81462590E+06,-1.23632269E-06,-2.18961855E-08,4.44651182E+08,7.83622150E+06,4.44721875E-42,7.83747018E-44,1.36172724E+04,2.39951849E+02,1.36200000E-06,2.40000000E-08,-1.23917940E+06,-2.18357523E+04,-1.23917940E-44,-2.18357523E-46,8.15841003E+05,5.35937500E+07
5.77500000E+01,5.00000000E-02,5.00000000E-02,1.46976529E+07,6.86073972E-09,2.49839091E-11,-4.51240266E+08,-7.81466083E+06,-1.25821888E-06,-2.18961977E-08,4.52487422E+08,7.83625643E+06,4.52559364E-42,7.83750522E-44,1.38572243E+04,2.39951846E+02,1.38600000E-06,2.40000000E-08,-1.26101515E+06,-2.18357520E+04,-1.26101515E-44,-2.18357520E-46,8.15840992E+05,5.35937500E+07
6.32500000E+01,5.00000000E-02,5.00000000E-02,1.46976518E+07,6.86032058E-09,2.49821800E-11,-4.94221439E+08,-7.81485401E+06,-1.37864816E-06,-2.18962658E-08,4.95587372E+08,7.83644961E+06,4.95666184E-42,7.83769900E-44,1.51769594E+04,2.39951828E+02,1.51800000E-06,2.40000000E-08,-1.38111178E+06,-2.18357503E+04,-1.38111178E-44,-2.18357503E-46,8.15840932E+05,5.35937500E+07
6.00000000E+01,5.00000000E-02,5.00000000E-02,1.46976524E+07,6.86056874E-09,2.49832036E-11,-4.68823345E+08,-7.81473964E+06,-1.30748536E-06,-2.18962255E-08,4.70119091E+08,7.83633525E+06,4.70193843E-42,7.83758428E-44,1.43971159E+04,2.39951839E+02,1.44000000E-06,2.40000000E-08,-1.31014559E+06,-2.18357513E+04,-1.31014559E-44,-2.18357513E-46,8.15840968E+05,5.35937500E+07
5.70000000E+01,5.00000000E-02,5.00000000E-02,1.46976530E+07,6.86079657E-09,2.49841437E-11,-4.45379279E+08,-7.81463462E+06,-1.24179673E-06,-2.18961885E-08,4.46610239E+08,7.83623023E+06,4.46681244E-42,7.83747894E-44,1.36772604E+04,2.39951848E+02,1.36800000E-06,2.40000000E-08,-1.24463834E+06,-2.18357522E+04,-1.24463834E-44,-2.18357522E-46,8.15841000E+05,5.35937500E+07
6.35000000E+01,5.00000000E-02,5.00000000E-02,1.46976517E+07,6.86030143E-09,2.49821010E-11,-4.96175154E+08,-7.81486283E+06,-1.38412222E-06,-2.18962689E-08,4.97546486E+08,7.83645843E+06,4.97625610E-42,7.83770785E-44,1.52369473E+04,2.39951827E+02,1.52400000E-06,2.40000000E-08,-1.38657072E+06,-2.18357503E+04,-1.38657072E-44,-2.18357503E-46,8.15840930E+05,5.35937500E+07
5.80000000E+01,5.00000000E-02,5.00000000E-02,1.46976528E+07,6.86072076E-09,2.49838308E-11,-4.53193932E+08,-7.81466957E+06,-1.26369293E-06,-2.18962008E-08,4.54446488E+08,7.83626518E+06,4.54518742E-42,7.83751399E-44,1.39172122E+04,2.39951845E+02,1.39200000E-06,2.40000000E-08,-1.26647409E+06,-2.18357519E+04,-1.26647409E-44,-2.18357519E-46,8.15840990E+05,5.35937500E+07
6.02500000E+01,5.00000000E-02,5.00000000E-02,1.46976524E+07,6.86054970E-09,2.49831251E-11,-4.70777031E+08,-7.81474842E+06,-1.31295941E-06,-2.18962286E-08,4.72078177E+08,7.83634402E+06,4.72153241E-42,7.83759309E-44,1.44571039E+04,2.39951838E+02,1.44600000E-06,2.40000000E-08,-1.31560453E+06,-2.18357512E+04,-1.31560453E-44,-2.18357512E-46,8.15840965E+05,5.35937500E+07
5.72500000E+01,5.00000000E-02,5.00000000E-02,1.46976530E+07,6.86077763E-09,2.49840655E-11,-4.47332939E+08,-7.81464336E+06,-1.24727078E-06,-2.18961916E-08,4.48569298E+08,7.83623896E+06,4.48640615E-42,7.83748770E-44,1.37372484E+04,2.39951847E+02,1.37400000E-06,2.40000000E-08,-1.25009728E+06,-2.18357521E+04,-1.25009728E-44,-2.18357521E-46,8.15840998E+05,5.35937500E+07
6.37500000E+01,5.00000000E-02,5.00000000E-02,1.46976517E+07,6.86028227E-09,2.49820220E-11,-4.98128872E+08,-7.81487166E+06,-1.38959629E-06,-2.18962720E-08,4.99505602E+08,7.83646726E+06,4.99585039E-42,7.83771671E-44,1.52969353E+04,2.39951827E+02,1.53000000E-06,2.40000000E-08,-1.39202966E+06,-2.18357502E+04,-1.39202966E-44,-2.18357502E-46,8.15840927E+05,5.35937500E+07
5.82500000E+01,5.00000000E-02,5.00000000E-02,1.46976528E+07,6.86070178E-09,2.49837525E-11,-4.55147601E+08,-7.81467832E+06,-1.26916698E-06,-2.18962039E-08,4.56405556E+08,7.83627392E+06,4.56478122E-42,7.83752277E-44,1.39772002E+04,2.39951844E+02,1.39800000E-06,2.40000000E-08,-1.27193303E+06,-2.18357518E+04,-1.27193303E-44,-2.18357518E-46,8.15840987E+05,5.35937500E+07
6.05000000E+01,5.00000000E-02,5.00000000E-02,1.46976523E+07,6.86053065E-09,2.49830465E-11,-4.72730720E+08,-7.81475720E+06,-1.31843347E-06,-2.18962317E-08,4.74037264E+08,7.83635280E+06,4.74112641E-42,7.83760189E-44,1.45170918E+04,2.39951837E+02,1.45200000E-06,2.40000000E-08,-1.32106347E+06,-2.18357511E+04,-1.32106347E-44,-2.18357511E-46,8.15840962E+05,5.35937500E+07
5.75000000E+01,5.00000000E-02,5.00000000E-02,1.46976529E+07,6.86075868E-09,2.49839873E-11,-4.49286601E+08,-7.81465209E+06,-1.25274483E-06,-2.18961947E-08,4.50528359E+08,7.83624770E+06,4.50599989E-42,7.83749646E-44,1.37972363E+04,2.39951847E+02,1.38000000E-06,2.40000000E-08,-1.25555621E+06,-2.18357520E+04,-1.25555622E-44,-2.18357520E-46,8.15840995E+05,5.35937500E+07
6.40000000E+01,5.00000000E-02,5.00000000E-02,1.46976516E+07,6.86026311E-09,2.49819429E-11,-5.00082591E+08,-7.81488049E+06,-1.39507036E-06,-2.18962751E-08,5.01464720E+08,7.83647609E+06,5.01544469E-42,7.83772557E-44,1.53569233E+04,2.39951826E+02,1.53600000E-06,2.40000000E-08,-1.39748860E+06,-2.18357501E+04,-1.39748860E-44,-2.18357501E-46,8.15840924E+05,5.35937500E+07
5.85000000E+01,5.00000000E-02,5.00000000E-02,1.46976527E+07,6.86068280E-09,2.49836742E-11,-4.57101272E+08,-7.81468707E+06,-1.27464103E-06,-2.18962070E-08,4.58364626E+08,7.83628267E+06,4.58437504E-42,7.83753154E-44,1.40371882E+04,2.39951843E+02,1.40400000E-06,2.40000000E-08,-1.27739197E+06,-2.18357517E+04,-1.27739197E-44,-2.18357517E-46,8.15840984E+05,5.35937500E+07
6.07500000E+01,5.00000000E-02,5.00000000E-02,1.46976523E+07,6.86051159E-09,2.49829679E-11,-4.74684411E+08,-7.81476598E+06,-1.32390753E-06,-2.18962348E-08,4.75996354E+08,7.83636158E+06,4.76072043E-42,7.83761070E-44,1.45770798E+04,2.39951836E+02,1.45800000E-06,2.40000000E-08,-1.32652241E+06,-2.18357511E+04,-1.32652241E-44,-2.18357511E-46,8.15840960E+05,5.35937500E+07
5.77500000E+01,5.00000000E-02,5.00000000E-02,1.46976529E+07,6.86073972E-09,2.49839091E-11,-4.51240266E+08,-7.81466083E+06,-1.25821888E-06,-2.18961977E-08,4.52487422E+08,7.83625643E+06,4.52559364E-42,7.83750522E-44,1.38572243E+04,2.39951846E+02,1.38600000E-06,2.40000000E-08,-1.26101515E+06,-2.18357520E+04,-1.26101515E-44,-2.18357520E-46,8.15840992E+05,5.35937500E+07
6.42500000E+01,5.00000000E-02,5.00000000E-02,1.46976516E+07,6.86024394E-09,2.49818639E-11,-5.02036313E+08,-7.81488932E+06,-1.40054443E-06,-2.18962783E-08,5.03423841E+08,7.83648492E+06,5.03503902E-42,7.83773443E-44,1.54169112E+04,2.39951825E+02,1.54200000E-06,2.40000000E-08,-1.40294753E+06,-2.18357500E+04,-1.40294753E-44,-2.18357500E-46,8.15840921E+05,5.35937500E+07
5.87500000E+01,5.00000000E-02,5.00000000E-02,1.46976527E+07,6.86066381E-09,2.49835959E-11,-4.59054946E+08,-7.81469582E+06,-1.28011508E-06,-2.18962101E-08,4.60323698E+08,7.83629142E+06,4.60396889E-42,7.83754032E-44,1.40971761E+04,2.39951843E+02,1.41000000E-06,2.40000000E-08,-1.28285090E+06,-2.18357517E+04,-1.28285090E-44,-2.18357517E-46,8.15840981E+05,5.35937500E+07
6.10000000E+01,5.00000000E-02,5.00000000E-02,1.46976522E+07,6.86049253E-09,2.49828892E-11,-4.76638104E+08,-7.81477477E+06,-1.32938159E-06,-2.18962379E-08,4.77955446E+08,7.83637037E+06,4.78031447E-42,7.83761952E-44,1.46370678E+04,2.39951835E+02,1.46400000E-06,2.40000000E-08,-1.33198134E+06,-2.18357510E+04,-1.33198135E-44,-2.18357510E-46,8.15840957E+05,5.35937500E+07
5.80000000E+01,5.00000000E-02,5.00000000E-02,1.46976528E+07,6.86072076E-09,2.49838308E-11,-4.53193932E+08,-7.81466957E+06,-1.26369293E-06,-2.18962008E-08,4.54446488E+08,7.83626518E+06,4.54518742E-42,7.83751399E-44,1.39172122E+04,2.39951845E+02,1.39200000E-06,2.40000000E-08,-1.26647409E+06,-2.18357519E+04,-1.26647409E-44,-2.18357519E-46,8.15840990E+05,5.35937500E+07
6.45000000E+01,5.00000000E-02,5.00000000E-02,1.46976515E+07,6.86022476E-09,2.49817848E-11,-5.03990037E+08,-7.81489816E+06,-1.40601850E-06,-2.18962814E-08,5.05382963E+08,7.83649376E+06,5.05463337E-42,7.83774329E-44,1.54768992E+04,2.39951824E+02,1.54800000E-06,2.40000000E-08,-1.40840647E+06,-2.18357500E+04,-1.40840647E-44,-2.18357500E-46,8.15840919E+05,5.35937500E+07
5.90000000E+01,5.00000000E-02,5.00000000E-02,1.46976526E+07,6.86064481E-09,2.49835175E-11,-4.61008621E+08,-7.81470458E+06,-1.28558914E-06,-2.18962132E-08,4.62282772E+08,7.83630018E+06,4.62356275E-42,7.83754911E-44,1.41571641E+04,2.39951842E+02,1.41600000E-06,2.40000000E-08,-1.28830984E+06,-2.18357516E+04,-1.28830984E-44,-2.18357516E-46,8.15840979E+05,5.35937500E+07
6.12500000E+01,5.00000000E-02,5.00000000E-02,1.46976522E+07,6.86047346E-09,2.49828105E-11,-4.78591799E+08,-7.81478356E+06,-1.33485565E-06,-2.18962410E-08,4.79914540E+08,7.83637916E+06,4.79990853E-42,7.83762833E-44,1.46970557E+04,2.39951835E+02,1.47000000E-06,2.40000000E-08,-1.33744028E+06,-2.18357509E+04,-1.33744028E-44,-2.18357509E-46,8.15840954E+05,5.35937500E+07
5.82500000E+01,5.00000000E-02,5.00000000E-02,1.46976528E+07,6.86070178E-09,2.49837525E-11,-4.55147601E+08,-7.81467832E+06,-1.26916698E-06,-2.18962039E-08,4.56405556E+08,7.83627392E+06,4.56478122E-42,7.83752277E-44,1.39772002E+04,2.39951844E+02,1.39800000E-06,2.40000000E-08,-1.27193303E+06,-2.18357518E+04,-1.27193303E-44,-2.18357518E-46,8.15840987E+05,5.35937500E+07
5.92500000E+01,5.00000000E-02,5.00000000E-02,1.46976526E+07,6.86062581E-09,2.49834391E-11,-4.62962299E+08,-7.81471334E+06,-1.29106319E-06,-2.18962162E-08,4.64241849E+08,7.83630894E+06,4.64315664E-42,7.83755790E-44,1.42171521E+04,2.39951841E+02,1.42200000E-06,2.40000000E-08,-1.29376878E+06,-2.18357515E+04,-1.29376878E-44,-2.18357515E-46,8.15840976E+05,5.35937500E+07
6.15000000E+01,5.00000000E-02,5.00000000E-02,1.46976521E+07,6.86045437E-09,2.49827318E-11,-4.80545496E+08,-7.81479235E+06,-1.34032971E-06,-2.18962441E-08,4.81873636E+08,7.83638795E+06,4.81950262E-42,7.83763715E-44,1.47570437E+04,2.39951834E+02,1.47600000E-06,2.40000000E-08,-1.34289922E+06,-2.18357508E+04,-1.34289922E-44,-2.18357508E-46,8.15840951E+05,5.35937500E+07
6.47500000E+01,5.00000000E-02,5.00000000E-02,1.46976515E+07,6.86020516E-09,2.49817054E-11,-5.05943763E+08,-7.81490700E+06,-1.41149257E-06,-2.18962832E-08,5.07342088E+08,7.83650260E+06,5.07422775E-42,7.83775216E-44,1.55368871E+04,2.39951823E+02,1.55400000E-06,2.40000000E-08,-1.41386541E+06,-2.18357499E+04,-1.41386541E-44,-2.18357499E-46,8.15840916E+05,5.35937500E+07
5.85000000E+01,5.00000000E-02,5.00000000E-02,1.46976527E+07,6.86068280E-09,2.49836742E-11,-4.57101272E+08,-7.81468707E+06,-1.27464103E-06,-2.18962070E-08,4.58364626E+08,7.83628267E+06,4.58437504E-42,7.83753154E-44,1.40371882E+04,2.39951843E+02,1.40400000E-06,2.40000000E-08,-1.27739197E+06,-2.18357517E+04,-1.27739197E-44,-2.18357517E-46,8.15840984E+05,5.35937500E+07
5.95000000E+01,5.00000000E-02,5.00000000E-02,1.46976525E+07,6.86060679E-09,2.49833606E-11,-4.64915979E+08,-7.81472210E+06,-1.29653724E-06,-2.18962193E-08,4.66200927E+08,7.83631771E+06,4.66275055E-42,7.83756669E-44,1.42771400E+04,2.39951840E+02,1.42800000E-06,2.40000000E-08,-1.29922772E+06,-2.18357514E+04,-1.29922772E-44,-2.18357514E-46,8.15840973E+05,5.35937500E+07
6.50000000E+01,5.00000000E-02,5.00000000E-02,1.46976514E+07,6.86018618E-09,2.49816262E-11,-5.07897491E+08,-7.81491585E+06,-1.41696664E-06,-2.18962870E-08,5.09301216E+08,7.83651145E+06,5.09382214E-42,7.83776103E-44,1.55968751E+04,2.39951823E+02,1.56000000E-06,2.40000000E-08,-1.41932435E+06,-2.18357498E+04,-1.41932435E-44,-2.18357498E-46,8.15840913E+05,5.35937500E+07
6.17500000E+01,5.00000000E-02,5.00000000E-02,1.46976521E+07,6.86043529E-09,2.49826531E-11,-4.82499196E+08,-7.81480115E+06,-1.34580377E-06,-2.18962472E-08,4.83832735E+08,7.83639675E+06,4.83909673E-42,7.83764598E-44,1.48170316E+04,2.39951833E+02,1.48200000E-06,2.40000000E-08,-1.34835816E+06,-2.18357508E+04,-1.34835816E-44,-2.18357508E-46,8.15840949E+05,5.35937500E+07
5.87500000E+01,5.00000000E-02,5.00000000E-02,1.46976527E+07,6.86066381E-09,2.49835959E-11,-4.59054946E+08,-7.81469582E+06,-1.28011508E-06,-2.18962101E-08,4.60323698E+08,7.83629142E+06,4.60396889E-42,7.83754032E-44,1.40971761E+04,2.39951843E+02,1.41000000E-06,2.40000000E-08,-1.28285090E+06,-2.18357517E+04,-1.28285090E-44,-2.18357517E-46,8.15840981E+05,5.35937500E+07
5.97500000E+01,5.00000000E-02,5.00000000E-02,1.46976525E+07,6.86058777E-09,2.49832821E-11,-4.66869661E+08,-7.81473087E+06,-1.30201130E-06,-2.18962224E-08,4.68160008E+08,7.83632647E+06,4.68234448E-42,7.83757548E-44,1.43371280E+04,2.39951839E+02,1.43400000E-06,2.40000000E-08,-1.30468666E+06,-2.18357514E+04,-1.30468666E-44,-2.18357514E-46,8.15840971E+05,5.35937500E+07
6.20000000E+01,5.00000000E-02,5.00000000E-02,1.46976520E+07,6.86041619E-09,2.49825743E-11,-4.84452898E+08,-7.81480995E+06,-1.35127783E-06,-2.18962503E-08,4.85791835E+08,7.83640555E+06,4.85869086E-42,7.83765481E-44,1.48770196E+04,2.39951832E+02,1.48800000E-06,2.40000000E-08,-1.35381710E+06,-2.18357507E+04,-1.35381710E-44,-2.18357507E-46,8.15840946E+05,5.35937500E+07
5.90000000E+01,5.00000000E-02,5.00000000E-02,1.46976526E+07,6.86064481E-09,2.49835175E-11,-4.61008621E+08,-7.81470458E+06,-1.28558914E-06,-2.18962132E-08,4.62282772E+08,7.83630018E+06,4.62356275E-42,7.83754911E-44,1.41571641E+04,2.39951842E+02,1.41600000E-06,2.40000000E-08,-1.28830984E+06,-2.18357516E+04,-1.28830984E-44,-2.18357516E-46,8.15840979E+05,5.35937500E+07
