 "Time [d]","dt_flow [d]","dt_tran [d]","Global Water Mass in Liquid Phas [kg]","Global Vaq [mol]","Global Vim [mol]","west Water Mass [kg]","west Water Mass [kg/d]","west Vaq [mol]","west Vaq [mol/d]","east Water Mass [kg]","east Water Mass [kg/d]","east Vaq [mol]","east Vaq [mol/d]","injection_well Water Mass [kg]","injection_well Water Mass [kg/d]","injection_well Vaq [mol]","injection_well Vaq [mol/d]","extraction_well Water Mass [kg]","extraction_well Water Mass [kg/d]","extraction_well Vaq [mol]","extraction_well Vaq [mol/d]","Region all Water Mass [kg]","Region all Total Mass [kg]"
1.40000000E+01,5.00000000E-02,5.00000000E-02,1.46976611E+07,6.86393656E-09,2.48213455E-11,-1.09381449E+08,-7.81318572E+06,-3.00271676E-07,-2.18956712E-08,1.09683797E+08,7.83478135E+06,1.09701206E-42,7.83602554E-44,3.35932804E+03,2.39951982E+02,3.36000000E-07,2.40000000E-08,-3.05700729E+05,-2.18357644E+04,-3.05700730E-45,-2.18357644E-46,8.15841450E+05,5.35937500E+07
1.45000000E+01,5.00000000E-02,5.00000000E-02,1.46976610E+07,6.86390170E-09,2.48502976E-11,-1.13288046E+08,-7.81320198E+06,-3.11219513E-07,-2.18956787E-08,1.13601192E+08,7.83479761E+06,1.13619223E-42,7.83604185E-44,3.47930403E+03,2.39951980E+02,3.48000000E-07,2.40000000E-08,-3.16618611E+05,-2.18357643E+04,-3.16618612E-45,-2.18357643E-46,8.15841445E+05,5.35937500E+07
1.42500000E+01,5.00000000E-02,5.00000000E-02,1.46976611E+07,6.86391915E-09,2.48364793E-11,-1.11334746E+08,-7.81319385E+06,-3.05745594E-07,-2.18956750E-08,1.11642494E+08,7.83478948E+06,1.11660214E-42,7.83603370E-44,3.41931604E+03,2.39951981E+02,3.42000000E-07,2.40000000E-08,-3.11159670E+05,-2.18357643E+04,-3.11159671E-45,-2.18357643E-46,8.15841448E+05,5.35937500E+07
1.42500000E+01,5.00000000E-02,5.00000000E-02,1.46976611E+07,6.86391915E-09,2.48364793E-11,-1.11334746E+08,-7.81319385E+06,-3.05745594E-07,-2.18956750E-08,1.11642494E+08,7.83478948E+06,1.11660214E-42,7.83603370E-44,3.41931604E+03,2.39951981E+02,3.42000000E-07,2.40000000E-08,-3.11159670E+05,-2.18357643E+04,-3.11159671E-45,-2.18357643E-46,8.15841448E+05,5.35937500E+07
1.32500000E+01,5.00000000E-02,5.00000000E-02,1.46976612E+07,6.86398861E-09,2.47667456E-11,-1.03521567E+08,-7.81316136E+06,-2.83849926E-07,-2.18956593E-08,1.03807719E+08,7.83475699E+06,1.03824195E-42,7.83600111E-44,3.17936405E+03,2.39951984E+02,3.18000000E-07,2.40000000E-08,-2.89323905E+05,-2.18357646E+04,-2.89323906E-45,-2.18357646E-46,8.15841458E+05,5.35937500E+07
1.47500000E+01,5.00000000E-02,5.00000000E-02,1.46976610E+07,6.86388423E-09,2.48629142E-11,-1.15241348E+08,-7.81321011E+06,-3.16693434E-07,-2.18956823E-08,1.15559893E+08,7.83480574E+06,1.15578235E-42,7.83605001E-44,3.53929203E+03,2.39951979E+02,3.54000000E-07,2.40000000E-08,-3.22077552E+05,-2.18357642E+04,-3.22077553E-45,-2.18357642E-46,8.15841443E+05,5.35937500E+07
1.45000000E+01,5.00000000E-02,5.00000000E-02,1.46976610E+07,6.86390170E-09,2.48502976E-11,-1.13288046E+08,-7.81320198E+06,-3.11219513E-07,-2.18956787E-08,1.13601192E+08,7.83479761E+06,1.13619223E-42,7.83604185E-44,3.47930403E+03,2.39951980E+02,3.48000000E-07,2.40000000E-08,-3.16618611E+05,-2.18357643E+04,-3.16618612E-45,-2.18357643E-46,8.15841445E+05,5.35937500E+07
1.45000000E+01,5.00000000E-02,5.00000000E-02,1.46976610E+07,6.86390170E-09,2.48502976E-11,-1.13288046E+08,-7.81320198E+06,-3.11219513E-07,-2.18956787E-08,1.13601192E+08,7.83479761E+06,1.13619223E-42,7.83604185E-44,3.47930403E+03,2.39951980E+02,3.48000000E-07,2.40000000E-08,-3.16618611E+05,-2.18357643E+04,-3.16618612E-45,-2.18357643E-46,8.15841445E+05,5.35937500E+07
1.35000000E+01,5.00000000E-02,5.00000000E-02,1.46976612E+07,6.86397130E-09,2.47866215E-11,-1.05474859E+08,-7.81316947E+06,-2.89323842E-07,-2.18956634E-08,1.05766409E+08,7.83476511E+06,1.05783196E-42,7.83600925E-44,3.23935205E+03,2.39951983E+02,3.24000000E-07,2.40000000E-08,-2.94782846E+05,-2.18357646E+04,-2.94782848E-45,-2.18357646E-46,8.15841455E+05,5.35937500E+07
1.50000000E+01,5.00000000E-02,5.00000000E-02,1.46976609E+07,6.86386673E-09,2.48744331E-11,-1.17194652E+08,-7.81321825E+06,-3.22167355E-07,-2.18956859E-08,1.17518596E+08,7.83481388E+06,1.17537249E-42,7.83605817E-44,3.59928002E+03,2.39951979E+02,3.60000000E-07,2.40000000E-08,-3.27536493E+05,-2.18357641E+04,-3.27536494E-45,-2.18357641E-46,8.15841440E+05,5.35937500E+07
1.47500000E+01,5.00000000E-02,5.00000000E-02,1.46976610E+07,6.86388423E-09,2.48629142E-11,-1.15241348E+08,-7.81321011E+06,-3.16693434E-07,-2.18956823E-08,1.15559893E+08,7.83480574E+06,1.15578235E-42,7.83605001E-44,3.53929203E+03,2.39951979E+02,3.54000000E-07,2.40000000E-08,-3.22077552E+05,-2.18357642E+04,-3.22077553E-45,-2.18357642E-46,8.15841443E+05,5.35937500E+07
1.47500000E+01,5.00000000E-02,5.00000000E-02,1.46976610E+07,6.86388423E-09,2.48629142E-11,-1.15241348E+08,-7.81321011E+06,-3.16693434E-07,-2.18956823E-08,1.15559893E+08,7.83480574E+06,1.15578235E-42,7.83605001E-44,3.53929203E+03,2.39951979E+02,3.54000000E-07,2.40000000E-08,-3.22077552E+05,-2.18357642E+04,-3.22077553E-45,-2.18357642E-46,8.15841443E+05,5.35937500E+07
1.37500000E+01,5.00000000E-02,5.00000000E-02,1.46976612E+07,6.86395395E-09,2.48047717E-11,-1.07428153E+08,-7.81317760E+06,-2.94797758E-07,-2.18956673E-08,1.07725102E+08,7.83477323E+06,1.07742200E-42,7.83601739E-44,3.29934005E+03,2.39951982E+02,3.30000000E-07,2.40000000E-08,-3.00241788E+05,-2.18357645E+04,-3.00241789E-45,-2.18357645E-46,8.15841453E+05,5.35937500E+07
1.50000000E+01,5.00000000E-02,5.00000000E-02,1.46976609E+07,6.86386673E-09,2.48744331E-11,-1.17194652E+08,-7.81321825E+06,-3.22167355E-07,-2.18956859E-08,1.17518596E+08,7.83481388E+06,1.17537249E-42,7.83605817E-44,3.59928002E+03,2.39951979E+02,3.60000000E-07,2.40000000E-08,-3.27536493E+05,-2.18357641E+04,-3.27536494E-45,-2.18357641E-46,8.15841440E+05,5.35937500E+07
1.52500000E+01,5.00000000E-02,5.00000000E-02,1.46976609E+07,6.86384920E-09,2.48849491E-11,-1.19147958E+08,-7.81322639E+06,-3.27641277E-07,-2.18956894E-08,1.19477301E+08,7.83482202E+06,1.19496265E-42,7.83606634E-44,3.65926801E+03,2.39951978E+02,3.66000000E-07,2.40000000E-08,-3.32995434E+05,-2.18357641E+04,-3.32995435E-45,-2.18357641E-46,8.15841438E+05,5.35937500E+07
1.50000000E+01,5.00000000E-02,5.00000000E-02,1.46976609E+07,6.86386673E-09,2.48744331E-11,-1.17194652E+08,-7.81321825E+06,-3.22167355E-07,-2.18956859E-08,1.17518596E+08,7.83481388E+06,1.17537249E-42,7.83605817E-44,3.59928002E+03,2.39951979E+02,3.60000000E-07,2.40000000E-08,-3.27536493E+05,-2.18357641E+04,-3.27536494E-45,-2.18357641E-46,8.15841440E+05,5.35937500E+07
1.52500000E+01,5.00000000E-02,5.00000000E-02,1.46976609E+07,6.86384920E-09,2.48849491E-11,-1.19147958E+08,-7.81322639E+06,-3.27641277E-07,-2.18956894E-08,1.19477301E+08,7.83482202E+06,1.19496265E-42,7.83606634E-44,3.65926801E+03,2.39951978E+02,3.66000000E-07,2.40000000E-08,-3.32995434E+05,-2.18357641E+04,-3.32995435E-45,-2.18357641E-46,8.15841438E+05,5.35937500E+07
1.40000000E+01,5.00000000E-02,5.00000000E-02,1.46976611E+07,6.86393656E-09,2.48213455E-11,-1.09381449E+08,-7.81318572E+06,-3.00271676E-07,-2.18956712E-08,1.09683797E+08,7.83478135E+06,1.09701206E-42,7.83602554E-44,3.35932804E+03,2.39951982E+02,3.36000000E-07,2.40000000E-08,-3.05700729E+05,-2.18357644E+04,-3.05700730E-45,-2.18357644E-46,8.15841450E+05,5.35937500E+07
1.55000000E+01,5.00000000E-02,5.00000000E-02,1.46976608E+07,6.86383165E-09,2.48945492E-11,-1.21101266E+08,-7.81323453E+06,-3.33115200E-07,-2.18956928E-08,1.21436008E+08,7.83483016E+06,1.21455283E-42,7.83607451E-44,3.71925601E+03,2.39951977E+02,3.72000000E-07,2.40000000E-08,-3.38454375E+05,-2.18357640E+04,-3.38454376E-45,-2.18357640E-46,8.15841435E+05,5.35937500E+07
1.55000000E+01,5.00000000E-02,5.00000000E-02,1.46976608E+07,6.86383165E-09,2.48945492E-11,-1.21101266E+08,-7.81323453E+06,-3.33115200E-07,-2.18956928E-08,1.21436008E+08,7.83483016E+06,1.21455283E-42,7.83607451E-44,3.71925601E+03,2.39951977E+02,3.72000000E-07,2.40000000E-08,-3.38454375E+05,-2.18357640E+04,-3.38454376E-45,-2.18357640E-46,8.15841435E+05,5.35937500E+07
1.52500000E+01,5.00000000E-02,5.00000000E-02,1.46976609E+07,6.86384920E-09,2.48849491E-11,-1.19147958E+08,-7.81322639E+06,-3.27641277E-07,-2.18956894E-08,1.19477301E+08,7.83482202E+06,1.19496265E-42,7.83606634E-44,3.65926801E+03,2.39951978E+02,3.66000000E-07,2.40000000E-08,-3.32995434E+05,-2.18357641E+04,-3.32995435E-45,-2.18357641E-46,8.15841438E+05,5.35937500E+07
1.42500000E+01,5.00000000E-02,5.00000000E-02,1.46976611E+07,6.86391915E-09,2.48364793E-11,-1.11334746E+08,-7.81319385E+06,-3.05745594E-07,-2.18956750E-08,1.11642494E+08,7.83478948E+06,1.11660214E-42,7.83603370E-44,3.41931604E+03,2.39951981E+02,3.42000000E-07,2.40000000E-08,-3.11159670E+05,-2.18357643E+04,-3.11159671E-45,-2.18357643E-46,8.15841448E+05,5.35937500E+07
1.57500000E+01,5.00000000E-02,5.00000000E-02,1.46976608E+07,6.86381409E-09,2.49033124E-11,-1.23054576E+08,-7.81324268E+06,-3.38589124E-07,-2.18956962E-08,1.23394717E+08,7.83483831E+06,1.23414303E-42,7.83608268E-44,3.77924400E+03,2.39951976E+02,3.78000000E-07,2.40000000E-08,-3.43913316E+05,-2.18357639E+04,-3.43913317E-45,-2.18357639E-46,8.15841433E+05,5.35937500E+07
1.55000000E+01,5.00000000E-02,5.00000000E-02,1.46976608E+07,6.86383165E-09,2.48945492E-11,-1.21101266E+08,-7.81323453E+06,-3.33115200E-07,-2.18956928E-08,1.21436008E+08,7.83483016E+06,1.21455283E-42,7.83607451E-44,3.71925601E+03,2.39951977E+02,3.72000000E-07,2.40000000E-08,-3.38454375E+05,-2.18357640E+04,-3.38454376E-45,-2.18357640E-46,8.15841435E+05,5.35937500E+07
1.60000000E+01,5.00000000E-02,5.00000000E-02,1.46976607E+07,6.86379650E-09,2.49113112E-11,-1.25007888E+08,-7.81325083E+06,-3.44063048E-07,-2.18956995E-08,1.25353428E+08,7.83484646E+06,1.25373325E-42,7.83609086E-44,3.83923200E+03,2.39951975E+02,3.84000000E-07,2.40000000E-08,-3.49372257E+05,-2.18357639E+04,-3.49372258E-45,-2.18357639E-46,8.15841430E+05,5.35937500E+07
1.45000000E+01,5.00000000E-02,5.00000000E-02,1.46976610E+07,6.86390170E-09,2.48502976E-11,-1.13288046E+08,-7.81320198E+06,-3.11219513E-07,-2.18956787E-08,1.13601192E+08,7.83479761E+06,1.13619223E-42,7.83604185E-44,3.47930403E+03,2.39951980E+02,3.48000000E-07,2.40000000E-08,-3.16618611E+05,-2.18357643E+04,-3.16618612E-45,-2.18357643E-46,8.15841445E+05,5.35937500E+07
1.60000000E+01,5.00000000E-02,5.00000000E-02,1.46976607E+07,6.86379650E-09,2.49113112E-11,-1.25007888E+08,-7.81325083E+06,-3.44063048E-07,-2.18956995E-08,1.25353428E+08,7.83484646E+06,1.25373325E-42,7.83609086E-44,3.83923200E+03,2.39951975E+02,3.84000000E-07,2.40000000E-08,-3.49372257E+05,-2.18357639E+04,-3.49372258E-45,-2.18357639E-46,8.15841430E+05,5.35937500E+07
1.57500000E+01,5.00000000E-02,5.00000000E-02,1.46976608E+07,6.86381409E-09,2.49033124E-11,-1.23054576E+08,-7.81324268E+06,-3.38589124E-07,-2.18956962E-08,1.23394717E+08,7.83483831E+06,1.23414303E-42,7.83608268E-44,3.77924400E+03,2.39951976E+02,3.78000000E-07,2.40000000E-08,-3.43913316E+05,-2.18357639E+04,-3.43913317E-45,-2.18357639E-46,8.15841433E+05,5.35937500E+07
1.62500000E+01,5.00000000E-02,5.00000000E-02,1.46976607E+07,6.86377889E-09,2.49186117E-11,-1.26961202E+08,-7.81325899E+06,-3.49536974E-07,-2.18957028E-08,1.27312141E+08,7.83485462E+06,1.27332349E-42,7.83609904E-44,3.89921999E+03,2.39951975E+02,3.90000000E-07,2.40000000E-08,-3.54831198E+05,-2.18357638E+04,-3.54831199E-45,-2.18357638E-46,8.15841428E+05,5.35937500E+07
1.47500000E+01,5.00000000E-02,5.00000000E-02,1.46976610E+07,6.86388423E-09,2.48629142E-11,-1.15241348E+08,-7.81321011E+06,-3.16693434E-07,-2.18956823E-08,1.15559893E+08,7.83480574E+06,1.15578235E-42,7.83605001E-44,3.53929203E+03,2.39951979E+02,3.54000000E-07,2.40000000E-08,-3.22077552E+05,-2.18357642E+04,-3.22077553E-45,-2.18357642E-46,8.15841443E+05,5.35937500E+07
1.62500000E+01,5.00000000E-02,5.00000000E-02,1.46976607E+07,6.86377889E-09,2.49186117E-11,-1.26961202E+08,-7.81325899E+06,-3.49536974E-07,-2.18957028E-08,1.27312141E+08,7.83485462E+06,1.27332349E-42,7.83609904E-44,3.89921999E+03,2.39951975E+02,3.90000000E-07,2.40000000E-08,-3.54831198E+05,-2.18357638E+04,-3.54831199E-45,-2.18357638E-46,8.15841428E+05,5.35937500E+07
1.60000000E+01,5.00000000E-02,5.00000000E-02,1.46976607E+07,6.86379650E-09,2.49113112E-11,-1.25007888E+08,-7.81325083E+06,-3.44063048E-07,-2.18956995E-08,1.25353428E+08,7.83484646E+06,1.25373325E-42,7.83609086E-44,3.83923200E+03,2.39951975E+02,3.84000000E-07,2.40000000E-08,-3.49372257E+05,-2.18357639E+04,-3.49372258E-45,-2.18357639E-46,8.15841430E+05,5.35937500E+07
1.65000000E+01,5.00000000E-02,5.00000000E-02,1.46976607E+07,6.86376127E-09,2.49252744E-11,-1.28914518E+08,-7.81326715E+06,-3.55010900E-07,-2.18957061E-08,1.29270856E+08,7.83486277E+06,1.29291375E-42,7.83610722E-44,3.95920798E+03,2.39951974E+02,3.96000000E-07,2.40000000E-08,-3.60290139E+05,-2.18357637E+04,-3.60290140E-45,-2.18357637E-46,8.15841425E+05,5.35937500E+07
1.50000000E+01,5.00000000E-02,5.00000000E-02,1.46976609E+07,6.86386673E-09,2.48744331E-11,-1.17194652E+08,-7.81321825E+06,-3.22167355E-07,-2.18956859E-08,1.17518596E+08,7.83481388E+06,1.17537249E-42,7.83605817E-44,3.59928002E+03,2.39951979E+02,3.60000000E-07,2.40000000E-08,-3.27536493E+05,-2.18357641E+04,-3.27536494E-45,-2.18357641E-46,8.15841440E+05,5.35937500E+07
1.65000000E+01,5.00000000E-02,5.00000000E-02,1.46976607E+07,6.86376127E-09,2.49252744E-11,-1.28914518E+08,-7.81326715E+06,-3.55010900E-07,-2.18957061E-08,1.29270856E+08,7.83486277E+06,1.29291375E-42,7.83610722E-44,3.95920798E+03,2.39951974E+02,3.96000000E-07,2.40000000E-08,-3.60290139E+05,-2.18357637E+04,-3.60290140E-45,-2.18357637E-46,8.15841425E+05,5.35937500E+07
1.67500000E+01,5.00000000E-02,5.00000000E-02,1.46976606E+07,6.86374364E-09,2.49313542E-11,-1.30867836E+08,-7.81327531E+06,-3.60484827E-07,-2.18957093E-08,1.31229573E+08,7.83487094E+06,1.31250404E-42,7.83611541E-44,4.01919598E+03,2.39951973E+02,4.02000000E-07,2.40000000E-08,-3.65749080E+05,-2.18357637E+04,-3.65749081E-45,-2.18357637E-46,8.15841422E+05,5.35937500E+07
1.62500000E+01,5.00000000E-02,5.00000000E-02,1.46976607E+07,6.86377889E-09,2.49186117E-11,-1.26961202E+08,-7.81325899E+06,-3.49536974E-07,-2.18957028E-08,1.27312141E+08,7.83485462E+06,1.27332349E-42,7.83609904E-44,3.89921999E+03,2.39951975E+02,3.90000000E-07,2.40000000E-08,-3.54831198E+05,-2.18357638E+04,-3.54831199E-45,-2.18357638E-46,8.15841428E+05,5.35937500E+07
1.52500000E+01,5.00000000E-02,5.00000000E-02,1.46976609E+07,6.86384920E-09,2.48849491E-11,-1.19147958E+08,-7.81322639E+06,-3.27641277E-07,-2.18956894E-08,1.19477301E+08,7.83482202E+06,1.19496265E-42,7.83606634E-44,3.65926801E+03,2.39951978E+02,3.66000000E-07,2.40000000E-08,-3.32995434E+05,-2.18357641E+04,-3.32995435E-45,-2.18357641E-46,8.15841438E+05,5.35937500E+07
1.67500000E+01,5.00000000E-02,5.00000000E-02,1.46976606E+07,6.86374364E-09,2.49313542E-11,-1.30867836E+08,-7.81327531E+06,-3.60484827E-07,-2.18957093E-08,1.31229573E+08,7.83487094E+06,1.31250404E-42,7.83611541E-44,4.01919598E+03,2.39951973E+02,4.02000000E-07,2.40000000E-08,-3.65749080E+05,-2.18357637E+04,-3.65749081E-45,-2.18357637E-46,8.15841422E+05,5.35937500E+07
1.70000000E+01,5.00000000E-02,5.00000000E-02,1.46976606E+07,6.86372598E-09,2.49369018E-11,-1.32821157E+08,-7.81328347E+06,-3.65958755E-07,-2.18957125E-08,1.33188292E+08,7.83487910E+06,1.33209434E-42,7.83612360E-44,4.07918397E+03,2.39951972E+02,4.08000000E-07,2.40000000E-08,-3.71208021E+05,-2.18357636E+04,-3.71208022E-45,-2.18357636E-46,8.15841420E+05,5.35937500E+07
1.65000000E+01,5.00000000E-02,5.00000000E-02,1.46976607E+07,6.86376127E-09,2.49252744E-11,-1.28914518E+08,-7.81326715E+06,-3.55010900E-07,-2.18957061E-08,1.29270856E+08,7.83486277E+06,1.29291375E-42,7.83610722E-44,3.95920798E+03,2.39951974E+02,3.96000000E-07,2.40000000E-08,-3.60290139E+05,-2.18357637E+04,-3.60290140E-45,-2.18357637E-46,8.15841425E+05,5.35937500E+07
1.72500000E+01,5.00000000E-02,5.00000000E-02,1.46976605E+07,6.86370832E-09,2.49419631E-11,-1.34774479E+08,-7.81329164E+06,-3.71432684E-07,-2.18957156E-08,1.35147013E+08,7.83488727E+06,1.35168466E-42,7.83613179E-44,4.13917196E+03,2.39951972E+02,4.14000000E-07,2.40000000E-08,-3.76666962E+05,-2.18357635E+04,-3.76666963E-45,-2.18357635E-46,8.15841417E+05,5.35937500E+07
1.55000000E+01,5.00000000E-02,5.00000000E-02,1.46976608E+07,6.86383165E-09,2.48945492E-11,-1.21101266E+08,-7.81323453E+06,-3.33115200E-07,-2.18956928E-08,1.21436008E+08,7.83483016E+06,1.21455283E-42,7.83607451E-44,3.71925601E+03,2.39951977E+02,3.72000000E-07,2.40000000E-08,-3.38454375E+05,-2.18357640E+04,-3.38454376E-45,-2.18357640E-46,8.15841435E+05,5.35937500E+07
1.70000000E+01,5.00000000E-02,5.00000000E-02,1.46976606E+07,6.86372598E-09,2.49369018E-11,-1.32821157E+08,-7.81328347E+06,-3.65958755E-07,-2.18957125E-08,1.33188292E+08,7.83487910E+06,1.33209434E-42,7.83612360E-44,4.07918397E+03,2.39951972E+02,4.08000000E-07,2.40000000E-08,-3.71208021E+05,-2.18357636E+04,-3.71208022E-45,-2.18357636E-46,8.15841420E+05,5.35937500E+07
1.67500000E+01,5.00000000E-02,5.00000000E-02,1.46976606E+07,6.86374364E-09,2.49313542E-11,-1.30867836E+08,-7.81327531E+06,-3.60484827E-07,-2.18957093E-08,1.31229573E+08,7.83487094E+06,1.31250404E-42,7.83611541E-44,4.01919598E+03,2.39951973E+02,4.02000000E-07,2.40000000E-08,-3.65749080E+05,-2.18357637E+04,-3.65749081E-45,-2.18357637E-46,8.15841422E+05,5.35937500E+07
1.75000000E+01,5.00000000E-02,5.00000000E-02,1.46976605E+07,6.86369064E-09,2.49465802E-11,-1.36727803E+08,-7.81329981E+06,-3.76906613E-07,-2.18957187E-08,1.37105736E+08,7.83489544E+06,1.37127500E-42,7.83613999E-44,4.19915996E+03,2.39951971E+02,4.20000000E-07,2.40000000E-08,-3.82125902E+05,-2.18357634E+04,-3.82125904E-45,-2.18357634E-46,8.15841415E+05,5.35937500E+07
1.57500000E+01,5.00000000E-02,5.00000000E-02,1.46976608E+07,6.86381409E-09,2.49033124E-11,-1.23054576E+08,-7.81324268E+06,-3.38589124E-07,-2.18956962E-08,1.23394717E+08,7.83483831E+06,1.23414303E-42,7.83608268E-44,3.77924400E+03,2.39951976E+02,3.78000000E-07,2.40000000E-08,-3.43913316E+05,-2.18357639E+04,-3.43913317E-45,-2.18357639E-46,8.15841433E+05,5.35937500E+07
1.72500000E+01,5.00000000E-02,5.00000000E-02,1.46976605E+07,6.86370832E-09,2.49419631E-11,-1.34774479E+08,-7.81329164E+06,-3.71432684E-07,-2.18957156E-08,1.35147013E+08,7.83488727E+06,1.35168466E-42,7.83613179E-44,4.13917196E+03,2.39951972E+02,4.14000000E-07,2.40000000E-08,-3.76666962E+05,-2.18357635E+04,-3.76666963E-45,-2.18357635E-46,8.15841417E+05,5.35937500E+07
1.77500000E+01,5.00000000E-02,5.00000000E-02,1.46976604E+07,6.86367295E-09,2.49507915E-11,-1.38681129E+08,-7.81330799E+06,-3.82380543E-07,-2.18957218E-08,1.39064461E+08,7.83490361E+06,1.39086537E-42,7.83614819E-44,4.25914795E+03,2.39951970E+02,4.26000000E-07,2.40000000E-08,-3.87584843E+05,-2.18357634E+04,-3.87584844E-45,-2.18357634E-46,8.15841412E+05,5.35937500E+07
1.70000000E+01,5.00000000E-02,5.00000000E-02,1.46976606E+07,6.86372598E-09,2.49369018E-11,-1.32821157E+08,-7.81328347E+06,-3.65958755E-07,-2.18957125E-08,1.33188292E+08,7.83487910E+06,1.33209434E-42,7.83612360E-44,4.07918397E+03,2.39951972E+02,4.08000000E-07,2.40000000E-08,-3.71208021E+05,-2.18357636E+04,-3.71208022E-45,-2.18357636E-46,8.15841420E+05,5.35937500E+07
1.60000000E+01,5.00000000E-02,5.00000000E-02,1.46976607E+07,6.86379650E-09,2.49113112E-11,-1.25007888E+08,-7.81325083E+06,-3.44063048E-07,-2.18956995E-08,1.25353428E+08,7.83484646E+06,1.25373325E-42,7.83609086E-44,3.83923200E+03,2.39951975E+02,3.84000000E-07,2.40000000E-08,-3.49372257E+05,-2.18357639E+04,-3.49372258E-45,-2.18357639E-46,8.15841430E+05,5.35937500E+07
1.80000000E+01,5.00000000E-02,5.00000000E-02,1.46976604E+07,6.86365525E-09,2.49546321E-11,-1.40634458E+08,-7.81331616E+06,-3.87854474E-07,-2.18957249E-08,1.41023189E+08,7.83491179E+06,1.41045575E-42,7.83615639E-44,4.31913594E+03,2.39951969E+02,4.32000000E-07,2.40000000E-08,-3.93043784E+05,-2.18357633E+04,-3.93043785E-45,-2.18357633E-46,8.15841410E+05,5.35937500E+07
1.75000000E+01,5.00000000E-02,5.00000000E-02,1.46976605E+07,6.86369064E-09,2.49465802E-11,-1.36727803E+08,-7.81329981E+06,-3.76906613E-07,-2.18957187E-08,1.37105736E+08,7.83489544E+06,1.37127500E-42,7.83613999E-44,4.19915996E+03,2.39951971E+02,4.20000000E-07,2.40000000E-08,-3.82125902E+05,-2.18357634E+04,-3.82125904E-45,-2.18357634E-46,8.15841415E+05,5.35937500E+07
1.72500000E+01,5.00000000E-02,5.00000000E-02,1.46976605E+07,6.86370832E-09,2.49419631E-11,-1.34774479E+08,-7.81329164E+06,-3.71432684E-07,-2.18957156E-08,1.35147013E+08,7.83488727E+06,1.35168466E-42,7.83613179E-44,4.13917196E+03,2.39951972E+02,4.14000000E-07,2.40000000E-08,-3.76666962E+05,-2.18357635E+04,-3.76666963E-45,-2.18357635E-46,8.15841417E+05,5.35937500E+07
1.82500000E+01,5.00000000E-02,5.00000000E-02,1.46976603E+07,6.86363753E-09,2.49581341E-11,-1.42587788E+08,-7.81332435E+06,-3.93328406E-07,-2.18957280E-08,1.42981918E+08,7.83491997E+06,1.43004616E-42,7.83616460E-44,4.37912393E+03,2.39951969E+02,4.38000000E-07,2.40000000E-08,-3.98502725E+05,-2.18357632E+04,-3.98502726E-45,-2.18357632E-46,8.15841407E+05,5.35937500E+07
1.62500000E+01,5.00000000E-02,5.00000000E-02,1.46976607E+07,6.86377889E-09,2.49186117E-11,-1.26961202E+08,-7.81325899E+06,-3.49536974E-07,-2.18957028E-08,1.27312141E+08,7.83485462E+06,1.27332349E-42,7.83609904E-44,3.89921999E+03,2.39951975E+02,3.90000000E-07,2.40000000E-08,-3.54831198E+05,-2.18357638E+04,-3.54831199E-45,-2.18357638E-46,8.15841428E+05,5.35937500E+07
1.77500000E+01,5.00000000E-02,5.00000000E-02,1.46976604E+07,6.86367295E-09,2.49507915E-11,-1.38681129E+08,-7.81330799E+06,-3.82380543E-07,-2.18957218E-08,1.39064461E+08,7.83490361E+06,1.39086537E-42,7.83614819E-44,4.25914795E+03,2.39951970E+02,4.26000000E-07,2.40000000E-08,-3.87584843E+05,-2.18357634E+04,-3.87584844E-45,-2.18357634E-46,8.15841412E+05,5.35937500E+07
1.85000000E+01,5.00000000E-02,5.00000000E-02,1.46976603E+07,6.86361981E-09,2.49613268E-11,-1.44541121E+08,-7.81333253E+06,-3.98802339E-07,-2.18957310E-08,1.44940649E+08,7.83492816E+06,1.44963658E-42,7.83617281E-44,4.43911193E+03,2.39951968E+02,4.44000000E-07,2.40000000E-08,-4.03961666E+05,-2.18357632E+04,-4.03961667E-45,-2.18357632E-46,8.15841405E+05,5.35937500E+07
1.75000000E+01,5.00000000E-02,5.00000000E-02,1.46976605E+07,6.86369064E-09,2.49465802E-11,-1.36727803E+08,-7.81329981E+06,-3.76906613E-07,-2.18957187E-08,1.37105736E+08,7.83489544E+06,1.37127500E-42,7.83613999E-44,4.19915996E+03,2.39951971E+02,4.20000000E-07,2.40000000E-08,-3.82125902E+05,-2.18357634E+04,-3.82125904E-45,-2.18357634E-46,8.15841415E+05,5.35937500E+07
1.65000000E+01,5.00000000E-02,5.00000000E-02,1.46976607E+07,6.86376127E-09,2.49252744E-11,-1.28914518E+08,-7.81326715E+06,-3.55010900E-07,-2.18957061E-08,1.29270856E+08,7.83486277E+06,1.29291375E-42,7.83610722E-44,3.95920798E+03,2.39951974E+02,3.96000000E-07,2.40000000E-08,-3.60290139E+05,-2.18357637E+04,-3.60290140E-45,-2.18357637E-46,8.15841425E+05,5.35937500E+07
1.87500000E+01,5.00000000E-02,5.00000000E-02,1.46976602E+07,6.86360208E-09,2.49642368E-11,-1.46494455E+08,-7.81334072E+06,-4.04276272E-07,-2.18957341E-08,1.46899383E+08,7.83493635E+06,1.46922703E-42,7.83618102E-44,4.49909992E+03,2.39951967E+02,4.50000000E-07,2.40000000E-08,-4.09420606E+05,-2.18357631E+04,-4.09420608E-45,-2.18357631E-46,8.15841402E+05,5.35937500E+07
