Time [d],dt_flow [d],dt_tran [d],Global Water Mass in Liquid Phas [kg],Global Vaq [mol],Global Vim [mol],Top Water Mass [kg],Top Water Mass [kg/d],Top Vaq [mol],Top Vaq [mol/d],Right Water Mass [kg],Right Water Mass [kg/d],Right Vaq [mol],Right Vaq [mol/d],Left Water Mass [kg],Left Water Mass [kg/d],Left Vaq [mol],Left Vaq [mol/d],North Water Mass [kg],North Water Mass [kg/d],North Vaq [mol],North Vaq [mol/d],South Water Mass [kg],South Water Mass [kg/d],South Vaq [mol],South Vaq [mol/d],ExtractWell Water Mass [kg],ExtractWell Water Mass [kg/d],ExtractWell Vaq [mol],ExtractWell Vaq [mol/d],InjectWell Water Mass [kg],InjectWell Water Mass [kg/d],InjectWell Vaq [mol],InjectWell Vaq [mol/d],Region Region__all Water Mass [kg],Region Region__all Total Mass [kg]
1.00000000E+00,4.89000000E-01,9.00000000E-03,1.39978038E+08,4.24579572E-03,7.79960317E-03,-0.00000000E+00,-0.00000000E+00,7.59512782E-40,1.20394750E-39,8.97735738E+06,8.97755855E+06,8.97874420E-04,8.97894543E-04,-8.97663311E+06,-8.97645790E+06,-4.95925777E-04,-2.55910388E-04,-0.00000000E+00,-0.00000000E+00,7.54795442E-40,1.19646994E-39,-0.00000000E+00,-0.00000000E+00,7.54795442E-40,1.19646994E-39,-8.08070819E+02,-1.22620761E+03,-3.63032398E-08,-3.49561560E-08,8.08071588E+01,1.22620878E+02,8.08197600E-09,1.22640000E-08,7.76993596E+06,1.63109144E+09
2.00000000E+00,4.88000000E-01,8.00000000E-03,1.39978035E+08,1.33586830E+02,8.13156448E+01,-0.00000000E+00,-0.00000000E+00,-1.01450736E-35,-1.64867036E-35,1.79554659E+07,8.97812320E+06,1.79582397E-03,8.97951027E-04,-1.79525847E+07,-8.97596629E+06,-6.38363577E-04,-7.15360989E-05,-0.00000000E+00,-0.00000000E+00,2.15137298E-39,1.51888645E-39,-0.00000000E+00,-0.00000000E+00,2.15137298E-39,1.51888645E-39,-3.20769428E+03,-2.39962345E+03,-1.86180943E-04,-1.24969780E-03,3.20769734E+02,2.39962574E+02,2.40000000E+02,2.40000000E+02,7.76993580E+06,1.63109158E+09
3.00000000E+00,1.00000000E+00,2.40000000E-02,1.39978033E+08,1.70889104E+02,2.36175405E+02,-0.00000000E+00,-0.00000000E+00,-2.94702843E-35,-2.10908700E-35,2.69336441E+07,8.97817829E+06,2.69378052E-03,8.97956546E-04,-2.69286059E+07,-8.97602119E+06,-6.78153815E-04,-2.00354830E-05,-0.00000000E+00,-0.00000000E+00,3.72246904E-39,1.60282183E-39,-0.00000000E+00,-0.00000000E+00,3.72246904E-39,1.60282183E-39,-5.60731769E+03,-2.39962340E+03,-1.44995466E-02,-3.59808921E-02,5.60732305E+02,2.39962571E+02,4.80000000E+02,2.40000000E+02,7.76993566E+06,1.63109161E+09
4.00000000E+00,1.00000000E+00,5.60000000E-02,1.39978030E+08,1.81241508E+02,4.11586439E+02,-0.00000000E+00,-0.00000000E+00,-5.13602482E-35,-2.23686524E-35,3.59118737E+07,8.97822957E+06,3.59174220E-03,8.97961685E-04,-3.59046782E+07,-8.97607230E+06,-6.89242560E-04,-5.76428245E-06,-0.00000000E+00,-0.00000000E+00,5.33895566E-39,1.62448289E-39,-0.00000000E+00,-0.00000000E+00,5.33895566E-39,1.62448289E-39,-8.00694105E+03,-2.39962336E+03,-8.09581374E-02,-9.03267344E-02,8.00694872E+02,2.39962567E+02,7.20000000E+02,2.40000000E+02,7.76993553E+06,1.63109162E+09
5.00000000E+00,1.00000000E+00,4.00000000E-02,1.39978028E+08,1.84161521E+02,5.92647634E+02,-0.00000000E+00,-0.00000000E+00,-7.39553346E-35,-2.27290654E-35,4.48901509E+07,8.97827720E+06,4.48970866E-03,8.97966460E-04,-4.48807980E+07,-8.97611976E+06,-6.93710608E-04,-6.11326783E-06,-0.00000000E+00,-0.00000000E+00,6.96703868E-39,1.63016072E-39,-0.00000000E+00,-0.00000000E+00,6.96703868E-39,1.63016072E-39,-1.04065644E+04,-2.39962332E+03,-1.84826180E-01,-1.11429540E-01,1.04065744E+03,2.39962564E+02,9.60000000E+02,2.40000000E+02,7.76993541E+06,1.63109163E+09
6.00000000E+00,1.00000000E+00,7.20000000E-02,1.39978026E+08,1.84990719E+02,7.75298517E+02,-0.00000000E+00,-0.00000000E+00,-9.67487948E-35,-2.28314121E-35,5.38684724E+07,8.97832151E+06,5.38767956E-03,8.97970901E-04,-5.38569619E+07,-8.97616391E+06,-7.19464582E-04,-5.97709331E-05,-0.00000000E+00,-0.00000000E+00,8.59814541E-39,1.63164884E-39,-0.00000000E+00,-0.00000000E+00,8.59814541E-39,1.63164884E-39,-1.28061877E+04,-2.39962329E+03,-2.98924544E-01,-1.15342043E-01,1.28062000E+03,2.39962562E+02,1.20000000E+03,2.40000000E+02,7.76993529E+06,1.63109163E+09
7.00000000E+00,1.00000000E+00,4.00000000E-02,1.39978024E+08,1.85223873E+02,9.58403551E+02,-0.00000000E+00,-0.00000000E+00,-1.19598902E-34,-2.28601901E-35,6.28468354E+07,8.97836294E+06,6.28565462E-03,8.97975055E-04,-6.28331671E+07,-8.97620521E+06,-8.89881264E-04,-2.95627622E-04,-0.00000000E+00,-0.00000000E+00,1.02300452E-38,1.63203108E-39,-0.00000000E+00,-0.00000000E+00,1.02300452E-38,1.63203108E-39,-1.52058109E+04,-2.39962326E+03,-4.14597158E-01,-1.15801037E-01,1.52058256E+03,2.39962559E+02,1.44000000E+03,2.40000000E+02,7.76993518E+06,1.63109163E+09
8.00000000E+00,1.00000000E+00,4.00000000E-02,1.39978022E+08,1.85292623E+02,1.14163386E+03,-0.00000000E+00,-0.00000000E+00,-1.42464609E-34,-2.28686758E-35,7.18252374E+07,8.97840204E+06,7.18363359E-03,8.97978976E-04,-7.18094113E+07,-8.97624421E+06,-1.42162425E-03,-7.47043641E-04,-0.00000000E+00,-0.00000000E+00,1.18621437E-38,1.63213378E-39,-0.00000000E+00,-0.00000000E+00,1.18621437E-38,1.63213378E-39,-1.76054341E+04,-2.39962323E+03,-5.30432353E-01,-1.15847718E-01,1.76054511E+03,2.39962556E+02,1.68000000E+03,2.40000000E+02,7.76993508E+06,1.63109163E+09
9.00000000E+00,1.00000000E+00,1.04000000E-01,1.39978021E+08,1.85312561E+02,1.32490114E+03,-0.00000000E+00,-0.00000000E+00,-1.65334895E-34,-2.28711367E-35,8.08036768E+07,8.97843936E+06,8.08161631E-03,8.97982718E-04,-8.07856927E+07,-8.97628143E+06,-2.45119168E-03,-1.24743483E-03,-0.00000000E+00,-0.00000000E+00,1.34942954E-38,1.63216091E-39,-0.00000000E+00,-0.00000000E+00,1.34942954E-38,1.63216091E-39,-2.00050573E+04,-2.39962320E+03,-6.46283339E-01,-1.15852199E-01,2.00050767E+03,2.39962553E+02,1.92000000E+03,2.40000000E+02,7.76993499E+06,1.63109163E+09
1.00000000E+01,1.00000000E+00,2.32000000E-01,1.39978019E+08,1.85317942E+02,1.50817927E+03,-0.00000000E+00,-0.00000000E+00,-1.88206499E-34,-2.28718009E-35,8.97821521E+07,8.97847537E+06,8.97960264E-03,8.97986330E-04,-8.97620101E+07,-8.97631739E+06,-3.93211513E-03,-1.60852195E-03,-0.00000000E+00,-0.00000000E+00,1.51264611E-38,1.63216769E-39,-0.00000000E+00,-0.00000000E+00,1.51264611E-38,1.63216769E-39,-2.24046805E+04,-2.39962318E+03,-7.62136145E-01,-1.15853041E-01,2.24047022E+03,2.39962551E+02,2.16000000E+03,2.40000000E+02,7.76993489E+06,1.63109163E+09
