Time [d],dt_flow [d],dt_tran [d],Global Water Mass in Liquid Phas [kg],Global Vaq [mol],Global Vim [mol],Top Water Mass [kg],Top Water Mass [kg/d],Top Vaq [mol],Top Vaq [mol/d],Right Water Mass [kg],Right Water Mass [kg/d],Right Vaq [mol],Right Vaq [mol/d],Left Water Mass [kg],Left Water Mass [kg/d],Left Vaq [mol],Left Vaq [mol/d],North Water Mass [kg],North Water Mass [kg/d],North Vaq [mol],North Vaq [mol/d],South Water Mass [kg],South Water Mass [kg/d],South Vaq [mol],South Vaq [mol/d],ExtractWell Water Mass [kg],ExtractWell Water Mass [kg/d],ExtractWell Vaq [mol],ExtractWell Vaq [mol/d],InjectWell Water Mass [kg],InjectWell Water Mass [kg/d],InjectWell Vaq [mol],InjectWell Vaq [mol/d],Region Region__all Water Mass [kg],Region Region__all Total Mass [kg]
1.00000000E+00,4.89000000E-01,9.00000000E-03,1.39978258E+08,3.87554406E-03,8.59849654E-03,-0.00000000E+00,-0.00000000E+00,8.04769318E-40,1.24964713E-39,1.49760890E+07,1.49763644E+07,1.49783546E-03,1.49786302E-03,-1.49753698E+07,-1.49752686E+07,-7.79235300E-04,-3.68178204E-04,-0.00000000E+00,-0.00000000E+00,7.99770885E-40,1.24188573E-39,-0.00000000E+00,-0.00000000E+00,7.99770885E-40,1.24188573E-39,-8.08072088E+02,-1.22620953E+03,-3.32389953E-08,-3.01462177E-08,8.08073373E+01,1.22621148E+02,8.08197600E-09,1.22640000E-08,7.76994815E+06,1.63109144E+09
2.00000000E+00,4.88000000E-01,8.00000000E-03,1.39978250E+08,1.25785675E+02,9.01608036E+01,-0.00000000E+00,-0.00000000E+00,-9.72203637E-36,-1.55238182E-35,2.99531530E+07,1.49771265E+07,2.99576849E-03,1.49793929E-03,-2.99502814E+07,-1.49749738E+07,-9.72202076E-04,-8.84416277E-05,-0.00000000E+00,-0.00000000E+00,2.21664820E-39,1.51727626E-39,-0.00000000E+00,-0.00000000E+00,2.21664820E-39,1.51727626E-39,-3.20769924E+03,-2.39962712E+03,-3.85410383E-03,-2.15760037E-02,3.20770437E+02,2.39963097E+02,2.40000000E+02,2.40000000E+02,7.76994775E+06,1.63109157E+09
3.00000000E+00,1.00000000E+00,2.40000000E-02,1.39978244E+08,1.55908646E+02,2.55747378E+02,-0.00000000E+00,-0.00000000E+00,-2.75816586E-35,-1.92418534E-35,4.49305020E+07,1.49773490E+07,4.49373008E-03,1.49796159E-03,-4.49254770E+07,-1.49751956E+07,-1.01878395E-03,-2.34250408E-05,-0.00000000E+00,-0.00000000E+00,3.77100306E-39,1.57538033E-39,-0.00000000E+00,-0.00000000E+00,3.77100306E-39,1.57538033E-39,-5.60732626E+03,-2.39962702E+03,-9.78491051E-02,-1.61468530E-01,5.60733526E+02,2.39963089E+02,4.80000000E+02,2.40000000E+02,7.76994740E+06,1.63109160E+09
4.00000000E+00,1.00000000E+00,5.60000000E-02,1.39978239E+08,1.63093019E+02,4.39363518E+02,-0.00000000E+00,-0.00000000E+00,-4.73860223E-35,-2.01286104E-35,5.99080506E+07,1.49775486E+07,5.99171168E-03,1.49798160E-03,-5.99008714E+07,-1.49753945E+07,-1.17143028E-03,-5.74692592E-04,-0.00000000E+00,-0.00000000E+00,5.35415596E-39,1.58741901E-39,-0.00000000E+00,-0.00000000E+00,5.35415596E-39,1.58741901E-39,-8.00695319E+03,-2.39962693E+03,-2.88507360E-01,-2.03306833E-01,8.00696606E+02,2.39963081E+02,7.20000000E+02,2.40000000E+02,7.76994709E+06,1.63109161E+09
5.00000000E+00,1.00000000E+00,4.00000000E-02,1.39978234E+08,1.64835528E+02,6.27260830E+02,-0.00000000E+00,-0.00000000E+00,-6.76521223E-35,-2.03436858E-35,7.48857818E+07,1.49777312E+07,7.48971159E-03,1.49799991E-03,-7.48764480E+07,-1.49755766E+07,-4.76250752E-03,-8.41148833E-03,-0.00000000E+00,-0.00000000E+00,6.94319174E-39,1.58989722E-39,-0.00000000E+00,-0.00000000E+00,6.94319174E-39,1.58989722E-39,-1.04065800E+04,-2.39962685E+03,-4.93852275E-01,-2.05995790E-01,1.04065968E+03,2.39963073E+02,9.60000000E+02,2.40000000E+02,7.76994681E+06,1.63109161E+09
6.00000000E+00,1.00000000E+00,7.20000000E-02,1.39978229E+08,1.65256963E+02,8.16188642E+02,-0.00000000E+00,-0.00000000E+00,-8.80292992E-35,-2.03957029E-35,8.98636842E+07,1.49779024E+07,8.98772866E-03,1.49801708E-03,-8.98521956E+07,-1.49757475E+07,-2.33505996E-02,-2.88684088E-02,-0.00000000E+00,-0.00000000E+00,8.53341789E-39,1.59039837E-39,-0.00000000E+00,-0.00000000E+00,8.53341789E-39,1.59039837E-39,-1.28062068E+04,-2.39962677E+03,-6.99915223E-01,-2.06081594E-01,1.28062275E+03,2.39963066E+02,1.20000000E+03,2.40000000E+02,7.76994654E+06,1.63109161E+09
7.00000000E+00,1.00000000E+00,4.00000000E-02,1.39978224E+08,1.65349030E+02,1.00535999E+03,-0.00000000E+00,-0.00000000E+00,-1.08432662E-34,-2.04070666E-35,1.04841751E+08,1.49780667E+07,1.04857622E-02,1.49803356E-03,-1.04828107E+08,-1.49759117E+07,-6.29509791E-02,-4.67927182E-02,-0.00000000E+00,-0.00000000E+00,1.01238807E-38,1.59049330E-39,-0.00000000E+00,-0.00000000E+00,1.01238807E-38,1.59049330E-39,-1.52058335E+04,-2.39962669E+03,-9.05999203E-01,-2.06084678E-01,1.52058580E+03,2.39963058E+02,1.44000000E+03,2.40000000E+02,7.76994629E+06,1.63109161E+09
8.00000000E+00,1.00000000E+00,4.00000000E-02,1.39978220E+08,1.65366861E+02,1.19458053E+03,-0.00000000E+00,-0.00000000E+00,-1.28841249E-34,-2.04092674E-35,1.19819978E+08,1.49782272E+07,1.19838119E-02,1.49804966E-03,-1.19804179E+08,-1.49760720E+07,-1.14671164E-01,-5.44352079E-02,-0.00000000E+00,-0.00000000E+00,1.17143860E-38,1.59051087E-39,-0.00000000E+00,-0.00000000E+00,1.17143860E-38,1.59051087E-39,-1.76054601E+04,-2.39962662E+03,-1.11208494E+00,-2.06086145E-01,1.76054885E+03,2.39963051E+02,1.68000000E+03,2.40000000E+02,7.76994604E+06,1.63109161E+09
9.00000000E+00,1.00000000E+00,7.87309030E-02,1.39978215E+08,1.65369280E+02,1.38381017E+03,-0.00000000E+00,-0.00000000E+00,-1.49250737E-34,-2.04095660E-35,1.34798364E+08,1.49783857E+07,1.34818774E-02,1.49806555E-03,-1.34780410E+08,-1.49762304E+07,-1.70464430E-01,-5.64074043E-02,-0.00000000E+00,-0.00000000E+00,1.33048986E-38,1.59051323E-39,-0.00000000E+00,-0.00000000E+00,1.33048986E-38,1.59051323E-39,-2.00050867E+04,-2.39962654E+03,-1.31817212E+00,-2.06087525E-01,2.00051190E+03,2.39963043E+02,1.92000000E+03,2.40000000E+02,7.76994580E+06,1.63109161E+09
1.00000000E+01,1.00000000E+00,4.80854661E-02,1.39978211E+08,1.65369174E+02,1.57304127E+03,-0.00000000E+00,-0.00000000E+00,-1.69660302E-34,-2.04095529E-35,1.49776907E+08,1.49785431E+07,1.49799588E-02,1.49808134E-03,-1.49756797E+08,-1.49763878E+07,-2.27138473E-01,-5.67801858E-02,-0.00000000E+00,-0.00000000E+00,1.48954115E-38,1.59051289E-39,-0.00000000E+00,-0.00000000E+00,1.48954115E-38,1.59051289E-39,-2.24047131E+04,-2.39962647E+03,-1.52426069E+00,-2.06088920E-01,2.24047493E+03,2.39963036E+02,2.16000000E+03,2.40000000E+02,7.76994555E+06,1.63109161E+09
1.10000000E+01,1.00000000E+00,4.80955008E-02,1.39978207E+08,1.65368711E+02,1.76227269E+03,-0.00000000E+00,-0.00000000E+00,-1.90069822E-34,-2.04094958E-35,1.64755607E+08,1.49786999E+07,1.64780559E-02,1.49809708E-03,-1.64733342E+08,-1.49765446E+07,-2.83961351E-01,-5.68388746E-02,-0.00000000E+00,-0.00000000E+00,1.64859239E-38,1.59051209E-39,-0.00000000E+00,-0.00000000E+00,1.64859239E-38,1.59051209E-39,-2.48043395E+04,-2.39962639E+03,-1.73035067E+00,-2.06090344E-01,2.48043796E+03,2.39963028E+02,2.40000000E+03,2.40000000E+02,7.76994531E+06,1.63109161E+09
1.20000000E+01,1.00000000E+00,4.81055191E-02,1.39978202E+08,1.65368205E+02,1.95150427E+03,-0.00000000E+00,-0.00000000E+00,-2.10479280E-34,-2.04094333E-35,1.79734463E+08,1.49788565E+07,1.79761686E-02,1.49811278E-03,-1.79710043E+08,-1.49767012E+07,-3.40807428E-01,-5.68488435E-02,-0.00000000E+00,-0.00000000E+00,1.80764353E-38,1.59051122E-39,-0.00000000E+00,-0.00000000E+00,1.80764353E-38,1.59051122E-39,-2.72039658E+04,-2.39962632E+03,-1.93644208E+00,-2.06091767E-01,2.72040098E+03,2.39963021E+02,2.64000000E+03,2.40000000E+02,7.76994507E+06,1.63109161E+09
1.30000000E+01,1.00000000E+00,4.81155292E-02,1.39978198E+08,1.65367696E+02,2.14073601E+03,-0.00000000E+00,-0.00000000E+00,-2.30888676E-34,-2.04093705E-35,1.94713476E+08,1.49790129E+07,1.94742971E-02,1.49812847E-03,-1.94686901E+08,-1.49768576E+07,-3.97658911E-01,-5.68526460E-02,-0.00000000E+00,-0.00000000E+00,1.96669459E-38,1.59051035E-39,-0.00000000E+00,-0.00000000E+00,1.96669459E-38,1.59051035E-39,-2.96035921E+04,-2.39962624E+03,-2.14253491E+00,-2.06093192E-01,2.96036400E+03,2.39963013E+02,2.88000000E+03,2.40000000E+02,7.76994483E+06,1.63109161E+09
1.40000000E+01,1.00000000E+00,4.81255343E-02,1.39978193E+08,1.65367186E+02,2.32996790E+03,-0.00000000E+00,-0.00000000E+00,-2.51298008E-34,-2.04093075E-35,2.09692645E+08,1.49791691E+07,2.09724413E-02,1.49814414E-03,-2.09663915E+08,-1.49770138E+07,-4.54513700E-01,-5.68557913E-02,-0.00000000E+00,-0.00000000E+00,2.12574557E-38,1.59050949E-39,-0.00000000E+00,-0.00000000E+00,2.12574557E-38,1.59050949E-39,-3.20032183E+04,-2.39962617E+03,-2.34862917E+00,-2.06094615E-01,3.20032700E+03,2.39963006E+02,3.12000000E+03,2.40000000E+02,7.76994459E+06,1.63109161E+09
1.50000000E+01,1.00000000E+00,4.81355358E-02,1.39978189E+08,1.65366676E+02,2.51919994E+03,-0.00000000E+00,-0.00000000E+00,-2.71707278E-34,-2.04092446E-35,2.24671971E+08,1.49793253E+07,2.24706011E-02,1.49815981E-03,-2.24641085E+08,-1.49771699E+07,-5.11371593E-01,-5.68588825E-02,-0.00000000E+00,-0.00000000E+00,2.28479645E-38,1.59050862E-39,-0.00000000E+00,-0.00000000E+00,2.28479645E-38,1.59050862E-39,-3.44028443E+04,-2.39962609E+03,-2.55472484E+00,-2.06096037E-01,3.44029000E+03,2.39962998E+02,3.36000000E+03,2.40000000E+02,7.76994434E+06,1.63109161E+09
1.60000000E+01,1.00000000E+00,4.81455343E-02,1.39978185E+08,1.65366166E+02,2.70843213E+03,-0.00000000E+00,-0.00000000E+00,-2.92116485E-34,-2.04091816E-35,2.39651452E+08,1.49794813E+07,2.39687765E-02,1.49817545E-03,-2.39618410E+08,-1.49773259E+07,-5.68232576E-01,-5.68619729E-02,-0.00000000E+00,-0.00000000E+00,2.44384726E-38,1.59050777E-39,-0.00000000E+00,-0.00000000E+00,2.44384726E-38,1.59050777E-39,-3.68024704E+04,-2.39962602E+03,-2.76082194E+00,-2.06097457E-01,3.68025299E+03,2.39962991E+02,3.60000000E+03,2.40000000E+02,7.76994410E+06,1.63109161E+09
1.70000000E+01,1.00000000E+00,4.81555300E-02,1.39978180E+08,1.65365656E+02,2.89766448E+03,-0.00000000E+00,-0.00000000E+00,-3.12525629E-34,-2.04091187E-35,2.54631089E+08,1.49796371E+07,2.54669676E-02,1.49819109E-03,-2.54595892E+08,-1.49774818E+07,-6.25096649E-01,-5.68650646E-02,-0.00000000E+00,-0.00000000E+00,2.60289797E-38,1.59050692E-39,-0.00000000E+00,-0.00000000E+00,2.60289797E-38,1.59050692E-39,-3.92020963E+04,-2.39962594E+03,-2.96692046E+00,-2.06098876E-01,3.92021597E+03,2.39962983E+02,3.84000000E+03,2.40000000E+02,7.76994386E+06,1.63109161E+09
1.80000000E+01,1.00000000E+00,4.81655230E-02,1.39978176E+08,1.65365147E+02,3.08689697E+03,-0.00000000E+00,-0.00000000E+00,-3.32934710E-34,-2.04090558E-35,2.69610882E+08,1.49797929E+07,2.69651743E-02,1.49820672E-03,-2.69573530E+08,-1.49776376E+07,-6.81963815E-01,-5.68681561E-02,-0.00000000E+00,-0.00000000E+00,2.76194860E-38,1.59050607E-39,-0.00000000E+00,-0.00000000E+00,2.76194860E-38,1.59050607E-39,-4.16017222E+04,-2.39962587E+03,-3.17302040E+00,-2.06100296E-01,4.16017895E+03,2.39962976E+02,4.08000000E+03,2.40000000E+02,7.76994362E+06,1.63109161E+09
1.90000000E+01,1.00000000E+00,4.81755132E-02,1.39978172E+08,1.65364637E+02,3.27612962E+03,-0.00000000E+00,-0.00000000E+00,-3.53343728E-34,-2.04089929E-35,2.84590830E+08,1.49799486E+07,2.84633967E-02,1.49822233E-03,-2.84551323E+08,-1.49777932E+07,-7.38834071E-01,-5.68712469E-02,-0.00000000E+00,-0.00000000E+00,2.92099915E-38,1.59050523E-39,-0.00000000E+00,-0.00000000E+00,2.92099915E-38,1.59050523E-39,-4.40013480E+04,-2.39962579E+03,-3.37912175E+00,-2.06101715E-01,4.40014192E+03,2.39962968E+02,4.32000000E+03,2.40000000E+02,7.76994338E+06,1.63109161E+09
2.00000000E+01,1.00000000E+00,4.81855007E-02,1.39978167E+08,1.65364128E+02,3.46536241E+03,-0.00000000E+00,-0.00000000E+00,-3.73752683E-34,-2.04089300E-35,2.99570935E+08,1.49801041E+07,2.99616346E-02,1.49823794E-03,-2.99529272E+08,-1.49779488E+07,-7.95707418E-01,-5.68743370E-02,-0.00000000E+00,-0.00000000E+00,3.08004961E-38,1.59050440E-39,-0.00000000E+00,-0.00000000E+00,3.08004961E-38,1.59050440E-39,-4.64009737E+04,-2.39962572E+03,-3.58522453E+00,-2.06103133E-01,4.64010488E+03,2.39962961E+02,4.56000000E+03,2.40000000E+02,7.76994314E+06,1.63109161E+09
2.10000000E+01,1.00000000E+00,4.81954855E-02,1.39978163E+08,1.65363618E+02,3.65459536E+03,-0.00000000E+00,-0.00000000E+00,-3.94161575E-34,-2.04088672E-35,3.14551194E+08,1.49802596E+07,3.14598881E-02,1.49825353E-03,-3.14507376E+08,-1.49781042E+07,-8.52583854E-01,-5.68774264E-02,-0.00000000E+00,-0.00000000E+00,3.23910000E-38,1.59050357E-39,-0.00000000E+00,-0.00000000E+00,3.23910000E-38,1.59050357E-39,-4.88005993E+04,-2.39962564E+03,-3.79132872E+00,-2.06104552E-01,4.88006783E+03,2.39962953E+02,4.80000000E+03,2.40000000E+02,7.76994290E+06,1.63109161E+09
2.20000000E+01,1.00000000E+00,4.82054676E-02,1.39978159E+08,1.65363109E+02,3.84382846E+03,-0.00000000E+00,-0.00000000E+00,-4.14570405E-34,-2.04088043E-35,3.29531609E+08,1.49804149E+07,3.29581572E-02,1.49826911E-03,-3.29485636E+08,-1.49782596E+07,-9.09463379E-01,-5.68805151E-02,-0.00000000E+00,-0.00000000E+00,3.39815029E-38,1.59050275E-39,-0.00000000E+00,-0.00000000E+00,3.39815029E-38,1.59050275E-39,-5.12002249E+04,-2.39962557E+03,-3.99743433E+00,-2.06105969E-01,5.12003078E+03,2.39962946E+02,5.04000000E+03,2.40000000E+02,7.76994266E+06,1.63109161E+09
2.30000000E+01,1.00000000E+00,4.82154470E-02,1.39978154E+08,1.65362600E+02,4.03306171E+03,-0.00000000E+00,-0.00000000E+00,-4.34979171E-34,-2.04087415E-35,3.44512179E+08,1.49805701E+07,3.44564419E-02,1.49828468E-03,-3.44464050E+08,-1.49784148E+07,-9.66345993E-01,-5.68836032E-02,-0.00000000E+00,-0.00000000E+00,3.55720051E-38,1.59050193E-39,-0.00000000E+00,-0.00000000E+00,3.55720051E-38,1.59050193E-39,-5.35998504E+04,-2.39962549E+03,-4.20354136E+00,-2.06107387E-01,5.35999372E+03,2.39962938E+02,5.28000000E+03,2.40000000E+02,7.76994242E+06,1.63109161E+09
2.40000000E+01,1.00000000E+00,4.82254237E-02,1.39978150E+08,1.65362091E+02,4.22229511E+03,-0.00000000E+00,-0.00000000E+00,-4.55387875E-34,-2.04086787E-35,3.59492904E+08,1.49807252E+07,3.59547422E-02,1.49830024E-03,-3.59442620E+08,-1.49785699E+07,-1.02323169E+00,-5.68866906E-02,-0.00000000E+00,-0.00000000E+00,3.71625065E-38,1.59050111E-39,-0.00000000E+00,-0.00000000E+00,3.71625065E-38,1.59050111E-39,-5.59994758E+04,-2.39962542E+03,-4.40964980E+00,-2.06108804E-01,5.59995665E+03,2.39962931E+02,5.52000000E+03,2.40000000E+02,7.76994218E+06,1.63109161E+09
2.50000000E+01,1.00000000E+00,4.82353976E-02,1.39978146E+08,1.65361583E+02,4.41152866E+03,-0.00000000E+00,-0.00000000E+00,-4.75796516E-34,-2.04086159E-35,3.74473785E+08,1.49808802E+07,3.74530579E-02,1.49831579E-03,-3.74421345E+08,-1.49787249E+07,-1.08012048E+00,-5.68897773E-02,-0.00000000E+00,-0.00000000E+00,3.87530070E-38,1.59050031E-39,-0.00000000E+00,-0.00000000E+00,3.87530070E-38,1.59050031E-39,-5.83991012E+04,-2.39962534E+03,-4.61575967E+00,-2.06110220E-01,5.83991957E+03,2.39962923E+02,5.76000000E+03,2.40000000E+02,7.76994194E+06,1.63109161E+09
2.60000000E+01,1.00000000E+00,4.82453689E-02,1.39978142E+08,1.65361074E+02,4.60076236E+03,-0.00000000E+00,-0.00000000E+00,-4.96205094E-34,-2.04085531E-35,3.89454820E+08,1.49810351E+07,3.89513893E-02,1.49833133E-03,-3.89400225E+08,-1.49788798E+07,-1.13701236E+00,-5.68928634E-02,-0.00000000E+00,-0.00000000E+00,4.03435067E-38,1.59049950E-39,-0.00000000E+00,-0.00000000E+00,4.03435067E-38,1.59049950E-39,-6.07987264E+04,-2.39962527E+03,-4.82187094E+00,-2.06111637E-01,6.07988249E+03,2.39962916E+02,6.00000000E+03,2.40000000E+02,7.76994170E+06,1.63109161E+09
2.70000000E+01,1.00000000E+00,4.82553374E-02,1.39978137E+08,1.65360566E+02,4.78999621E+03,-0.00000000E+00,-0.00000000E+00,-5.16613610E-34,-2.04084904E-35,4.04436010E+08,1.49811899E+07,4.04497361E-02,1.49834685E-03,-4.04379260E+08,-1.49790345E+07,-1.19390732E+00,-5.68959488E-02,-0.00000000E+00,-0.00000000E+00,4.19340057E-38,1.59049870E-39,-0.00000000E+00,-0.00000000E+00,4.19340057E-38,1.59049870E-39,-6.31983516E+04,-2.39962519E+03,-5.02798364E+00,-2.06113053E-01,6.31984539E+03,2.39962908E+02,6.24000000E+03,2.40000000E+02,7.76994146E+06,1.63109161E+09
