Time [d],dt_flow [d],dt_tran [d],Global Water Mass in Liquid Phas [kg],Global Vaq [mol],Global Vim [mol],Top Water Mass [kg],Top Water Mass [kg/d],Top Vaq [mol],Top Vaq [mol/d],Right Water Mass [kg],Right Water Mass [kg/d],Right Vaq [mol],Right Vaq [mol/d],Left Water Mass [kg],Left Water Mass [kg/d],Left Vaq [mol],Left Vaq [mol/d],North Water Mass [kg],North Water Mass [kg/d],North Vaq [mol],North Vaq [mol/d],South Water Mass [kg],South Water Mass [kg/d],South Vaq [mol],South Vaq [mol/d],ExtractWell Water Mass [kg],ExtractWell Water Mass [kg/d],ExtractWell Vaq [mol],ExtractWell Vaq [mol/d],InjectWell Water Mass [kg],InjectWell Water Mass [kg/d],InjectWell Vaq [mol],InjectWell Vaq [mol/d],Region Region__all Water Mass [kg],Region Region__all Total Mass [kg]
1.00000000E+00,4.89000000E-01,1.05000000E-01,1.39977844E+08,1.04504019E-02,2.97108677E-05,-0.00000000E+00,-0.00000000E+00,3.29986721E-09,5.36149805E-09,3.74335277E+06,3.74353420E+06,3.74394210E-04,3.74412382E-04,-3.74262603E+06,-3.74243114E+06,-3.15255948E-04,-2.78021537E-04,-0.00000000E+00,-0.00000000E+00,1.41496300E-10,2.29898994E-10,-0.00000000E+00,-0.00000000E+00,1.41496301E-10,2.29898994E-10,-8.08069699E+02,-1.22620592E+03,-6.49142722E-08,-9.10935412E-08,8.08070020E+01,1.22620640E+02,8.08197600E-09,1.22640000E-08,7.76992521E+06,1.04504019E-02
2.00000000E+00,4.88000000E-01,4.00000000E-02,1.39977844E+08,2.04336576E+02,2.19851824E-05,-0.00000000E+00,-0.00000000E+00,-1.76400978E-04,-3.08624023E-04,7.48739511E+06,3.74404345E+06,7.48857433E-04,3.74463345E-04,-7.48450923E+06,-3.74188429E+06,-5.51920675E-04,-2.05698015E-04,-0.00000000E+00,-0.00000000E+00,4.67972920E-10,3.98210539E-10,-0.00000000E+00,-0.00000000E+00,4.67972921E-10,3.98210540E-10,-3.20768988E+03,-2.39962018E+03,-2.38410121E-06,-1.11601828E-05,3.20769115E+02,2.39962113E+02,2.40000000E+02,2.40000000E+02,7.76992518E+06,2.04336576E+02
3.00000000E+00,1.00000000E+00,4.00000000E-02,1.39977843E+08,3.55333007E+02,1.62759057E-05,-0.00000000E+00,-0.00000000E+00,-6.16542106E-04,-5.36695889E-04,1.12314428E+07,3.74404770E+06,1.12332121E-03,3.74463781E-04,-1.12263977E+07,-3.74188851E+06,-7.26816251E-04,-1.52281259E-04,-0.00000000E+00,-0.00000000E+00,9.36234006E-10,5.19214373E-10,-0.00000000E+00,-0.00000000E+00,9.36234008E-10,5.19214374E-10,-5.60731005E+03,-2.39962017E+03,-3.10225837E-04,-9.42269927E-04,5.60731228E+02,2.39962112E+02,4.80000000E+02,2.40000000E+02,7.76992515E+06,3.55333007E+02
4.00000000E+00,1.00000000E+00,4.00000000E-02,1.39977843E+08,4.67113418E+02,1.20492567E-05,-0.00000000E+00,-0.00000000E+00,-1.25059742E-03,-7.05530884E-04,1.49754946E+07,3.74405177E+06,1.49778540E-03,3.74464193E-04,-1.49682903E+07,-3.74189257E+06,-8.56294084E-04,-1.12736181E-04,-0.00000000E+00,-0.00000000E+00,1.50587512E-09,6.06310744E-10,-0.00000000E+00,-0.00000000E+00,1.50587513E-09,6.06310744E-10,-8.00693021E+03,-2.39962016E+03,-5.11431744E-03,-1.02774501E-02,8.00693339E+02,2.39962111E+02,7.20000000E+02,2.40000000E+02,7.76992513E+06,4.67113418E+02
5.00000000E+00,1.00000000E+00,4.00000000E-02,1.39977843E+08,5.49847011E+02,8.92021550E-06,-0.00000000E+00,-0.00000000E+00,-2.02819032E-03,-8.30490706E-04,1.87195503E+07,3.74405568E+06,1.87224999E-03,3.74464585E-04,-1.87101868E+07,-3.74189646E+06,-9.52148616E-04,-8.34605075E-05,-0.00000000E+00,-0.00000000E+00,2.14845689E-09,6.68950134E-10,-0.00000000E+00,-0.00000000E+00,2.14845689E-09,6.68950134E-10,-1.04065504E+04,-2.39962015E+03,-3.13479102E-02,-4.39031786E-02,1.04065545E+03,2.39962111E+02,9.60000000E+02,2.40000000E+02,7.76992510E+06,5.49847011E+02
6.00000000E+00,1.00000000E+00,4.00000000E-02,1.39977842E+08,6.11050952E+02,6.60374718E-06,-0.00000000E+00,-0.00000000E+00,-2.91199457E-03,-9.22930645E-04,2.24636097E+07,3.74405942E+06,2.24671495E-03,3.74464960E-04,-2.24520870E+07,-3.74190018E+06,-1.02311188E-03,-6.17888142E-05,-0.00000000E+00,-0.00000000E+00,2.84347378E-09,7.13961320E-10,-0.00000000E+00,-0.00000000E+00,2.84347378E-09,7.13961320E-10,-1.28061705E+04,-2.39962014E+03,-1.09347281E-01,-1.10237136E-01,1.28061756E+03,2.39962110E+02,1.20000000E+03,2.40000000E+02,7.76992508E+06,6.11050952E+02
7.00000000E+00,1.00000000E+00,4.00000000E-02,1.39977842E+08,6.56292467E+02,4.88883668E-06,-0.00000000E+00,-0.00000000E+00,-3.87433819E-03,-9.91260286E-04,2.62076727E+07,3.74406299E+06,2.62118026E-03,3.74465318E-04,-2.61939907E+07,-3.74190374E+06,-1.07565977E-03,-4.57766054E-05,-0.00000000E+00,-0.00000000E+00,3.57615141E-09,7.46275700E-10,-0.00000000E+00,-0.00000000E+00,3.57615142E-09,7.46275700E-10,-1.52057906E+04,-2.39962013E+03,-2.67364788E-01,-1.98554832E-01,1.52057967E+03,2.39962110E+02,1.44000000E+03,2.40000000E+02,7.76992506E+06,6.56292467E+02
8.00000000E+00,1.00000000E+00,4.00000000E-02,1.39977841E+08,6.89708293E+02,3.61926698E-06,-0.00000000E+00,-0.00000000E+00,-4.89471154E-03,-1.04172826E-03,2.99517391E+07,3.74406640E+06,2.99564592E-03,3.74465659E-04,-2.99358978E+07,-3.74190712E+06,-1.11474093E-03,-3.43078772E-05,-0.00000000E+00,-0.00000000E+00,4.33585273E-09,7.69452233E-10,-0.00000000E+00,-0.00000000E+00,4.33585274E-09,7.69452233E-10,-1.76054108E+04,-2.39962013E+03,-5.15947590E-01,-2.87826742E-01,1.76054178E+03,2.39962109E+02,1.68000000E+03,2.40000000E+02,7.76992504E+06,6.89708293E+02
9.00000000E+00,1.00000000E+00,1.04000000E-01,1.39977841E+08,7.14234413E+02,2.68479465E-06,-0.00000000E+00,-0.00000000E+00,-5.95863306E-03,-1.07876935E-03,3.36958087E+07,3.74406964E+06,3.37011191E-03,3.74465984E-04,-3.36778082E+07,-3.74191035E+06,-1.14537365E-03,-2.92171356E-05,-0.00000000E+00,-0.00000000E+00,5.11523124E-09,7.85953592E-10,-0.00000000E+00,-0.00000000E+00,5.11523125E-09,7.85953592E-10,-2.00050309E+04,-2.39962012E+03,-8.47482515E-01,-3.60962415E-01,2.00050389E+03,2.39962109E+02,1.92000000E+03,2.40000000E+02,7.76992502E+06,7.14234413E+02
1.00000000E+01,1.00000000E+00,2.32000000E-01,1.39977841E+08,7.32222361E+02,1.99746744E-06,-0.00000000E+00,-0.00000000E+00,-7.05457704E-03,-1.10593548E-03,3.74398814E+07,3.74407271E+06,3.74457820E-03,3.74466292E-04,-3.74197216E+07,-3.74191340E+06,-1.18186386E-03,-4.61359610E-05,-0.00000000E+00,-0.00000000E+00,5.90862819E-09,7.97682711E-10,-0.00000000E+00,-0.00000000E+00,5.90862819E-09,7.97682711E-10,-2.24046510E+04,-2.39962011E+03,-1.24113766E+00,-4.11949726E-01,2.24046600E+03,2.39962109E+02,2.16000000E+03,2.40000000E+02,7.76992500E+06,7.32222361E+02
