<Name>,Layer1Thick,<porosity1>,<permX1>,<anisotropyRatio1>,Layer2Thick,<porosity2>,<permX2>,<anisotropyRatio2>,<DomainDepth>,<zInBetweenLayers>,<AquiferLen>,<dummyY>,<desiredTimeStep>,dX,<nX>,dZ,<nZ>,<setbackDist>,<setbackPlusLeak>,LeakingFlow,DilutedLeakingFlow,<rateLeaking>,ExtractionFlow,<wellZTop>,<wellZBottom>,wellDiameter,<rateExtraction>,<observationAtWell>,<obsTimeStep>,Concentration,<initialConcentration>,<katt>,<kdet>,<decayAq>,<decayIm>
High_Public_1,10,0.3,1E-08,1,30,0.35,1E-10,1,40,30,500,1,1800,3.01233887081223,166,0.301233887081223,133,200,204,1.363,0.001073901917991,3.10735508678054E-09,2725.5,15,0,0.4,0.001673521594896,7.5,12,1000,1.66053886312701E-21,0,0,0,0
