Time [d],dt_flow [d],dt_tran [d],Global Water Mass in Liquid Phas [kg],Global Vaq [mol],Global Vim [mol],Top Water Mass [kg],Top Water Mass [kg/d],Top Vaq [mol],Top Vaq [mol/d],Right Water Mass [kg],Right Water Mass [kg/d],Right Vaq [mol],Right Vaq [mol/d],Left Water Mass [kg],Left Water Mass [kg/d],Left Vaq [mol],Left Vaq [mol/d],North Water Mass [kg],North Water Mass [kg/d],North Vaq [mol],North Vaq [mol/d],South Water Mass [kg],South Water Mass [kg/d],South Vaq [mol],South Vaq [mol/d],ExtractWell Water Mass [kg],ExtractWell Water Mass [kg/d],ExtractWell Vaq [mol],ExtractWell Vaq [mol/d],InjectWell Water Mass [kg],InjectWell Water Mass [kg/d],InjectWell Vaq [mol],InjectWell Vaq [mol/d],Region Region__all Water Mass [kg],Region Region__all Vaq Total Mas [mol],Region Region__all Vim Total Mas [mol]
1.00000000E-01,3.70000000E-02,2.10000000E-02,1.92464879E+06,1.75736976E-04,1.15869389E-05,-0.00000000E+00,-0.00000000E+00,5.05339533E-43,8.27614457E-42,8.61007333E+03,8.61064996E+04,8.78078428E-07,8.86327030E-06,-8.60222812E+03,-8.59704551E+04,-8.14517223E-07,-7.84726687E-06,-0.00000000E+00,-0.00000000E+00,5.85473999E-10,9.58788414E-09,-0.00000000E+00,-0.00000000E+00,5.85473991E-10,9.58788394E-09,-8.71760894E+00,-1.51172409E+02,-8.12133977E-10,-1.37977959E-08,8.71760958E-01,1.51172421E+01,8.71920000E-11,1.51200000E-09,1.92464879E+06,1.75736976E-04,1.15869389E-05
2.00000000E-01,3.60000000E-02,3.60000000E-02,1.92464879E+06,1.60611088E-04,2.12600577E-05,-0.00000000E+00,-0.00000000E+00,1.83650667E-42,1.57440112E-41,1.72220219E+04,8.61283413E+04,1.77191155E-06,8.96753105E-06,-1.71876063E+04,-8.57741864E+04,-1.55231824E-06,-7.14933735E-06,-0.00000000E+00,-0.00000000E+00,2.12732671E-09,1.82344266E-08,-0.00000000E+00,-0.00000000E+00,2.12732661E-09,1.82344250E-08,-3.82418204E+01,-3.93528177E+02,-3.33440929E-09,-3.27902344E-08,3.82418233E+00,3.93528206E+01,3.82488000E-10,3.93600000E-09,1.92464879E+06,1.60611088E-04,2.12600577E-05
3.00000000E-01,1.00000000E-01,2.64331240E-02,1.92464879E+06,1.46871642E-04,2.97814965E-05,-0.00000000E+00,-0.00000000E+00,3.87030097E-42,2.25273724E-41,2.58356356E+04,8.61361369E+04,2.67231964E-06,9.01806788E-06,-2.57580288E+04,-8.57042248E+04,-2.22470111E-06,-6.52349388E-06,-0.00000000E+00,-0.00000000E+00,4.48241607E-09,2.60842311E-08,-0.00000000E+00,-0.00000000E+00,4.48241563E-09,2.60842270E-08,-8.62330615E+01,-4.79912410E+02,-7.09733055E-09,-3.65034506E-08,8.62330679E+00,4.79912446E+01,8.62488000E-10,4.80000000E-09,1.92464879E+06,1.46871642E-04,2.97814965E-05
4.00000000E-01,1.00000000E-01,2.89188661E-02,1.92464879E+06,1.34383559E-04,3.72695846E-05,-0.00000000E+00,-0.00000000E+00,6.53936365E-42,2.86929173E-41,3.44514110E+04,8.61577541E+04,3.57622874E-06,9.04668083E-06,-3.43090191E+04,-8.55099031E+04,-2.83745966E-06,-5.94399897E-06,-0.00000000E+00,-0.00000000E+00,7.57238387E-09,3.32152492E-08,-0.00000000E+00,-0.00000000E+00,7.57238262E-09,3.32152396E-08,-1.58219923E+02,-7.19868616E+02,-1.22504309E-08,-4.99784473E-08,1.58219935E+01,7.19868669E+01,1.58248800E-09,7.20000000E-09,1.92464879E+06,1.34383559E-04,3.72695846E-05
5.00000000E-01,1.00000000E-01,3.23379267E-02,1.92464879E+06,1.23032907E-04,4.38253794E-05,-0.00000000E+00,-0.00000000E+00,9.78629798E-42,3.42968963E-41,4.30693498E+04,8.61793885E+04,4.48217276E-06,9.06378819E-06,-4.28405762E+04,-8.53155716E+04,-3.39586820E-06,-5.41618056E-06,-0.00000000E+00,-0.00000000E+00,1.13304749E-08,3.96932802E-08,-0.00000000E+00,-0.00000000E+00,1.13304721E-08,3.96932624E-08,-2.54202405E+02,-9.59824821E+02,-1.85222842E-08,-6.08197629E-08,2.54202424E+01,9.59824892E+01,2.54248800E-09,9.60000000E-09,1.92464879E+06,1.23032907E-04,4.38253794E-05
6.00000000E-01,1.00000000E-01,3.90434381E-03,1.92464879E+06,1.12705875E-04,4.95492379E-05,-0.00000000E+00,-0.00000000E+00,1.35534411E-41,3.93954994E-41,5.16894528E+04,8.62010297E+04,5.38938598E-06,9.07482764E-06,-5.13527002E+04,-8.51212394E+04,-3.90523750E-06,-4.93498563E-06,-0.00000000E+00,-0.00000000E+00,1.56896998E-08,4.55839652E-08,-0.00000000E+00,-0.00000000E+00,1.56896944E-08,4.55839360E-08,-3.74180508E+02,-1.19978103E+03,-2.56848769E-08,-6.93765003E-08,3.74180536E+01,1.19978112E+02,3.74248800E-09,1.20000000E-08,1.92464879E+06,1.12705875E-04,4.95492379E-05
7.00000000E-01,1.00000000E-01,8.08955262E-03,1.92464879E+06,1.03312394E-04,5.45213722E-05,-0.00000000E+00,-0.00000000E+00,1.77950543E-41,4.40331951E-41,6.03117190E+04,8.62226623E+04,6.29745805E-06,9.08242096E-06,-5.98453917E+04,-8.49269147E+04,-4.36979131E-06,-4.49638031E-06,-0.00000000E+00,-0.00000000E+00,2.05969139E-08,5.09392598E-08,-0.00000000E+00,-0.00000000E+00,2.05969045E-08,5.09392160E-08,-5.18154231E+02,-1.43973723E+03,-3.35353845E-08,-7.59619404E-08,5.18154269E+01,1.43973734E+02,5.18248800E-09,1.44000000E-08,1.92464879E+06,1.03312394E-04,5.45213722E-05
8.00000000E-01,1.00000000E-01,1.19252888E-02,1.92464879E+06,9.47712404E-05,5.88141449E-05,-0.00000000E+00,-0.00000000E+00,2.24698310E-41,4.82500847E-41,6.89361471E+04,8.62442807E+04,7.20614808E-06,9.08797901E-06,-6.83186503E+04,-8.47325867E+04,-4.79334920E-06,-4.09671559E-06,-0.00000000E+00,-0.00000000E+00,2.60041425E-08,5.58059980E-08,-0.00000000E+00,-0.00000000E+00,2.60041274E-08,5.58059364E-08,-6.86123574E+02,-1.67969344E+03,-4.18976863E-08,-8.08544133E-08,6.86123626E+01,1.67969356E+02,6.86248800E-09,1.68000000E-08,1.92464879E+06,9.47712404E-05,5.88141449E-05
9.00000000E-01,1.00000000E-01,1.54535806E-02,1.92464879E+06,8.70073798E-05,6.24942227E-05,-0.00000000E+00,-0.00000000E+00,2.75395824E-41,5.20832136E-41,7.75627388E+04,8.62659165E+04,8.11530997E-06,9.09230508E-06,-7.67724760E+04,-8.45382571E+04,-5.17944699E-06,-3.73261690E-06,-0.00000000E+00,-0.00000000E+00,3.18670561E-08,6.02274200E-08,-0.00000000E+00,-0.00000000E+00,3.18670333E-08,6.02273376E-08,-8.78088538E+02,-1.91964964E+03,-5.06207658E-08,-8.42995569E-08,8.78088604E+01,1.91964978E+02,8.78248800E-09,1.92000000E-08,1.92464879E+06,8.70073798E-05,6.24942227E-05
1.00000000E+00,1.00000000E-01,1.87099797E-02,1.92464879E+06,7.99517494E-05,6.56227682E-05,-0.00000000E+00,-0.00000000E+00,3.29691439E-41,5.55666791E-41,8.61914935E+04,8.62875476E+04,9.02485303E-06,9.09586650E-06,-8.52068691E+04,-8.43439304E+04,-5.53134494E-06,-3.40097485E-06,-0.00000000E+00,-0.00000000E+00,3.81448581E-08,6.42433037E-08,-0.00000000E+00,-0.00000000E+00,3.81448254E-08,6.42431974E-08,-1.09404912E+03,-2.15960585E+03,-5.95759119E-08,-8.65135018E-08,1.09404920E+02,2.15960601E+02,1.09424880E-08,2.16000000E-08,1.92464879E+06,7.99517494E-05,6.56227682E-05
1.10000000E+00,1.00000000E-01,1.40594913E-02,1.92464879E+06,2.27251400E+01,8.42155250E-01,-0.00000000E+00,-0.00000000E+00,-6.80044958E-37,-1.12196312E-35,9.48224119E+04,8.63091833E+04,9.93471858E-06,9.09895440E-06,-9.36218293E+04,-8.41496020E+04,-5.85278512E-06,-3.09824677E-06,-0.00000000E+00,-0.00000000E+00,4.47909176E-08,6.78991290E-08,-0.00000000E+00,-0.00000000E+00,4.47908724E-08,6.78989962E-08,-1.33400533E+03,-2.39956205E+03,-6.86754490E-08,-8.76658541E-08,1.33400543E+02,2.39956223E+02,2.40000000E+01,2.40000000E+02,1.92464879E+06,2.27251400E+01,8.42155250E-01
1.20000000E+00,1.00000000E-01,9.82121312E-03,1.92464879E+06,4.34635896E+01,2.96599059E+00,-0.00000000E+00,-0.00000000E+00,-2.41974385E-36,-2.14585000E-35,1.03453332E+05,8.63091987E+04,1.08446482E-05,9.09949695E-06,-1.02036789E+05,-8.41495935E+04,-6.14636617E-06,-2.82899376E-06,-0.00000000E+00,-0.00000000E+00,5.17812507E-08,7.12188508E-08,-0.00000000E+00,-0.00000000E+00,5.17811911E-08,7.12186993E-08,-1.57396153E+03,-2.39956205E+03,-7.69770547E-08,-7.99600550E-08,1.57396165E+02,2.39956223E+02,4.80000000E+01,2.40000000E+02,1.92464879E+06,4.34635896E+01,2.96599059E+00
1.30000000E+00,1.00000000E-01,2.27038970E-02,1.92464879E+06,6.23636205E+01,6.23410409E+00,-0.00000000E+00,-0.00000000E+00,-5.14034016E-36,-3.07897153E-35,1.12084252E+05,8.63091996E+04,1.17546208E-05,9.09985486E-06,-1.10451748E+05,-8.41495944E+04,-6.41414478E-06,-2.58348779E-06,-0.00000000E+00,-0.00000000E+00,5.90886415E-08,7.42286331E-08,-0.00000000E+00,-0.00000000E+00,5.90885657E-08,7.42284637E-08,-1.81391774E+03,-2.39956205E+03,-8.45409060E-08,-7.29446990E-08,1.81391787E+02,2.39956223E+02,7.20000000E+01,2.40000000E+02,1.92464879E+06,6.23636205E+01,6.23410409E+00
1.40000000E+00,1.00000000E-01,2.27038970E-02,1.92464879E+06,7.96095322E+01,1.04916750E+01,-0.00000000E+00,-0.00000000E+00,-8.74375506E-36,-3.93042683E-35,1.20715172E+05,8.63092005E+04,1.26646215E-05,9.10009297E-06,-1.18866708E+05,-8.41495952E+04,-6.65868975E-06,-2.35936438E-06,-0.00000000E+00,-0.00000000E+00,6.66799037E-08,7.69608524E-08,-0.00000000E+00,-0.00000000E+00,6.66798098E-08,7.69606660E-08,-2.05387394E+03,-2.39956205E+03,-9.14413830E-08,-6.65486753E-08,2.05387410E+02,2.39956223E+02,9.60000000E+01,2.40000000E+02,1.92464879E+06,7.96095322E+01,1.04916750E+01
