Time [d],dt_flow [d],dt_tran [d],Global Water Mass in Liquid Phas [kg],Global Vaq [mol],Global Vim [mol],Top Water Mass [kg],Top Water Mass [kg/d],Top Vaq [mol],Top Vaq [mol/d],Right Water Mass [kg],Right Water Mass [kg/d],Right Vaq [mol],Right Vaq [mol/d],Left Water Mass [kg],Left Water Mass [kg/d],Left Vaq [mol],Left Vaq [mol/d],North Water Mass [kg],North Water Mass [kg/d],North Vaq [mol],North Vaq [mol/d],South Water Mass [kg],South Water Mass [kg/d],South Vaq [mol],South Vaq [mol/d],ExtractWell Water Mass [kg],ExtractWell Water Mass [kg/d],ExtractWell Vaq [mol],ExtractWell Vaq [mol/d],InjectWell Water Mass [kg],InjectWell Water Mass [kg/d],InjectWell Vaq [mol],InjectWell Vaq [mol/d],Region Region__all Water Mass [kg],Region Region__all Vaq Total Mas [mol],Region Region__all Vim Total Mas [mol]
1.00000000E-01,3.70000000E-02,5.00000000E-03,1.04980845E+06,8.64686859E-05,1.57542671E-05,-0.00000000E+00,-0.00000000E+00,5.52848141E-43,9.14917449E-42,5.40734946E+03,5.40894043E+04,5.65372418E-07,5.78965966E-06,-5.39950377E+03,-5.39533508E+04,-4.82300772E-07,-4.44027263E-06,-0.00000000E+00,-0.00000000E+00,4.02178012E-10,6.65542180E-09,-0.00000000E+00,-0.00000000E+00,4.02178002E-10,6.65542156E-09,-8.71760918E+00,-1.51172414E+02,-7.49308582E-10,-1.24378397E-08,8.71760979E-01,1.51172424E+01,8.71920000E-11,1.51200000E-09,1.04980845E+06,8.64686859E-05,1.57542671E-05
2.00000000E-01,3.60000000E-02,4.00000000E-03,1.04980845E+06,7.14296275E-05,2.79253605E-05,-0.00000000E+00,-0.00000000E+00,1.94581836E-42,1.65741725E-41,1.08198715E+04,5.41496537E+04,1.15697845E-06,5.97652430E-06,-1.07854542E+04,-5.37954817E+04,-8.75428098E-07,-3.64886736E-06,-0.00000000E+00,-0.00000000E+00,1.41536092E-09,1.20546640E-08,-0.00000000E+00,-0.00000000E+00,1.41536081E-09,1.20546622E-08,-3.82418215E+01,-3.93528187E+02,-2.87639798E-09,-2.66577594E-08,3.82418242E+00,3.93528215E+01,3.82488000E-10,3.93600000E-09,1.04980845E+06,7.14296275E-05,2.79253605E-05
3.00000000E-01,1.00000000E-01,4.00000000E-03,1.04980845E+06,5.91102486E-05,3.75439305E-05,-0.00000000E+00,-0.00000000E+00,3.99481987E-42,2.26564258E-41,1.62369847E+04,5.41711320E+04,1.76120157E-06,6.07258795E-06,-1.61593752E+04,-5.37392102E+04,-1.19872455E-06,-3.00453635E-06,-0.00000000E+00,-0.00000000E+00,2.90548930E-09,1.64759983E-08,-0.00000000E+00,-0.00000000E+00,2.90548883E-09,1.64759939E-08,-8.62330639E+01,-4.79912424E+02,-5.75689940E-09,-2.67529833E-08,8.62330699E+00,4.79912458E+01,8.62488000E-10,4.80000000E-09,1.04980845E+06,5.91102486E-05,3.75439305E-05
4.00000000E-01,1.00000000E-01,4.00000000E-03,1.04980845E+06,4.90162308E-05,4.50818367E-05,-0.00000000E+00,-0.00000000E+00,6.58130401E-42,2.76399866E-41,2.16600632E+04,5.42307843E+04,2.37254927E-06,6.13011363E-06,-2.15176656E+04,-5.35829035E+04,-1.46446107E-06,-2.46975688E-06,-0.00000000E+00,-0.00000000E+00,4.78622889E-09,2.00972557E-08,-0.00000000E+00,-0.00000000E+00,4.78622760E-09,2.00972461E-08,-1.58219927E+02,-7.19868635E+02,-9.31141280E-09,-3.30070495E-08,1.58219939E+01,7.19868686E+01,1.58248800E-09,7.20000000E-09,1.04980845E+06,4.90162308E-05,4.50818367E-05
5.00000000E-01,1.00000000E-01,4.00000000E-03,1.04980845E+06,4.07445002E-05,5.09251117E-05,-0.00000000E+00,-0.00000000E+00,9.60821894E-42,3.17238582E-41,2.70891068E+04,5.42904365E+04,2.98815346E-06,6.16549567E-06,-2.68603255E+04,-5.34265997E+04,-1.68291864E-06,-2.03047389E-06,-0.00000000E+00,-0.00000000E+00,6.98692319E-09,2.30635901E-08,-0.00000000E+00,-0.00000000E+00,6.98692040E-09,2.30635732E-08,-2.54202412E+02,-9.59824847E+02,-1.32085161E-08,-3.61832734E-08,2.54202430E+01,9.59824915E+01,2.54248800E-09,9.60000000E-09,1.04980845E+06,4.07445002E-05,5.09251117E-05
6.00000000E-01,1.00000000E-01,4.00000000E-03,1.04980845E+06,3.39656592E-05,5.53896755E-05,-0.00000000E+00,-0.00000000E+00,1.29960682E-41,3.50706688E-41,3.25241161E+04,5.43500927E+04,3.60648957E-06,6.18888726E-06,-3.21873545E+04,-5.32702896E+04,-1.86253711E-06,-1.66958949E-06,-0.00000000E+00,-0.00000000E+00,9.44971372E-09,2.54935456E-08,-0.00000000E+00,-0.00000000E+00,9.44970857E-09,2.54935197E-08,-3.74180518E+02,-1.19978106E+03,-1.72126751E-08,-3.71729857E-08,3.74180544E+01,1.19978114E+02,3.74248800E-09,1.20000000E-08,1.04980845E+06,3.39656592E-05,5.53896755E-05
7.00000000E-01,1.00000000E-01,4.00000000E-03,1.04980845E+06,2.84101639E-05,5.87340939E-05,-0.00000000E+00,-0.00000000E+00,1.66797142E-41,3.78134962E-41,3.79650911E+04,5.44097504E+04,4.22671239E-06,6.20552280E-06,-3.74987527E+04,-5.31139820E+04,-2.01024575E-06,-1.37307538E-06,-0.00000000E+00,-0.00000000E+00,1.21272071E-08,2.74841006E-08,-0.00000000E+00,-0.00000000E+00,1.21271985E-08,2.74840640E-08,-5.18154245E+02,-1.43973727E+03,-2.11609313E-08,-3.66502378E-08,5.18154282E+01,1.43973737E+02,5.18248800E-09,1.44000000E-08,1.04980845E+06,2.84101639E-05,5.87340939E-05
8.00000000E-01,1.00000000E-01,4.00000000E-03,1.04980845E+06,2.38572846E-05,6.11699787E-05,-0.00000000E+00,-0.00000000E+00,2.06057750E-41,4.00613178E-41,4.34120311E+04,5.44693995E+04,4.84833587E-06,6.21821970E-06,-4.27945204E+04,-5.29576770E+04,-2.13173437E-06,-1.12941960E-06,-0.00000000E+00,-0.00000000E+00,1.49805752E-08,2.91146488E-08,-0.00000000E+00,-0.00000000E+00,1.49805620E-08,2.91146004E-08,-6.86123593E+02,-1.67969348E+03,-2.49446743E-08,-3.51196228E-08,6.86123642E+01,1.67969360E+02,6.86248800E-09,1.68000000E-08,1.04980845E+06,2.38572846E-05,6.11699787E-05
9.00000000E-01,1.00000000E-01,4.00000000E-03,1.04980845E+06,2.01261875E-05,6.28704851E-05,-0.00000000E+00,-0.00000000E+00,2.47304980E-41,4.19034137E-41,4.88649368E+04,5.45290572E+04,5.47107208E-06,6.22855801E-06,-4.80746573E+04,-5.28013689E+04,-2.23167549E-06,-9.29174164E-07,-0.00000000E+00,-0.00000000E+00,1.79780040E-08,3.04502157E-08,-0.00000000E+00,-0.00000000E+00,1.79779851E-08,3.04501545E-08,-8.78088562E+02,-1.91964969E+03,-2.84955280E-08,-3.29545953E-08,8.78088625E+01,1.91964983E+02,8.78248800E-09,1.92000000E-08,1.04980845E+06,2.01261875E-05,6.28704851E-05
1.00000000E+00,1.00000000E-01,4.00000000E-03,1.04980845E+06,1.70686853E-05,6.39772631E-05,-0.00000000E+00,-0.00000000E+00,2.90180208E-41,4.34129462E-41,5.43238076E+04,5.45887082E+04,6.09474603E-06,6.23744975E-06,-5.33391639E+04,-5.26450658E+04,-2.31390678E-06,-7.64584436E-07,-0.00000000E+00,-0.00000000E+00,2.10934254E-08,3.15440724E-08,-0.00000000E+00,-0.00000000E+00,2.10933993E-08,3.15439977E-08,-1.09404915E+03,-2.15960590E+03,-3.17744830E-08,-3.04276083E-08,1.09404923E+02,2.15960606E+02,1.09424880E-08,2.16000000E-08,1.04980845E+06,1.70686853E-05,6.39772631E-05
