Time [d],dt_flow [d],dt_tran [d],Global Water Mass in Liquid Phas [kg],Global Vaq [mol],Global Vim [mol],Top Water Mass [kg],Top Water Mass [kg/d],Top Vaq [mol],Top Vaq [mol/d],Right Water Mass [kg],Right Water Mass [kg/d],Right Vaq [mol],Right Vaq [mol/d],Left Water Mass [kg],Left Water Mass [kg/d],Left Vaq [mol],Left Vaq [mol/d],North Water Mass [kg],North Water Mass [kg/d],North Vaq [mol],North Vaq [mol/d],South Water Mass [kg],South Water Mass [kg/d],South Vaq [mol],South Vaq [mol/d],ExtractWell Water Mass [kg],ExtractWell Water Mass [kg/d],ExtractWell Vaq [mol],ExtractWell Vaq [mol/d],InjectWell Water Mass [kg],InjectWell Water Mass [kg/d],InjectWell Vaq [mol],InjectWell Vaq [mol/d],Region Region__all Water Mass [kg],Region Region__all Vaq Total Mas [mol],Region Region__all Vim Total Mas [mol]
1.00000000E-01,3.70000000E-02,4.79835276E-03,1.04980911E+06,7.48738450E-05,2.83007647E-05,-0.00000000E+00,-0.00000000E+00,8.37946931E-43,1.48737131E-41,5.40540967E+04,5.40557205E+05,5.55313093E-06,5.58859490E-05,-5.40462562E+04,-5.40421204E+05,-4.51289397E-06,-3.80761837E-05,-0.00000000E+00,-0.00000000E+00,6.08950245E-09,1.08036519E-07,-0.00000000E+00,-0.00000000E+00,6.08950236E-09,1.08036516E-07,-8.71761278E+00,-1.51172476E+02,-6.84552444E-10,-1.06489703E-08,8.71761888E-01,1.51172582E+01,8.71920000E-11,1.51200000E-09,1.04980911E+06,7.48738450E-05,2.83007647E-05
2.00000000E-01,3.60000000E-02,4.07643880E-03,1.04980910E+06,5.48143928E-05,4.76678370E-05,-0.00000000E+00,-0.00000000E+00,2.88499034E-42,2.47773512E-41,1.08113466E+05,5.40618326E+05,1.11466195E-05,5.59546159E-05,-1.08079059E+05,-5.40264198E+05,-7.69002450E-06,-2.68306197E-05,-0.00000000E+00,-0.00000000E+00,2.09466410E-08,1.79729378E-07,-0.00000000E+00,-0.00000000E+00,2.09466399E-08,1.79729360E-07,-3.82418371E+01,-3.93528347E+02,-2.38408181E-09,-1.95271772E-08,3.82418639E+00,3.93528624E+01,3.82488000E-10,3.93600000E-09,1.04980910E+06,5.48143928E-05,4.76678370E-05
3.00000000E-01,1.00000000E-01,4.63398017E-03,1.04980910E+06,4.14682107E-05,6.12779993E-05,-0.00000000E+00,-0.00000000E+00,5.73518068E-42,3.13665520E-41,1.62177527E+05,5.40640613E+05,1.67426961E-05,5.59623776E-05,-1.62099933E+05,-5.40208738E+05,-9.92958188E-06,-1.89195318E-05,-0.00000000E+00,-0.00000000E+00,4.16080520E-08,2.27268664E-07,-0.00000000E+00,-0.00000000E+00,4.16080479E-08,2.27268626E-07,-8.62330987E+01,-4.79912616E+02,-4.37093820E-09,-1.67743540E-08,8.62331594E+00,4.79912954E+01,8.62488000E-10,4.80000000E-09,1.04980910E+06,4.14682107E-05,6.12779993E-05
4.00000000E-01,1.00000000E-01,5.45667427E-03,1.04980909E+06,3.26180670E-05,7.10415425E-05,-0.00000000E+00,-0.00000000E+00,9.11890244E-42,3.57359944E-41,2.16247630E+05,5.40701030E+05,2.23395895E-05,5.59690870E-05,-2.16105252E+05,-5.40053195E+05,-1.15091055E-05,-1.33482239E-05,-0.00000000E+00,-0.00000000E+00,6.61121415E-08,2.58685231E-07,-0.00000000E+00,-0.00000000E+00,6.61121314E-08,2.58685162E-07,-1.58219991E+02,-7.19868920E+02,-6.47027420E-09,-1.77229124E-08,1.58220102E+01,7.19869429E+01,1.58248800E-09,7.20000000E-09,1.04980909E+06,3.26180670E-05,7.10415425E-05
5.00000000E-01,1.00000000E-01,6.30143148E-03,1.04980909E+06,2.67719996E-05,7.82362458E-05,-0.00000000E+00,-0.00000000E+00,1.28557917E-41,3.86222813E-41,2.70323771E+05,5.40761405E+05,2.79371165E-05,5.59752639E-05,-2.70095013E+05,-5.39897610E+05,-1.26240541E-05,-9.42715286E-06,-0.00000000E+00,-0.00000000E+00,9.31511499E-08,2.79366315E-07,-0.00000000E+00,-0.00000000E+00,9.31511306E-08,2.79366218E-07,-2.54202513E+02,-9.59825222E+02,-8.44187211E-09,-1.66441480E-08,2.54202693E+01,9.59825903E+01,2.54248800E-09,9.60000000E-09,1.04980909E+06,2.67719996E-05,7.82362458E-05
6.00000000E-01,1.00000000E-01,9.43654196E-04,1.04980908E+06,2.29265329E-05,8.37155198E-05,-0.00000000E+00,-0.00000000E+00,1.68254008E-41,4.05208432E-41,3.24405945E+05,5.40821739E+05,3.35352565E-05,5.59813752E-05,-3.24069210E+05,-5.39741972E+05,-1.34121428E-05,-6.66700914E-06,-0.00000000E+00,-0.00000000E+00,1.21854733E-07,2.92922330E-07,-0.00000000E+00,-0.00000000E+00,1.21854702E-07,2.92922211E-07,-3.74180665E+02,-1.19978152E+03,-1.01780010E-08,-1.46529459E-08,3.74180930E+01,1.19978238E+02,3.74248800E-09,1.20000000E-08,1.04980908E+06,2.29265329E-05,8.37155198E-05
7.00000000E-01,1.00000000E-01,1.81315055E-03,1.04980908E+06,2.04101031E-05,8.80461776E-05,-0.00000000E+00,-0.00000000E+00,2.09477581E-41,4.17632405E-41,3.78494147E+05,5.40882028E+05,3.91340067E-05,5.59874744E-05,-3.78027840E+05,-5.39586302E+05,-1.39700845E-05,-4.72419171E-06,-0.00000000E+00,-0.00000000E+00,1.51646989E-07,3.01761229E-07,-0.00000000E+00,-0.00000000E+00,1.51646945E-07,3.01761099E-07,-5.18154447E+02,-1.43973782E+03,-1.16454821E-08,-1.23837585E-08,5.18154815E+01,1.43973885E+02,5.18248800E-09,1.44000000E-08,1.04980908E+06,2.04101031E-05,8.80461776E-05
8.00000000E-01,1.00000000E-01,2.66751032E-03,1.04980908E+06,1.87732031E-05,9.16045788E-05,-0.00000000E+00,-0.00000000E+00,2.51698092E-41,4.25714014E-41,4.32588375E+05,5.40942280E+05,4.47333664E-05,5.59935690E-05,-4.31970899E+05,-5.39430590E+05,-1.43659970E-05,-3.35672776E-06,-0.00000000E+00,-0.00000000E+00,1.82147172E-07,3.07489214E-07,-0.00000000E+00,-0.00000000E+00,1.82147114E-07,3.07489083E-07,-6.86123859E+02,-1.67969412E+03,-1.28515755E-08,-1.01800631E-08,6.86124347E+01,1.67969532E+02,6.86248800E-09,1.68000000E-08,1.04980908E+06,1.87732031E-05,9.16045788E-05
9.00000000E-01,1.00000000E-01,3.50712359E-03,1.04980907E+06,1.77158910E-05,9.46397623E-05,-0.00000000E+00,-0.00000000E+00,2.94565045E-41,4.30934116E-41,4.86688625E+05,5.41002501E+05,5.03333352E-05,5.59996603E-05,-4.85898384E+05,-5.39274848E+05,-1.46478453E-05,-2.39426530E-06,-0.00000000E+00,-0.00000000E+00,2.13104622E-07,3.11174348E-07,-0.00000000E+00,-0.00000000E+00,2.13104551E-07,3.11174227E-07,-8.78088900E+02,-1.91965041E+03,-1.38240661E-08,-8.22449204E-09,8.78089525E+01,1.91965179E+02,8.78248800E-09,1.92000000E-08,1.04980907E+06,1.77158910E-05,9.46397623E-05
1.00000000E+00,1.00000000E-01,4.33237059E-03,1.04980907E+06,1.70386726E-05,9.73159609E-05,-0.00000000E+00,-0.00000000E+00,3.37847948E-41,4.34277639E-41,5.40794895E+05,5.41062691E+05,5.59339128E-05,5.60057485E-05,-5.39810292E+05,-5.39119078E+05,-1.48494009E-05,-1.71688007E-06,-0.00000000E+00,-0.00000000E+00,2.44355080E-07,3.13524538E-07,-0.00000000E+00,-0.00000000E+00,2.44354998E-07,3.13524435E-07,-1.09404957E+03,-2.15960671E+03,-1.46015836E-08,-6.62606216E-09,1.09405035E+02,2.15960825E+02,1.09424880E-08,2.16000000E-08,1.04980907E+06,1.70386726E-05,9.73159609E-05
