Time [d],dt_flow [d],dt_tran [d],Global Water Mass in Liquid Phas [kg],Global Vaq [mol],Global Vim [mol],Top Water Mass [kg],Top Water Mass [kg/d],Top Vaq [mol],Top Vaq [mol/d],Right Water Mass [kg],Right Water Mass [kg/d],Right Vaq [mol],Right Vaq [mol/d],Left Water Mass [kg],Left Water Mass [kg/d],Left Vaq [mol],Left Vaq [mol/d],North Water Mass [kg],North Water Mass [kg/d],North Vaq [mol],North Vaq [mol/d],South Water Mass [kg],South Water Mass [kg/d],South Vaq [mol],South Vaq [mol/d],ExtractWell Water Mass [kg],ExtractWell Water Mass [kg/d],ExtractWell Vaq [mol],ExtractWell Vaq [mol/d],InjectWell Water Mass [kg],InjectWell Water Mass [kg/d],InjectWell Vaq [mol],InjectWell Vaq [mol/d],Region Region__all Water Mass [kg],Region Region__all Vaq Total Mas [mol],Region Region__all Vim Total Mas [mol]
1.00000000E-01,3.70000000E-02,1.12470729E-03,1.04981282E+06,6.61209264E-05,4.45838461E-05,-0.00000000E+00,-0.00000000E+00,1.12213112E-42,1.91951541E-41,3.41084152E+05,3.41092346E+06,3.44297366E-05,3.44442406E-04,-3.41076484E+05,-3.41078898E+06,-2.58651670E-05,-1.92033918E-04,-0.00000000E+00,-0.00000000E+00,5.11989624E-08,8.73281157E-07,-0.00000000E+00,-0.00000000E+00,5.11989620E-08,8.73281149E-07,-8.71763282E+00,-1.51172819E+02,-5.96891230E-10,-8.49771957E-09,8.71767177E-01,1.51173496E+01,8.71920000E-11,1.51200000E-09,1.04981282E+06,6.61209264E-05,4.45838461E-05
2.00000000E-01,3.60000000E-02,1.78749813E-04,1.04981269E+06,5.26690285E-05,7.44879084E-05,-0.00000000E+00,-0.00000000E+00,3.44260930E-42,2.58365482E-41,6.82191038E+05,3.41112404E+06,6.88754398E-05,3.44462573E-04,-6.82156927E+05,-3.41077110E+06,-4.04531727E-05,-1.08611527E-04,-0.00000000E+00,-0.00000000E+00,1.56442373E-07,1.16922544E-06,-0.00000000E+00,-0.00000000E+00,1.56442374E-07,1.16922552E-06,-3.82419212E+01,-3.93529192E+02,-1.82921572E-09,-1.32897926E-08,3.82420930E+00,3.93530965E+01,3.82488000E-10,3.93600000E-09,1.04981269E+06,5.26690285E-05,7.44879084E-05
3.00000000E-01,1.00000000E-01,7.81968103E-04,1.04981258E+06,4.96645739E-05,9.95549608E-05,-0.00000000E+00,-0.00000000E+00,6.12509353E-42,2.73198903E-41,1.02331788E+06,3.41126844E+06,1.03323150E-04,3.44477099E-04,-1.02324069E+06,-3.41083764E+06,-4.88645925E-05,-6.71728948E-05,-0.00000000E+00,-0.00000000E+00,2.77696049E-07,1.23408856E-06,-0.00000000E+00,-0.00000000E+00,2.77696066E-07,1.23408876E-06,-8.62332808E+01,-4.79913597E+02,-3.34774849E-09,-1.48964023E-08,8.62336690E+00,4.79915760E+01,8.62488000E-10,4.80000000E-09,1.04981258E+06,4.96645739E-05,9.95549608E-05
4.00000000E-01,1.00000000E-01,9.29446326E-04,1.04981247E+06,4.94771166E-05,1.23253233E-04,-0.00000000E+00,-0.00000000E+00,8.86427384E-42,2.74124407E-41,1.36446266E+06,3.41144780E+06,1.37772664E-04,3.44495133E-04,-1.36432079E+06,-3.41080100E+06,-5.51285003E-05,-6.10935574E-05,-0.00000000E+00,-0.00000000E+00,4.01417207E-07,1.23809571E-06,-0.00000000E+00,-0.00000000E+00,4.01417252E-07,1.23809600E-06,-1.58220313E+02,-7.19870320E+02,-5.58148226E-09,-2.23368035E-08,1.58221026E+01,7.19873565E+01,1.58248800E-09,7.20000000E-09,1.04981247E+06,4.94771166E-05,1.23253233E-04
5.00000000E-01,1.00000000E-01,1.07741695E-03,1.04981236E+06,4.94767099E-05,1.46216501E-04,-0.00000000E+00,-0.00000000E+00,1.16055503E-41,2.74126415E-41,1.70562528E+06,3.41162617E+06,1.72223971E-04,3.44513067E-04,-1.70539713E+06,-3.41076341E+06,-6.12309367E-05,-6.10115189E-05,-0.00000000E+00,-0.00000000E+00,5.25231155E-07,1.23813477E-06,-0.00000000E+00,-0.00000000E+00,5.25231238E-07,1.23813517E-06,-2.54203012E+02,-9.59826992E+02,-8.55994977E-09,-2.97861982E-08,2.54204158E+01,9.59831321E+01,2.54248800E-09,9.60000000E-09,1.04981236E+06,4.94767099E-05,1.46216501E-04
6.00000000E-01,1.00000000E-01,2.06655515E-04,1.04981225E+06,4.94778734E-05,1.68490053E-04,-0.00000000E+00,-0.00000000E+00,1.43467817E-41,2.74120671E-41,2.04680569E+06,3.41180413E+06,2.06677067E-04,3.44530959E-04,-2.04646967E+06,-3.41072540E+06,-6.73321320E-05,-6.10131685E-05,-0.00000000E+00,-0.00000000E+00,6.49046211E-07,1.23814071E-06,-0.00000000E+00,-0.00000000E+00,6.49046342E-07,1.23814121E-06,-3.74181374E+02,-1.19978361E+03,-1.22835153E-08,-3.72375705E-08,3.74183060E+01,1.19978903E+02,3.74248800E-09,1.20000000E-08,1.04981225E+06,4.94778734E-05,1.68490053E-04
7.00000000E-01,1.00000000E-01,3.55251428E-04,1.04981214E+06,4.94790375E-05,1.90094762E-04,-0.00000000E+00,-0.00000000E+00,1.70879556E-41,2.74114924E-41,2.38800387E+06,3.41198177E+06,2.41131950E-04,3.44548820E-04,-2.38753838E+06,-3.41068708E+06,-7.34335063E-05,-6.10149817E-05,-0.00000000E+00,-0.00000000E+00,7.72861814E-07,1.23814626E-06,-0.00000000E+00,-0.00000000E+00,7.72862002E-07,1.23814686E-06,-5.18155392E+02,-1.43974019E+03,-1.67523715E-08,-4.46908571E-08,5.18157728E+01,1.43974668E+02,5.18248800E-09,1.44000000E-08,1.04981214E+06,4.94790375E-05,1.90094762E-04
8.00000000E-01,1.00000000E-01,5.03403107E-04,1.04981204E+06,4.94801996E-05,2.11050739E-04,-0.00000000E+00,-0.00000000E+00,1.98290720E-41,2.74109186E-41,2.72921978E+06,3.41215915E+06,2.75588616E-04,3.44566654E-04,-2.72860323E+06,-3.41064849E+06,-7.95350611E-05,-6.10167822E-05,-0.00000000E+00,-0.00000000E+00,8.96677930E-07,1.23815147E-06,-0.00000000E+00,-0.00000000E+00,8.96678186E-07,1.23815217E-06,-6.86125063E+02,-1.67969671E+03,-2.19667093E-08,-5.21460507E-08,6.86128157E+01,1.67970429E+02,6.86248800E-09,1.68000000E-08,1.04981204E+06,4.94801996E-05,2.11050739E-04
9.00000000E-01,1.00000000E-01,6.51112523E-04,1.04981193E+06,4.94813599E-05,2.31377493E-04,-0.00000000E+00,-0.00000000E+00,2.25701312E-41,2.74103457E-41,3.07045341E+06,3.41233625E+06,3.10047062E-04,3.44584460E-04,-3.06966419E+06,-3.41060964E+06,-8.56367950E-05,-6.10185708E-05,-0.00000000E+00,-0.00000000E+00,1.02049453E-06,1.23815635E-06,-0.00000000E+00,-0.00000000E+00,1.02049486E-06,1.23815716E-06,-8.78090381E+02,-1.91965318E+03,-2.79267188E-08,-5.96031450E-08,8.78094341E+01,1.91966184E+02,8.78248800E-09,1.92000000E-08,1.04981193E+06,4.94813599E-05,2.31377493E-04
1.00000000E+00,1.00000000E-01,7.98381655E-04,1.04981182E+06,4.94825185E-05,2.51093944E-04,-0.00000000E+00,-0.00000000E+00,2.53111331E-41,2.74097737E-41,3.41170472E+06,3.41251310E+06,3.44507287E-04,3.44602242E-04,-3.41072125E+06,-3.41057053E+06,-9.17387070E-05,-6.10203479E-05,-0.00000000E+00,-0.00000000E+00,1.14431157E-06,1.23816092E-06,-0.00000000E+00,-0.00000000E+00,1.14431199E-06,1.23816182E-06,-1.09405134E+03,-2.15960960E+03,-3.46325894E-08,-6.70621322E-08,1.09405628E+02,2.15961935E+02,1.09424880E-08,2.16000000E-08,1.04981182E+06,4.94825185E-05,2.51093944E-04
