Time [d],dt_flow [d],dt_tran [d],Global Water Mass in Liquid Phas [kg],Global Vaq [mol],Global Vim [mol],Top Water Mass [kg],Top Water Mass [kg/d],Top Vaq [mol],Top Vaq [mol/d],Right Water Mass [kg],Right Water Mass [kg/d],Right Vaq [mol],Right Vaq [mol/d],Left Water Mass [kg],Left Water Mass [kg/d],Left Vaq [mol],Left Vaq [mol/d],North Water Mass [kg],North Water Mass [kg/d],North Vaq [mol],North Vaq [mol/d],South Water Mass [kg],South Water Mass [kg/d],South Vaq [mol],South Vaq [mol/d],ExtractWell Water Mass [kg],ExtractWell Water Mass [kg/d],ExtractWell Vaq [mol],ExtractWell Vaq [mol/d],InjectWell Water Mass [kg],InjectWell Water Mass [kg/d],InjectWell Vaq [mol],InjectWell Vaq [mol/d],Region Region__all Water Mass [kg],Region Region__all Vaq Total Mas [mol],Region Region__all Vim Total Mas [mol]
1.00000000E-01,3.70000000E-02,1.07313338E-04,1.04984251E+06,8.92894261E-05,9.49519265E-05,-0.00000000E+00,-0.00000000E+00,6.99524443E-43,7.75653478E-42,3.41948340E+06,3.42390820E+07,3.42612900E-04,3.43059752E-03,-3.41948757E+06,-3.42390576E+07,-2.60043778E-04,-2.46480387E-03,-0.00000000E+00,-0.00000000E+00,3.15672003E-07,3.49953745E-06,-0.00000000E+00,-0.00000000E+00,3.15672005E-07,3.49953749E-06,-8.71777577E+00,-1.51175037E+02,-7.00280882E-10,-1.21044722E-08,8.71816863E-01,1.51181851E+01,8.71920000E-11,1.51200000E-09,1.04984251E+06,8.92894261E-05,9.49519265E-05
2.00000000E-01,3.60000000E-02,5.74768024E-05,1.04983113E+06,8.93209817E-05,1.85331662E-04,-0.00000000E+00,-0.00000000E+00,1.47413554E-42,7.74095530E-42,6.85265849E+06,3.43595316E+07,6.86602930E-04,3.44268914E-03,-6.85264737E+06,-3.43592915E+07,-5.07305050E-04,-2.47530787E-03,-0.00000000E+00,-0.00000000E+00,6.66092427E-07,3.50470204E-06,-0.00000000E+00,-0.00000000E+00,6.66092434E-07,3.50470213E-06,-3.82422398E+01,-3.93530734E+02,-3.06514612E-09,-3.15259074E-08,3.82439631E+00,3.93548468E+01,3.82488000E-10,3.93600000E-09,1.04983113E+06,8.93209817E-05,1.85331662E-04
3.00000000E-01,1.00000000E-01,6.69074089E-05,1.04981950E+06,8.93524460E-05,2.73182890E-04,-0.00000000E+00,-0.00000000E+00,2.24683376E-42,7.72542094E-42,1.03006812E+07,3.44802267E+07,1.03208357E-03,3.45480638E-03,-1.03006383E+07,-3.44799096E+07,-7.55862574E-04,-2.48585392E-03,-0.00000000E+00,-0.00000000E+00,1.01713976E-06,3.50979543E-06,-0.00000000E+00,-0.00000000E+00,1.01713977E-06,3.50979547E-06,-8.62332575E+01,-4.79910177E+02,-6.91149803E-09,-3.84655144E-08,8.62371431E+00,4.79931799E+01,8.62488000E-10,4.80000000E-09,1.04981950E+06,8.93524460E-05,2.73182890E-04
4.00000000E-01,1.00000000E-01,3.06192948E-05,1.04980763E+06,8.93838160E-05,3.58546267E-04,-0.00000000E+00,-0.00000000E+00,3.01798226E-42,7.70993315E-42,1.37608051E+07,3.46012392E+07,1.37877922E-03,3.46695645E-03,-1.37607091E+07,-3.46007082E+07,-1.00547645E-03,-2.49641670E-03,-0.00000000E+00,-0.00000000E+00,1.36868946E-06,3.51482831E-06,-0.00000000E+00,-0.00000000E+00,1.36868948E-06,3.51482847E-06,-1.58218962E+02,-7.19857049E+02,-1.26839282E-08,-5.77272896E-08,1.58226090E+01,7.19889474E+01,1.58248800E-09,7.20000000E-09,1.04980763E+06,8.93838160E-05,3.58546267E-04
5.00000000E-01,1.00000000E-01,9.69631903E-05,1.04979551E+06,8.94150913E-05,4.41496678E-04,-0.00000000E+00,-0.00000000E+00,3.78758565E-42,7.69449205E-42,1.72330586E+07,3.47225354E+07,1.72669283E-03,3.47913598E-03,-1.72328882E+07,-3.47217909E+07,-1.25614957E-03,-2.50700833E-03,-0.00000000E+00,-0.00000000E+00,1.72073585E-06,3.51980451E-06,-0.00000000E+00,-0.00000000E+00,1.72073589E-06,3.51980471E-06,-2.54198781E+02,-9.59798187E+02,-2.03843618E-08,-7.70083018E-08,2.54210232E+01,9.59841413E+01,2.54248800E-09,9.60000000E-09,1.04979551E+06,8.94150913E-05,4.41496678E-04
6.00000000E-01,1.00000000E-01,6.41411523E-05,1.04978315E+06,8.94462740E-05,5.22106761E-04,-0.00000000E+00,-0.00000000E+00,4.55564854E-42,7.67909674E-42,2.07174705E+07,3.48441193E+07,2.07582737E-03,3.49134539E-03,-2.07172044E+07,-3.48431612E+07,-1.50788484E-03,-2.51762918E-03,-0.00000000E+00,-0.00000000E+00,2.07327340E-06,3.52472517E-06,-0.00000000E+00,-0.00000000E+00,2.07327348E-06,3.52472543E-06,-3.74172121E+02,-1.19973340E+03,-3.00147248E-08,-9.63085666E-08,3.74188974E+01,1.19978742E+02,3.74248800E-09,1.20000000E-08,1.04978315E+06,8.94462740E-05,5.22106761E-04
7.00000000E-01,1.00000000E-01,3.32251082E-05,1.04977054E+06,8.94773650E-05,6.00446972E-04,-0.00000000E+00,-0.00000000E+00,5.32217544E-42,7.66374665E-42,2.42140700E+07,3.49659947E+07,2.42618589E-03,3.50358507E-03,-2.42136867E+07,-3.49648233E+07,-1.76068523E-03,-2.52827961E-03,-0.00000000E+00,-0.00000000E+00,2.42629671E-06,3.52959146E-06,-0.00000000E+00,-0.00000000E+00,2.42629681E-06,3.52959177E-06,-5.18138371E+02,-1.43966250E+03,-4.15769412E-08,-1.15628061E-07,5.18161706E+01,1.43972732E+02,5.18248800E-09,1.44000000E-08,1.04977054E+06,8.94773650E-05,6.00446972E-04
8.00000000E-01,1.00000000E-01,1.03802312E-04,1.04975769E+06,8.95083660E-05,6.76585652E-04,-0.00000000E+00,-0.00000000E+00,6.08717083E-42,7.64844102E-42,2.77228866E+07,3.50881659E+07,2.77777144E-03,3.51585544E-03,-2.77223648E+07,-3.50867810E+07,-2.01455373E-03,-2.53895998E-03,-0.00000000E+00,-0.00000000E+00,2.77980046E-06,3.53440450E-06,-0.00000000E+00,-0.00000000E+00,2.77980060E-06,3.53440488E-06,-6.86096899E+02,-1.67958528E+03,-5.50729322E-08,-1.34966761E-07,6.86127795E+01,1.67966089E+02,6.86248800E-09,1.68000000E-08,1.04975769E+06,8.95083660E-05,6.76585652E-04
9.00000000E-01,1.00000000E-01,7.63011341E-05,1.04974459E+06,8.95392768E-05,7.50589090E-04,-0.00000000E+00,-0.00000000E+00,6.85063915E-42,7.63317993E-42,3.12439502E+07,3.52106361E+07,3.13058713E-03,3.52815685E-03,-3.12432686E+07,-3.52090377E+07,-2.26949337E-03,-2.54967062E-03,-0.00000000E+00,-0.00000000E+00,3.13377947E-06,3.53916547E-06,-0.00000000E+00,-0.00000000E+00,3.13377965E-06,3.53916589E-06,-8.78047055E+02,-1.91950156E+03,-7.05046171E-08,-1.54324644E-07,8.78086590E+01,1.91958796E+02,8.78248800E-09,1.92000000E-08,1.04974459E+06,8.95392768E-05,7.50589090E-04
1.00000000E+00,1.00000000E-01,5.06779295E-05,1.04973124E+06,8.95700997E-05,8.22521588E-04,-0.00000000E+00,-0.00000000E+00,7.61258476E-42,7.61796222E-42,3.47772912E+07,3.53334097E+07,3.48463611E-03,3.54048976E-03,-3.47764283E+07,-3.53315979E+07,-2.52550720E-03,-2.56041191E-03,-0.00000000E+00,-0.00000000E+00,3.48822866E-06,3.54387541E-06,-0.00000000E+00,-0.00000000E+00,3.48822889E-06,3.54387588E-06,-1.09398817E+03,-2.15941113E+03,-8.78739125E-08,-1.73701686E-07,1.09403742E+02,2.15950831E+02,1.09424880E-08,2.16000000E-08,1.04973124E+06,8.95700997E-05,8.22521588E-04
