Time [d],dt_flow [d],dt_tran [d],Global Water Mass in Liquid Phas [kg],Global Vaq [mol],Global Vim [mol],Top Water Mass [kg],Top Water Mass [kg/d],Top Vaq [mol],Top Vaq [mol/d],Right Water Mass [kg],Right Water Mass [kg/d],Right Vaq [mol],Right Vaq [mol/d],Left Water Mass [kg],Left Water Mass [kg/d],Left Vaq [mol],Left Vaq [mol/d],North Water Mass [kg],North Water Mass [kg/d],North Vaq [mol],North Vaq [mol/d],South Water Mass [kg],South Water Mass [kg/d],South Vaq [mol],South Vaq [mol/d],ExtractWell Water Mass [kg],ExtractWell Water Mass [kg/d],ExtractWell Vaq [mol],ExtractWell Vaq [mol/d],InjectWell Water Mass [kg],InjectWell Water Mass [kg/d],InjectWell Vaq [mol],InjectWell Vaq [mol/d],Region Region__all Water Mass [kg],Region Region__all Vaq Total Mas [mol],Region Region__all Vim Total Mas [mol]
1.00000000E-01,3.70000000E-02,9.99286016E-04,1.04981019E+06,6.95438517E-05,3.55160035E-05,-0.00000000E+00,-0.00000000E+00,9.82363497E-43,1.75052069E-41,1.35781567E+05,1.35783651E+06,1.38066102E-05,1.38316680E-04,-1.35773753E+05,-1.35770075E+06,-1.08824720E-05,-8.67215285E-05,-0.00000000E+00,-0.00000000E+00,1.79058349E-08,3.18676379E-07,-0.00000000E+00,-0.00000000E+00,1.79058347E-08,3.18676372E-07,-8.71761867E+00,-1.51172577E+02,-6.45779930E-10,-9.65115257E-09,8.71763405E-01,1.51172844E+01,8.71920000E-11,1.51200000E-09,1.04981019E+06,6.95438517E-05,3.55160035E-05
2.00000000E-01,3.60000000E-02,2.69154242E-03,1.04981016E+06,5.00669167E-05,5.86967593E-05,-0.00000000E+00,-0.00000000E+00,3.27456003E-42,2.71212480E-41,2.71569725E+05,1.35790867E+06,2.76390574E-05,1.38327896E-04,-2.71535367E+05,-1.35755476E+06,-1.78341219E-05,-5.54536489E-05,-0.00000000E+00,-0.00000000E+00,5.95631504E-08,4.92251682E-07,-0.00000000E+00,-0.00000000E+00,5.95631482E-08,4.92251651E-07,-3.82418622E+01,-3.93528602E+02,-2.11610146E-09,-1.60380978E-08,3.82419301E+00,3.93529302E+01,3.82488000E-10,3.93600000E-09,1.04981016E+06,5.00669167E-05,5.86967593E-05
3.00000000E-01,1.00000000E-01,2.77998893E-03,1.04981014E+06,3.96248733E-05,7.52180274E-05,-0.00000000E+00,-0.00000000E+00,6.27836065E-42,3.22766340E-41,4.07363742E+05,1.35794017E+06,4.14721666E-05,1.38331092E-04,-4.07286215E+05,-1.35750848E+06,-2.22832957E-05,-3.55322363E-05,-0.00000000E+00,-0.00000000E+00,1.14015494E-07,5.84528164E-07,-0.00000000E+00,-0.00000000E+00,1.14015488E-07,5.84528132E-07,-8.62331539E+01,-4.79912917E+02,-3.68291404E-09,-1.24869880E-08,8.62333076E+00,4.79913775E+01,8.62488000E-10,4.80000000E-09,1.04981014E+06,3.96248733E-05,7.52180274E-05
4.00000000E-01,1.00000000E-01,5.80096526E-04,1.04981012E+06,3.42257963E-05,8.80957966E-05,-0.00000000E+00,-0.00000000E+00,9.65776515E-42,3.49422354E-41,5.43164617E+05,1.35800875E+06,5.53059667E-05,1.38337993E-04,-5.43022323E+05,-1.35736108E+06,-2.51378746E-05,-2.28346346E-05,-0.00000000E+00,-0.00000000E+00,1.75164565E-07,6.31837277E-07,-0.00000000E+00,-0.00000000E+00,1.75164558E-07,6.31837293E-07,-1.58220090E+02,-7.19869360E+02,-5.18727515E-09,-1.20906518E-08,1.58220373E+01,7.19870650E+01,1.58248800E-09,7.20000000E-09,1.04981012E+06,3.42257963E-05,8.80957966E-05
5.00000000E-01,1.00000000E-01,9.41852836E-04,1.04981010E+06,3.15855908E-05,9.89968186E-05,-0.00000000E+00,-0.00000000E+00,1.32269401E-41,3.62457426E-41,6.78972280E+05,1.35807663E+06,6.91404498E-05,1.38344823E-04,-6.78743620E+05,-1.35721297E+06,-2.69762391E-05,-1.47456090E-05,-0.00000000E+00,-0.00000000E+00,2.39668689E-07,6.54776879E-07,-0.00000000E+00,-0.00000000E+00,2.39668689E-07,6.54777008E-07,-2.54202669E+02,-9.59825795E+02,-6.53307835E-09,-1.15862254E-08,2.54203124E+01,9.59827518E+01,2.54248800E-09,9.60000000E-09,1.04981010E+06,3.15855908E-05,9.89968186E-05
6.00000000E-01,1.00000000E-01,1.30095705E-03,1.04981008E+06,3.04114571E-05,1.08822118E-04,-0.00000000E+00,-0.00000000E+00,1.68854457E-41,3.68254292E-41,8.14786689E+05,1.35814409E+06,8.29756117E-05,1.38351611E-04,-8.14450067E+05,-1.35706447E+06,-2.81691182E-05,-9.65150271E-06,-0.00000000E+00,-0.00000000E+00,3.05738870E-07,6.64891873E-07,-0.00000000E+00,-0.00000000E+00,3.05738890E-07,6.64892120E-07,-3.74180892E+02,-1.19978222E+03,-7.87143944E-09,-1.27583551E-08,3.74181562E+01,1.19978438E+02,3.74248800E-09,1.20000000E-08,1.04981008E+06,3.04114571E-05,1.08822118E-04
7.00000000E-01,1.00000000E-01,1.65745226E-03,1.04981006E+06,2.99717630E-05,1.18041259E-04,-0.00000000E+00,-0.00000000E+00,2.05810916E-41,3.70425124E-41,9.50607823E+05,1.35821134E+06,9.68114504E-05,1.38358378E-04,-9.50141642E+05,-1.35691575E+06,-2.89689613E-05,-6.74524028E-06,-0.00000000E+00,-0.00000000E+00,3.72454636E-07,6.68646293E-07,-0.00000000E+00,-0.00000000E+00,3.72454688E-07,6.68646626E-07,-5.18154756E+02,-1.43973864E+03,-9.37990038E-09,-1.49797375E-08,5.18155685E+01,1.43974123E+02,5.18248800E-09,1.44000000E-08,1.04981006E+06,2.99717630E-05,1.18041259E-04
8.00000000E-01,1.00000000E-01,2.01137404E-03,1.04981004E+06,2.98470647E-05,1.26878961E-04,-0.00000000E+00,-0.00000000E+00,2.42892182E-41,3.71040778E-41,1.08643567E+06,1.35827849E+06,1.10647965E-04,1.38365134E-04,-1.08581833E+06,-1.35676693E+06,-2.95688396E-05,-5.50214596E-06,-0.00000000E+00,-0.00000000E+00,4.39385319E-07,6.69698988E-07,-0.00000000E+00,-0.00000000E+00,4.39385409E-07,6.69699386E-07,-6.86124262E+02,-1.67969506E+03,-1.11254391E-08,-1.74485661E-08,6.86125493E+01,1.67969807E+02,6.86248800E-09,1.68000000E-08,1.04981004E+06,2.98470647E-05,1.26878961E-04
9.00000000E-01,1.00000000E-01,2.36275417E-03,1.04981003E+06,2.98228226E-05,1.35425412E-04,-0.00000000E+00,-0.00000000E+00,2.80004170E-41,3.71160464E-41,1.22227023E+06,1.35834558E+06,1.24485154E-04,1.38371885E-04,-1.22148014E+06,-1.35661806E+06,-3.00969460E-05,-5.15473998E-06,-0.00000000E+00,-0.00000000E+00,5.06368097E-07,6.69897608E-07,-0.00000000E+00,-0.00000000E+00,5.06368232E-07,6.69898066E-07,-8.78089408E+02,-1.91965146E+03,-1.31199915E-08,-1.99493293E-08,8.78090984E+01,1.91965491E+02,8.78248800E-09,1.92000000E-08,1.04981003E+06,2.98228226E-05,1.35425412E-04
1.00000000E+00,1.00000000E-01,2.71162219E-03,1.04981001E+06,2.98204279E-05,1.43710922E-04,-0.00000000E+00,-0.00000000E+00,3.17121096E-41,3.71172287E-41,1.35811149E+06,1.35841264E+06,1.38323018E-04,1.38378633E-04,-1.35712706E+06,-1.35646916E+06,-3.06082288E-05,-5.09219521E-06,-0.00000000E+00,-0.00000000E+00,5.73358713E-07,6.69911946E-07,-0.00000000E+00,-0.00000000E+00,5.73358899E-07,6.69912464E-07,-1.09405019E+03,-2.15960786E+03,-1.53649758E-08,-2.24548615E-08,1.09405216E+02,2.15961174E+02,1.09424880E-08,2.16000000E-08,1.04981001E+06,2.98204279E-05,1.43710922E-04
