Time [d],dt_flow [d],dt_tran [d],Global Water Mass in Liquid Phas [kg],Global Vaq [mol],Global Vim [mol],Top Water Mass [kg],Top Water Mass [kg/d],Top Vaq [mol],Top Vaq [mol/d],Right Water Mass [kg],Right Water Mass [kg/d],Right Vaq [mol],Right Vaq [mol/d],Left Water Mass [kg],Left Water Mass [kg/d],Left Vaq [mol],Left Vaq [mol/d],North Water Mass [kg],North Water Mass [kg/d],North Vaq [mol],North Vaq [mol/d],South Water Mass [kg],South Water Mass [kg/d],South Vaq [mol],South Vaq [mol/d],ExtractWell Water Mass [kg],ExtractWell Water Mass [kg/d],ExtractWell Vaq [mol],ExtractWell Vaq [mol/d],InjectWell Water Mass [kg],InjectWell Water Mass [kg/d],InjectWell Vaq [mol],InjectWell Vaq [mol/d],Region Region__all Water Mass [kg],Region Region__all Vaq Total Mas [mol],Region Region__all Vim Total Mas [mol]
1.10000000E+00,1.00000000E-01,1.56246931E-03,1.04980944E+06,1.96692772E+01,3.95540089E+00,-0.00000000E+00,-0.00000000E+00,-5.34804873E-37,-9.71095130E-36,9.42744403E+05,8.57346162E+05,9.66607661E-05,8.79350219E-05,-9.41543897E+05,-8.55186621E+05,-2.13220151E-05,-1.42239855E-06,-0.00000000E+00,-0.00000000E+00,4.27237113E-07,4.67455882E-07,-0.00000000E+00,-0.00000000E+00,4.27237155E-07,4.67456140E-07,-1.33400617E+03,-2.39956352E+03,-1.38033956E-08,-1.04083342E-08,1.33400769E+02,2.39956624E+02,2.40000000E+01,2.40000000E+02,1.04980944E+06,1.96692772E+01,3.95540089E+00
1.20000000E+00,1.00000000E-01,3.52431796E-03,1.04980943E+06,3.28886823E+01,1.36492971E+01,-0.00000000E+00,-0.00000000E+00,-1.86627136E-36,-1.62375604E-35,1.02847921E+06,8.57348024E+05,1.05454250E-04,8.79344083E-05,-1.02706275E+06,-8.55188485E+05,-2.14502370E-05,-1.18002519E-06,-0.00000000E+00,-0.00000000E+00,4.73996090E-07,4.67678547E-07,-0.00000000E+00,-0.00000000E+00,4.73996158E-07,4.67678815E-07,-1.57396252E+03,-2.39956350E+03,-4.11681451E-08,-2.18978234E-06,1.57396431E+02,2.39956623E+02,4.80000000E+01,2.40000000E+02,1.04980943E+06,3.28886823E+01,1.36492971E+01
1.30000000E+00,1.00000000E-01,3.52451972E-03,1.04980943E+06,4.17793909E+01,2.69830010E+01,-0.00000000E+00,-0.00000000E+00,-3.73239570E-36,-2.06270303E-35,1.11421419E+06,8.57349878E+05,1.14247679E-04,8.79341107E-05,-1.11258178E+06,-8.55190339E+05,-2.15617825E-05,-1.07126828E-06,-0.00000000E+00,-0.00000000E+00,5.20768768E-07,4.67756760E-07,-0.00000000E+00,-0.00000000E+00,5.20768863E-07,4.67757034E-07,-1.81391887E+03,-2.39956349E+03,-3.95939432E-05,-1.93055247E-03,1.81392093E+02,2.39956621E+02,7.20000000E+01,2.40000000E+02,1.04980943E+06,4.17793909E+01,2.69830010E+01
1.40000000E+00,1.00000000E-01,3.52472123E-03,1.04980942E+06,4.77568044E+01,4.25596235E+01,-0.00000000E+00,-0.00000000E+00,-5.95807446E-36,-2.35781647E-35,1.19994937E+06,8.57351726E+05,1.23041104E-04,8.79342271E-05,-1.19810100E+06,-8.55192186E+05,-2.16762625E-05,-1.65447552E-06,-0.00000000E+00,-0.00000000E+00,5.67545951E-07,4.67780259E-07,-0.00000000E+00,-0.00000000E+00,5.67546074E-07,4.67780536E-07,-2.05387522E+03,-2.39956347E+03,-2.33616450E-03,-6.78049160E-02,2.05387755E+02,2.39956620E+02,9.60000000E+01,2.40000000E+02,1.04980942E+06,4.77568044E+01,4.25596235E+01
1.50000000E+00,1.00000000E-01,3.52492281E-03,1.04980941E+06,5.17598623E+01,5.94431252E+01,-0.00000000E+00,-0.00000000E+00,-8.42516526E-36,-2.55545316E-35,1.28568472E+06,8.57353568E+05,1.31834545E-04,8.79344081E-05,-1.28362040E+06,-8.55194028E+05,-2.58184076E-05,-1.85620897E-04,-0.00000000E+00,-0.00000000E+00,6.14324401E-07,4.67786310E-07,-0.00000000E+00,-0.00000000E+00,6.14324552E-07,4.67786589E-07,-2.29383157E+03,-2.39956346E+03,-2.43550844E-02,-4.19468919E-01,2.29383417E+02,2.39956618E+02,1.20000000E+02,2.40000000E+02,1.04980941E+06,5.17598623E+01,5.94431252E+01
1.60000000E+00,1.00000000E-01,3.52512449E-03,1.04980941E+06,5.44111095E+01,7.70019105E+01,-0.00000000E+00,-0.00000000E+00,-1.10531276E-35,-2.68634902E-35,1.37142026E+06,8.57355407E+05,1.40628004E-04,8.79345939E-05,-1.36913999E+06,-8.55195867E+05,-2.84676373E-04,-8.57503141E-03,-0.00000000E+00,-0.00000000E+00,6.61103164E-07,4.67787779E-07,-0.00000000E+00,-0.00000000E+00,6.61103343E-07,4.67788058E-07,-2.53378791E+03,-2.39956344E+03,-9.54469322E-02,-9.80324058E-01,2.53379078E+02,2.39956617E+02,1.44000000E+02,2.40000000E+02,1.04980941E+06,5.44111095E+01,7.70019105E+01
1.70000000E+00,1.00000000E-01,3.52532628E-03,1.04980940E+06,5.61506375E+01,9.48119966E+01,-0.00000000E+00,-0.00000000E+00,-1.37870932E-35,-2.77223201E-35,1.45715599E+06,8.57357240E+05,1.49421482E-04,8.79347797E-05,-1.45465976E+06,-8.55197700E+05,-4.80754370E-03,-1.10604726E-01,-0.00000000E+00,-0.00000000E+00,7.07882012E-07,4.67788334E-07,-0.00000000E+00,-0.00000000E+00,7.07882219E-07,4.67788612E-07,-2.77374425E+03,-2.39956342E+03,-2.15978342E-01,-1.36930042E+00,2.77374740E+02,2.39956615E+02,1.68000000E+02,2.40000000E+02,1.04980940E+06,5.61506375E+01,9.48119966E+01
1.80000000E+00,1.00000000E-01,3.52552812E-03,1.04980939E+06,5.72778779E+01,1.12595447E+02,-0.00000000E+00,-0.00000000E+00,-1.65903043E-35,-2.82788547E-35,1.54289189E+06,8.57359070E+05,1.58214979E-04,8.79349650E-05,-1.54017971E+06,-8.55199530E+05,-3.56478943E-02,-5.75177589E-01,-0.00000000E+00,-0.00000000E+00,7.54660910E-07,4.67788819E-07,-0.00000000E+00,-0.00000000E+00,7.54661144E-07,4.67789097E-07,-3.01370059E+03,-2.39956341E+03,-3.62172649E-01,-1.51926614E+00,3.01370401E+02,2.39956614E+02,1.92000000E+02,2.40000000E+02,1.04980939E+06,5.72778779E+01,1.12595447E+02
1.90000000E+00,1.00000000E-01,3.52573000E-03,1.04980939E+06,5.79672580E+01,1.30166680E+02,-0.00000000E+00,-0.00000000E+00,-1.94374080E-35,-2.86192115E-35,1.62862798E+06,8.57360897E+05,1.67008494E-04,8.79351500E-05,-1.62569985E+06,-8.55201356E+05,-1.41059879E-01,-1.56952345E+00,-0.00000000E+00,-0.00000000E+00,8.01439858E-07,4.67789365E-07,-0.00000000E+00,-0.00000000E+00,8.01440120E-07,4.67789643E-07,-3.25365693E+03,-2.39956339E+03,-5.16545711E-01,-1.55722325E+00,3.25366063E+02,2.39956612E+02,2.16000000E+02,2.40000000E+02,1.04980939E+06,5.79672580E+01,1.30166680E+02
2.00000000E+00,1.00000000E-01,3.52593188E-03,1.04980938E+06,5.83361470E+01,1.47395861E+02,-0.00000000E+00,-0.00000000E+00,-2.23098688E-35,-2.88013373E-35,1.71436426E+06,8.57362719E+05,1.75802027E-04,8.79353346E-05,-1.71122016E+06,-8.55203178E+05,-3.59994845E-01,-2.74656098E+00,-0.00000000E+00,-0.00000000E+00,8.48218863E-07,4.67789964E-07,-0.00000000E+00,-0.00000000E+00,8.48219153E-07,4.67790241E-07,-3.49361327E+03,-2.39956338E+03,-6.72737118E-01,-1.56429653E+00,3.49361724E+02,2.39956610E+02,2.40000000E+02,2.40000000E+02,1.04980938E+06,5.83361470E+01,1.47395861E+02
2.10000000E+00,1.00000000E-01,3.52613375E-03,1.04980937E+06,5.84992361E+01,1.64198601E+02,-0.00000000E+00,-0.00000000E+00,-2.51947982E-35,-2.88818567E-35,1.80010071E+06,8.57364537E+05,1.84595579E-04,8.79355188E-05,-1.79674066E+06,-8.55204997E+05,-6.83533040E-01,-3.61626383E+00,-0.00000000E+00,-0.00000000E+00,8.94997929E-07,4.67790590E-07,-0.00000000E+00,-0.00000000E+00,8.94998247E-07,4.67790868E-07,-3.73356961E+03,-2.39956336E+03,-8.29237971E-01,-1.56534923E+00,3.73357384E+02,2.39956609E+02,2.64000000E+02,2.40000000E+02,1.04980937E+06,5.84992361E+01,1.64198601E+02
2.20000000E+00,1.00000000E-01,3.52633560E-03,1.04980937E+06,5.85576050E+01,1.80533043E+02,-0.00000000E+00,-0.00000000E+00,-2.80847488E-35,-2.89106743E-35,1.88583735E+06,8.57366352E+05,1.93389150E-04,8.79357026E-05,-1.88226134E+06,-8.55206811E+05,-1.07111040E+00,-4.05615835E+00,-0.00000000E+00,-0.00000000E+00,9.41777059E-07,4.67791227E-07,-0.00000000E+00,-0.00000000E+00,9.41777404E-07,4.67791505E-07,-3.97352594E+03,-2.39956335E+03,-9.85782057E-01,-1.56548303E+00,3.97353045E+02,2.39956607E+02,2.88000000E+02,2.40000000E+02,1.04980937E+06,5.85576050E+01,1.80533043E+02
2.30000000E+00,1.00000000E-01,3.52653743E-03,1.04980936E+06,5.85746035E+01,1.96388487E+02,-0.00000000E+00,-0.00000000E+00,-3.09763431E-35,-2.89190667E-35,1.97157416E+06,8.57368163E+05,2.02182738E-04,8.79358860E-05,-1.96778221E+06,-8.55208622E+05,-1.48673720E+00,-4.21974785E+00,-0.00000000E+00,-0.00000000E+00,9.88556251E-07,4.67791865E-07,-0.00000000E+00,-0.00000000E+00,9.88556624E-07,4.67792142E-07,-4.21348227E+03,-2.39956333E+03,-1.14233148E+00,-1.56549953E+00,4.21348706E+02,2.39956606E+02,3.12000000E+02,2.40000000E+02,1.04980936E+06,5.85746035E+01,1.96388487E+02
2.40000000E+00,1.00000000E-01,3.52673923E-03,1.04980935E+06,5.85786842E+01,2.11770519E+02,-0.00000000E+00,-0.00000000E+00,-3.38683790E-35,-2.89210814E-35,2.05731116E+06,8.57369971E+05,2.10976345E-04,8.79360691E-05,-2.05330325E+06,-8.55210430E+05,-1.91169023E+00,-4.26705917E+00,-0.00000000E+00,-0.00000000E+00,1.03533551E-06,4.67792498E-07,-0.00000000E+00,-0.00000000E+00,1.03533591E-06,4.67792775E-07,-4.45343860E+03,-2.39956331E+03,-1.29888166E+00,-1.56550293E+00,4.45344366E+02,2.39956604E+02,3.36000000E+02,2.40000000E+02,1.04980935E+06,5.85786842E+01,2.11770519E+02
2.50000000E+00,1.00000000E-01,3.52694102E-03,1.04980935E+06,5.85794836E+01,2.26690852E+02,-0.00000000E+00,-0.00000000E+00,-3.67605132E-35,-2.89214760E-35,2.14304834E+06,8.57371774E+05,2.19769970E-04,8.79362518E-05,-2.13882447E+06,-8.55212233E+05,-2.33911280E+00,-4.27819310E+00,-0.00000000E+00,-0.00000000E+00,1.08211482E-06,4.67793124E-07,-0.00000000E+00,-0.00000000E+00,1.08211525E-06,4.67793401E-07,-4.69339493E+03,-2.39956330E+03,-1.45543207E+00,-1.56550500E+00,4.69340027E+02,2.39956603E+02,3.60000000E+02,2.40000000E+02,1.04980935E+06,5.85794836E+01,2.26690852E+02
2.60000000E+00,1.00000000E-01,3.52714278E-03,1.04980934E+06,5.85795847E+01,2.41162772E+02,-0.00000000E+00,-0.00000000E+00,-3.96526644E-35,-2.89215260E-35,2.22878569E+06,8.57373575E+05,2.28563614E-04,8.79364342E-05,-2.22434588E+06,-8.55214034E+05,-2.76707777E+00,-4.28041491E+00,-0.00000000E+00,-0.00000000E+00,1.12889420E-06,4.67793743E-07,-0.00000000E+00,-0.00000000E+00,1.12889466E-06,4.67794021E-07,-4.93335126E+03,-2.39956328E+03,-1.61198269E+00,-1.56550694E+00,4.93335687E+02,2.39956601E+02,3.84000000E+02,2.40000000E+02,1.04980934E+06,5.85795847E+01,2.41162772E+02
2.70000000E+00,1.00000000E-01,3.52734453E-03,1.04980933E+06,5.85795580E+01,2.55199642E+02,-0.00000000E+00,-0.00000000E+00,-4.25448164E-35,-2.89215128E-35,2.31452323E+06,8.57375372E+05,2.37357275E-04,8.79366162E-05,-2.30986746E+06,-8.55215830E+05,-3.19514601E+00,-4.28081584E+00,-0.00000000E+00,-0.00000000E+00,1.17567365E-06,4.67794356E-07,-0.00000000E+00,-0.00000000E+00,1.17567413E-06,4.67794633E-07,-5.17330759E+03,-2.39956327E+03,-1.76853350E+00,-1.56550887E+00,5.17331347E+02,2.39956600E+02,4.08000000E+02,2.40000000E+02,1.04980933E+06,5.85795580E+01,2.55199642E+02
2.80000000E+00,1.00000000E-01,3.52754625E-03,1.04980933E+06,5.85795108E+01,2.68814521E+02,-0.00000000E+00,-0.00000000E+00,-4.54369664E-35,-2.89214895E-35,2.40026095E+06,8.57377165E+05,2.46150955E-04,8.79367978E-05,-2.39538922E+06,-8.55217624E+05,-3.62323318E+00,-4.28089748E+00,-0.00000000E+00,-0.00000000E+00,1.22245315E-06,4.67794961E-07,-0.00000000E+00,-0.00000000E+00,1.22245366E-06,4.67795239E-07,-5.41326391E+03,-2.39956325E+03,-1.92508450E+00,-1.56551081E+00,5.41327006E+02,2.39956598E+02,4.32000000E+02,2.40000000E+02,1.04980933E+06,5.85795108E+01,2.68814521E+02
2.90000000E+00,1.00000000E-01,3.52774795E-03,1.04980932E+06,5.85794606E+01,2.82020090E+02,-0.00000000E+00,-0.00000000E+00,-4.83291140E-35,-2.89214647E-35,2.48599884E+06,8.57378955E+05,2.54944653E-04,8.79369791E-05,-2.48091116E+06,-8.55219413E+05,-4.05132521E+00,-4.28092978E+00,-0.00000000E+00,-0.00000000E+00,1.26923271E-06,4.67795560E-07,-0.00000000E+00,-0.00000000E+00,1.26923325E-06,4.67795837E-07,-5.65322024E+03,-2.39956323E+03,-2.08163569E+00,-1.56551274E+00,5.65322666E+02,2.39956596E+02,4.56000000E+02,2.40000000E+02,1.04980932E+06,5.85794606E+01,2.82020090E+02
3.00000000E+00,1.00000000E-01,3.52794963E-03,1.04980931E+06,5.85794100E+01,2.94828656E+02,-0.00000000E+00,-0.00000000E+00,-5.12212591E-35,-2.89214397E-35,2.57173692E+06,8.57380741E+05,2.63738369E-04,8.79371601E-05,-2.56643328E+06,-8.55221200E+05,-4.47942001E+00,-4.28095522E+00,-0.00000000E+00,-0.00000000E+00,1.31601233E-06,4.67796152E-07,-0.00000000E+00,-0.00000000E+00,1.31601290E-06,4.67796429E-07,-5.89317656E+03,-2.39956322E+03,-2.23818708E+00,-1.56551467E+00,5.89318326E+02,2.39956595E+02,4.80000000E+02,2.40000000E+02,1.04980931E+06,5.85794100E+01,2.94828656E+02
3.10000000E+00,1.00000000E-01,3.52815129E-03,1.04980931E+06,5.85793594E+01,3.07252152E+02,-0.00000000E+00,-0.00000000E+00,-5.41134017E-35,-2.89214148E-35,2.65747517E+06,8.57382524E+05,2.72532103E-04,8.79373407E-05,-2.65195558E+06,-8.55222983E+05,-4.90751729E+00,-4.28097979E+00,-0.00000000E+00,-0.00000000E+00,1.36279201E-06,4.67796737E-07,-0.00000000E+00,-0.00000000E+00,1.36279260E-06,4.67797014E-07,-6.13313288E+03,-2.39956320E+03,-2.39473867E+00,-1.56551660E+00,6.13313985E+02,2.39956593E+02,5.04000000E+02,2.40000000E+02,1.04980931E+06,5.85793594E+01,3.07252152E+02
3.20000000E+00,1.00000000E-01,3.52835292E-03,1.04980930E+06,5.85793088E+01,3.19302156E+02,-0.00000000E+00,-0.00000000E+00,-5.70055418E-35,-2.89213898E-35,2.74321360E+06,8.57384304E+05,2.81325856E-04,8.79375210E-05,-2.73747806E+06,-8.55224763E+05,-5.33561701E+00,-4.28100425E+00,-0.00000000E+00,-0.00000000E+00,1.40957175E-06,4.67797316E-07,-0.00000000E+00,-0.00000000E+00,1.40957237E-06,4.67797593E-07,-6.37308920E+03,-2.39956319E+03,-2.55129044E+00,-1.56551854E+00,6.37309644E+02,2.39956592E+02,5.28000000E+02,2.40000000E+02,1.04980930E+06,5.85793088E+01,3.19302156E+02
3.30000000E+00,1.00000000E-01,3.52855454E-03,1.04980930E+06,5.85792582E+01,3.30989896E+02,-0.00000000E+00,-0.00000000E+00,-5.98976794E-35,-2.89213648E-35,2.82895221E+06,8.57386081E+05,2.90119626E-04,8.79377009E-05,-2.82300071E+06,-8.55226539E+05,-5.76371919E+00,-4.28102870E+00,-0.00000000E+00,-0.00000000E+00,1.45635154E-06,4.67797888E-07,-0.00000000E+00,-0.00000000E+00,1.45635219E-06,4.67798166E-07,-6.61304552E+03,-2.39956317E+03,-2.70784241E+00,-1.56552047E+00,6.61305303E+02,2.39956590E+02,5.52000000E+02,2.40000000E+02,1.04980930E+06,5.85792582E+01,3.30989896E+02
3.40000000E+00,1.00000000E-01,3.52875613E-03,1.04980929E+06,5.85792076E+01,3.42326263E+02,-0.00000000E+00,-0.00000000E+00,-6.27898145E-35,-2.89213398E-35,2.91469099E+06,8.57387854E+05,2.98913414E-04,8.79378806E-05,-2.90852354E+06,-8.55228312E+05,-6.19182380E+00,-4.28105315E+00,-0.00000000E+00,-0.00000000E+00,1.50313139E-06,4.67798455E-07,-0.00000000E+00,-0.00000000E+00,1.50313207E-06,4.67798732E-07,-6.85300183E+03,-2.39956316E+03,-2.86439457E+00,-1.56552240E+00,6.85300962E+02,2.39956589E+02,5.76000000E+02,2.40000000E+02,1.04980929E+06,5.85792076E+01,3.42326263E+02
3.50000000E+00,1.00000000E-01,3.52895770E-03,1.04980928E+06,5.85791570E+01,3.53321821E+02,-0.00000000E+00,-0.00000000E+00,-6.56819471E-35,-2.89213148E-35,3.00042996E+06,8.57389624E+05,3.07707220E-04,8.79380598E-05,-2.99404655E+06,-8.55230082E+05,-6.61993087E+00,-4.28107759E+00,-0.00000000E+00,-0.00000000E+00,1.54991130E-06,4.67799015E-07,-0.00000000E+00,-0.00000000E+00,1.54991200E-06,4.67799292E-07,-7.09295815E+03,-2.39956314E+03,-3.02094692E+00,-1.56552433E+00,7.09296621E+02,2.39956587E+02,6.00000000E+02,2.40000000E+02,1.04980928E+06,5.85791570E+01,3.53321821E+02
3.60000000E+00,1.00000000E-01,3.52915925E-03,1.04980928E+06,5.85791064E+01,3.63986814E+02,-0.00000000E+00,-0.00000000E+00,-6.85740772E-35,-2.89212898E-35,3.08616909E+06,8.57391391E+05,3.16501044E-04,8.79382388E-05,-3.07956974E+06,-8.55231849E+05,-7.04804037E+00,-4.28110203E+00,-0.00000000E+00,-0.00000000E+00,1.59669126E-06,4.67799569E-07,-0.00000000E+00,-0.00000000E+00,1.59669199E-06,4.67799847E-07,-7.33291446E+03,-2.39956312E+03,-3.17749947E+00,-1.56552626E+00,7.33292279E+02,2.39956586E+02,6.24000000E+02,2.40000000E+02,1.04980928E+06,5.85791064E+01,3.63986814E+02
3.70000000E+00,1.00000000E-01,3.52936078E-03,1.04980927E+06,5.85790558E+01,3.74331181E+02,-0.00000000E+00,-0.00000000E+00,-7.14662048E-35,-2.89212648E-35,3.17190841E+06,8.57393155E+05,3.25294886E-04,8.79384175E-05,-3.16509310E+06,-8.55233612E+05,-7.47615232E+00,-4.28112647E+00,-0.00000000E+00,-0.00000000E+00,1.64347128E-06,4.67800118E-07,-0.00000000E+00,-0.00000000E+00,1.64347204E-06,4.67800395E-07,-7.57287077E+03,-2.39956311E+03,-3.33405221E+00,-1.56552819E+00,7.57287938E+02,2.39956584E+02,6.48000000E+02,2.40000000E+02,1.04980927E+06,5.85790558E+01,3.74331181E+02
