Time [d],dt_flow [d],dt_tran [d],Global Water Mass in Liquid Phas [kg],Global Vaq [mol],Global Vim [mol],Top Water Mass [kg],Top Water Mass [kg/d],Top Vaq [mol],Top Vaq [mol/d],Right Water Mass [kg],Right Water Mass [kg/d],Right Vaq [mol],Right Vaq [mol/d],Left Water Mass [kg],Left Water Mass [kg/d],Left Vaq [mol],Left Vaq [mol/d],North Water Mass [kg],North Water Mass [kg/d],North Vaq [mol],North Vaq [mol/d],South Water Mass [kg],South Water Mass [kg/d],South Vaq [mol],South Vaq [mol/d],ExtractWell Water Mass [kg],ExtractWell Water Mass [kg/d],ExtractWell Vaq [mol],ExtractWell Vaq [mol/d],InjectWell Water Mass [kg],InjectWell Water Mass [kg/d],InjectWell Vaq [mol],InjectWell Vaq [mol/d],Region Region__all Water Mass [kg],Region Region__all Vaq Total Mas [mol],Region Region__all Vim Total Mas [mol]
1.00000000E-01,3.70000000E-02,1.27466949E-03,1.04981122E+06,6.73740765E-05,3.97480430E-05,-0.00000000E+00,-0.00000000E+00,1.05712361E-42,1.85764559E-41,2.15186738E+05,2.15190167E+06,2.17917173E-05,2.18107180E-04,-2.15178969E+05,-2.15176632E+06,-1.68076350E-05,-1.29551325E-04,-0.00000000E+00,-0.00000000E+00,3.04937332E-08,5.34827071E-07,-0.00000000E+00,-0.00000000E+00,3.04937329E-08,5.34827061E-07,-8.71762425E+00,-1.51172673E+02,-6.22563146E-10,-9.09360938E-09,8.71764870E-01,1.51173098E+01,8.71920000E-11,1.51200000E-09,1.04981122E+06,6.73740765E-05,3.97480430E-05
2.00000000E-01,3.60000000E-02,3.57756810E-04,1.04981116E+06,4.99180817E-05,6.56324989E-05,-0.00000000E+00,-0.00000000E+00,3.40985776E-42,2.71947300E-41,4.30383707E+05,2.15200315E+06,4.36031457E-05,2.18117679E-04,-4.30349426E+05,-2.15164955E+06,-2.69345733E-05,-7.81727590E-05,-0.00000000E+00,-0.00000000E+00,9.80675111E-08,7.79654509E-07,-0.00000000E+00,-0.00000000E+00,9.80675091E-08,7.79654496E-07,-3.82418856E+01,-3.93528837E+02,-1.96809178E-09,-1.42407132E-08,3.82419936E+00,3.93529952E+01,3.82488000E-10,3.93600000E-09,1.04981116E+06,4.99180817E-05,6.56324989E-05
3.00000000E-01,1.00000000E-01,1.26302218E-03,1.04981111E+06,4.25049719E-05,8.51930866E-05,-0.00000000E+00,-0.00000000E+00,6.34320965E-42,3.08546882E-41,6.45589562E+05,2.15205855E+06,6.54154713E-05,2.18123252E-04,-6.45512138E+05,-2.15162712E+06,-3.30556604E-05,-4.73611825E-05,-0.00000000E+00,-0.00000000E+00,1.82040696E-07,8.82269140E-07,-0.00000000E+00,-0.00000000E+00,1.82040696E-07,8.82269213E-07,-8.62332048E+01,-4.79913192E+02,-3.34095038E-09,-1.10616866E-08,8.62334492E+00,4.79914556E+01,8.62488000E-10,4.80000000E-09,1.04981111E+06,4.25049719E-05,8.51930866E-05
4.00000000E-01,1.00000000E-01,1.49011490E-03,1.04981106E+06,3.98842280E-05,1.01963570E-04,-0.00000000E+00,-0.00000000E+00,9.50721408E-42,3.21485868E-41,8.60804518E+05,2.15214956E+06,8.72287121E-05,2.18132403E-04,-8.60662352E+05,-2.15150214E+06,-3.67829167E-05,-2.92343029E-05,-0.00000000E+00,-0.00000000E+00,2.72445172E-07,9.18085192E-07,-0.00000000E+00,-0.00000000E+00,2.72445190E-07,9.18085416E-07,-1.58220180E+02,-7.19869756E+02,-4.84068203E-09,-1.42524698E-08,1.58220630E+01,7.19871804E+01,1.58248800E-09,7.20000000E-09,1.04981106E+06,3.98842280E-05,1.01963570E-04
5.00000000E-01,1.00000000E-01,1.71850166E-03,1.04981102E+06,3.92806569E-05,1.17558593E-04,-0.00000000E+00,-0.00000000E+00,1.27416052E-41,3.24465785E-41,1.07602847E+06,2.15223950E+06,1.09042857E-04,2.18141446E-04,-1.07579996E+06,-2.15137610E+06,-3.92251786E-05,-2.13349700E-05,-0.00000000E+00,-0.00000000E+00,3.64788759E-07,9.26237415E-07,-0.00000000E+00,-0.00000000E+00,3.64788807E-07,9.26237743E-07,-2.54202811E+02,-9.59826301E+02,-6.72706739E-09,-1.88208568E-08,2.54203533E+01,9.59829032E+01,2.54248800E-09,9.60000000E-09,1.04981102E+06,3.92806569E-05,1.17558593E-04
6.00000000E-01,1.00000000E-01,3.38429371E-04,1.04981098E+06,3.92160558E-05,1.32565347E-04,-0.00000000E+00,-0.00000000E+00,1.59885465E-41,3.24784730E-41,1.29126137E+06,2.15232901E+06,1.30857902E-04,2.18150445E-04,-1.29092493E+06,-2.15124964E+06,-4.12593749E-05,-1.98926820E-05,-0.00000000E+00,-0.00000000E+00,4.57474463E-07,9.27102164E-07,-0.00000000E+00,-0.00000000E+00,4.57474551E-07,9.27102579E-07,-3.74181093E+02,-1.19978283E+03,-9.07967847E-09,-2.35276227E-08,3.74182157E+01,1.19978624E+02,3.74248800E-09,1.20000000E-08,1.04981098E+06,3.92160558E-05,1.32565347E-04
7.00000000E-01,1.00000000E-01,5.68394835E-04,1.04981093E+06,3.92140806E-05,1.47111604E-04,-0.00000000E+00,-0.00000000E+00,1.92364779E-41,3.24794482E-41,1.50650320E+06,2.15241835E+06,1.52673846E-04,2.18159428E-04,-1.50603723E+06,-2.15112301E+06,-4.32416929E-05,-1.98000795E-05,-0.00000000E+00,-0.00000000E+00,5.50187061E-07,9.27130222E-07,-0.00000000E+00,-0.00000000E+00,5.50187198E-07,9.27130724E-07,-5.18155026E+02,-1.43973933E+03,-1.19034056E-08,-2.82401164E-08,5.18156500E+01,1.43974343E+02,5.18248800E-09,1.44000000E-08,1.04981093E+06,3.92140806E-05,1.47111604E-04
8.00000000E-01,1.00000000E-01,7.97298806E-04,1.04981089E+06,3.92150304E-05,1.61220738E-04,-0.00000000E+00,-0.00000000E+00,2.24843974E-41,3.24789793E-41,1.72175396E+06,2.15250758E+06,1.74490686E-04,2.18168399E-04,-1.72113686E+06,-2.15099629E+06,-4.52214186E-05,-1.97970290E-05,-0.00000000E+00,-0.00000000E+00,6.42899523E-07,9.27119524E-07,-0.00000000E+00,-0.00000000E+00,6.42899717E-07,9.27120115E-07,-6.86124608E+02,-1.67969582E+03,-1.51985685E-08,-3.29549466E-08,6.86126560E+01,1.67970060E+02,6.86248800E-09,1.68000000E-08,1.04981089E+06,3.92150304E-05,1.61220738E-04
9.00000000E-01,1.00000000E-01,1.02514944E-03,1.04981085E+06,3.92160420E-05,1.74906245E-04,-0.00000000E+00,-0.00000000E+00,2.57322676E-41,3.24784799E-41,1.93701364E+06,2.15259674E+06,1.96308423E-04,2.18177363E-04,-1.93622380E+06,-2.15086948E+06,-4.72010253E-05,-1.97963634E-05,-0.00000000E+00,-0.00000000E+00,7.35610837E-07,9.27107898E-07,-0.00000000E+00,-0.00000000E+00,7.35611097E-07,9.27108576E-07,-8.78089836E+02,-1.91965228E+03,-1.89653966E-08,-3.76720624E-08,8.78092334E+01,1.91965775E+02,8.78248800E-09,1.92000000E-08,1.04981085E+06,3.92160420E-05,1.74906245E-04
1.00000000E+00,1.00000000E-01,1.25195468E-03,1.04981080E+06,3.92170532E-05,1.88180870E-04,-0.00000000E+00,-0.00000000E+00,2.89800879E-41,3.24779806E-41,2.15228222E+06,2.15268584E+06,2.18127055E-04,2.18186321E-04,-2.15129807E+06,-2.15074261E+06,-4.91805678E-05,-1.97957266E-05,-0.00000000E+00,-0.00000000E+00,8.28320975E-07,9.27096159E-07,-0.00000000E+00,-0.00000000E+00,8.28321310E-07,9.27096924E-07,-1.09405071E+03,-2.15960873E+03,-2.32041173E-08,-4.23914493E-08,1.09405382E+02,2.15961488E+02,1.09424880E-08,2.16000000E-08,1.04981080E+06,3.92170532E-05,1.88180870E-04
