Time [d],dt_flow [d],dt_tran [d],Global Water Mass in Liquid Phas [kg],Global Vaq [mol],Global Vim [mol],Top Water Mass [kg],Top Water Mass [kg/d],Top Vaq [mol],Top Vaq [mol/d],Right Water Mass [kg],Right Water Mass [kg/d],Right Vaq [mol],Right Vaq [mol/d],Left Water Mass [kg],Left Water Mass [kg/d],Left Vaq [mol],Left Vaq [mol/d],North Water Mass [kg],North Water Mass [kg/d],North Vaq [mol],North Vaq [mol/d],South Water Mass [kg],South Water Mass [kg/d],South Vaq [mol],South Vaq [mol/d],ExtractWell Water Mass [kg],ExtractWell Water Mass [kg/d],ExtractWell Vaq [mol],ExtractWell Vaq [mol/d],InjectWell Water Mass [kg],InjectWell Water Mass [kg/d],InjectWell Vaq [mol],InjectWell Vaq [mol/d],Region Region__all Water Mass [kg],Region Region__all Vaq Total Mas [mol],Region Region__all Vim Total Mas [mol]
1.10000000E+00,1.00000000E-01,2.24865463E-04,1.04980712E+06,1.18642681E+01,6.72089319E+00,-0.00000000E+00,-0.00000000E+00,-4.12264247E-37,-5.85750681E-36,1.49871678E+07,1.36627472E+07,1.50431507E-03,1.37138331E-03,-1.49859867E+07,-1.36606052E+07,-5.03303712E+00,-1.38856760E+02,-0.00000000E+00,-0.00000000E+00,2.64653765E-06,2.46049187E-06,-0.00000000E+00,-0.00000000E+00,2.64653809E-06,2.46049268E-06,-1.33400238E+03,-2.39954414E+03,-4.99624389E-02,-8.08433741E-01,1.33402632E+02,2.39958720E+02,2.40000000E+01,2.40000000E+02,1.04980712E+06,1.18642681E+01,6.72089319E+00
1.20000000E+00,1.00000000E-01,2.55927961E-05,1.04980536E+06,1.18591660E+01,1.60308109E+01,-0.00000000E+00,-0.00000000E+00,-9.97847993E-37,-5.85498781E-36,1.63541844E+07,1.36701660E+07,1.64152793E-03,1.37212858E-03,-1.63527892E+07,-1.36680240E+07,-1.89367323E+01,-1.39000688E+02,-0.00000000E+00,-0.00000000E+00,2.89265787E-06,2.46105503E-06,-0.00000000E+00,-0.00000000E+00,2.89265840E-06,2.46105583E-06,-1.57395638E+03,-2.39953999E+03,-1.30785528E-01,-8.08076821E-01,1.57398463E+02,2.39958305E+02,4.80000000E+01,2.40000000E+02,1.04980536E+06,1.18591660E+01,1.60308109E+01
1.30000000E+00,1.00000000E-01,8.12766951E-05,1.04980359E+06,1.18536101E+01,2.50582166E+01,-0.00000000E+00,-0.00000000E+00,-1.58315819E-36,-5.85224478E-36,1.77219418E+07,1.36775737E+07,1.77881521E-03,1.37287275E-03,-1.77203323E+07,-1.36754318E+07,-3.28435982E+01,-1.39027990E+02,-0.00000000E+00,-0.00000000E+00,3.13883351E-06,2.46161105E-06,-0.00000000E+00,-0.00000000E+00,3.13883412E-06,2.46161185E-06,-1.81390996E+03,-2.39953582E+03,-2.11572969E-01,-8.07720459E-01,1.81394252E+02,2.39957888E+02,7.20000000E+01,2.40000000E+02,1.04980359E+06,1.18536101E+01,2.50582166E+01
1.40000000E+00,1.00000000E-01,1.36937504E-04,1.04980181E+06,1.18480558E+01,3.38115948E+01,-0.00000000E+00,-0.00000000E+00,-2.16819409E-36,-5.84950255E-36,1.90904388E+07,1.36849706E+07,1.91617679E-03,1.37361583E-03,-1.90886152E+07,-1.36828287E+07,-4.67531935E+01,-1.39055289E+02,-0.00000000E+00,-0.00000000E+00,3.38506388E-06,2.46216010E-06,-0.00000000E+00,-0.00000000E+00,3.38506456E-06,2.46216090E-06,-2.05386313E+03,-2.39953164E+03,-2.92324768E-01,-8.07364171E-01,2.05389999E+02,2.39957470E+02,9.60000000E+01,2.40000000E+02,1.04980181E+06,1.18480558E+01,3.38115948E+01
1.50000000E+00,1.00000000E-01,1.92573545E-04,1.04980004E+06,1.18425031E+01,4.22991885E+01,-0.00000000E+00,-0.00000000E+00,-2.75295578E-36,-5.84676113E-36,2.04596745E+07,1.36923568E+07,2.05361258E-03,1.37435786E-03,-2.04576367E+07,-1.36902149E+07,-6.06655179E+01,-1.39082586E+02,-0.00000000E+00,-0.00000000E+00,3.63134829E-06,2.46270231E-06,-0.00000000E+00,-0.00000000E+00,3.63134905E-06,2.46270311E-06,-2.29381587E+03,-2.39952744E+03,-3.73040934E-01,-8.07007965E-01,2.29385704E+02,2.39957051E+02,1.20000000E+02,2.40000000E+02,1.04980004E+06,1.18425031E+01,4.22991885E+01
1.60000000E+00,1.00000000E-01,2.48184762E-04,1.04979826E+06,1.18369521E+01,5.05289923E+01,-0.00000000E+00,-0.00000000E+00,-3.33744334E-36,-5.84402051E-36,2.18296478E+07,1.36997325E+07,2.19112247E-03,1.37509883E-03,-2.18273958E+07,-1.36975907E+07,-7.45805711E+01,-1.39109881E+02,-0.00000000E+00,-0.00000000E+00,3.87768607E-06,2.46323783E-06,-0.00000000E+00,-0.00000000E+00,3.87768691E-06,2.46323863E-06,-2.53376820E+03,-2.39952323E+03,-4.53721475E-01,-8.06651842E-01,2.53381367E+02,2.39956629E+02,1.44000000E+02,2.40000000E+02,1.04979826E+06,1.18369521E+01,5.05289923E+01
1.70000000E+00,1.00000000E-01,4.94440166E-05,1.04979648E+06,1.18314027E+01,5.85087610E+01,-0.00000000E+00,-0.00000000E+00,-3.92165685E-36,-5.84128070E-36,2.32003576E+07,1.37070979E+07,2.32870635E-03,1.37583879E-03,-2.31978914E+07,-1.37049561E+07,-8.84983529E+01,-1.39137173E+02,-0.00000000E+00,-0.00000000E+00,4.12407659E-06,2.46376679E-06,-0.00000000E+00,-0.00000000E+00,4.12407751E-06,2.46376759E-06,-2.77372010E+03,-2.39951900E+03,-5.34366398E-01,-8.06295803E-01,2.77376987E+02,2.39956207E+02,1.68000000E+02,2.40000000E+02,1.04979648E+06,1.18314027E+01,5.85087610E+01
1.80000000E+00,1.00000000E-01,1.05146847E-04,1.04979469E+06,1.18258550E+01,6.62460156E+01,-0.00000000E+00,-0.00000000E+00,-4.50559638E-36,-5.83854170E-36,2.45718029E+07,1.37144531E+07,2.46636412E-03,1.37657773E-03,-2.45691225E+07,-1.37123114E+07,-1.02418863E+02,-1.39164463E+02,-0.00000000E+00,-0.00000000E+00,4.37051919E-06,2.46428933E-06,-0.00000000E+00,-0.00000000E+00,4.37052019E-06,2.46429013E-06,-3.01367157E+03,-2.39951476E+03,-6.14975713E-01,-8.05939846E-01,3.01372565E+02,2.39955782E+02,1.92000000E+02,2.40000000E+02,1.04979469E+06,1.18258550E+01,6.62460156E+01
1.90000000E+00,1.00000000E-01,1.60824673E-04,1.04979291E+06,1.18203089E+01,7.37480508E+01,-0.00000000E+00,-0.00000000E+00,-5.08926202E-36,-5.83580351E-36,2.59439827E+07,1.37217984E+07,2.60409569E-03,1.37731567E-03,-2.59410882E+07,-1.37196566E+07,-1.16342101E+02,-1.39191750E+02,-0.00000000E+00,-0.00000000E+00,4.61701325E-06,2.46480557E-06,-0.00000000E+00,-0.00000000E+00,4.61701433E-06,2.46480637E-06,-3.25362262E+03,-2.39951050E+03,-6.95549428E-01,-8.05583972E-01,3.25368101E+02,2.39955356E+02,2.16000000E+02,2.40000000E+02,1.04979291E+06,1.18203089E+01,7.37480508E+01
2.00000000E+00,1.00000000E-01,2.16477528E-04,1.04979112E+06,1.18147644E+01,8.10219422E+01,-0.00000000E+00,-0.00000000E+00,-5.67265386E-36,-5.83306612E-36,2.73168961E+07,1.37291338E+07,2.74190096E-03,1.37805264E-03,-2.73137874E+07,-1.37269921E+07,-1.30268068E+02,-1.39219035E+02,-0.00000000E+00,-0.00000000E+00,4.86355816E-06,2.46531565E-06,-0.00000000E+00,-0.00000000E+00,4.86355932E-06,2.46531645E-06,-3.49357325E+03,-2.39950623E+03,-7.76087550E-01,-8.05228179E-01,3.49363594E+02,2.39954929E+02,2.40000000E+02,2.40000000E+02,1.04979112E+06,1.18147644E+01,8.10219422E+01
2.10000000E+00,1.00000000E-01,2.72105415E-04,1.04978933E+06,1.18092215E+01,8.80745522E+01,-0.00000000E+00,-0.00000000E+00,-6.25577196E-36,-5.83032954E-36,2.86905420E+07,1.37364596E+07,2.87977982E-03,1.37878864E-03,-2.86872192E+07,-1.37343179E+07,-1.44196761E+02,-1.39246317E+02,-0.00000000E+00,-0.00000000E+00,5.11015332E-06,2.46581969E-06,-0.00000000E+00,-0.00000000E+00,5.11015456E-06,2.46582049E-06,-3.73352344E+03,-2.39950194E+03,-8.56590089E-01,-8.04872469E-01,3.73359044E+02,2.39954500E+02,2.64000000E+02,2.40000000E+02,1.04978933E+06,1.18092215E+01,8.80745522E+01
