Time [d],dt_flow [d],dt_tran [d],Global Water Mass in Liquid Phas [kg],Global Vaq [mol],Global Vim [mol],Top Water Mass [kg],Top Water Mass [kg/d],Top Vaq [mol],Top Vaq [mol/d],Right Water Mass [kg],Right Water Mass [kg/d],Right Vaq [mol],Right Vaq [mol/d],Left Water Mass [kg],Left Water Mass [kg/d],Left Vaq [mol],Left Vaq [mol/d],North Water Mass [kg],North Water Mass [kg/d],North Vaq [mol],North Vaq [mol/d],South Water Mass [kg],South Water Mass [kg/d],South Vaq [mol],South Vaq [mol/d],ExtractWell Water Mass [kg],ExtractWell Water Mass [kg/d],ExtractWell Vaq [mol],ExtractWell Vaq [mol/d],InjectWell Water Mass [kg],InjectWell Water Mass [kg/d],InjectWell Vaq [mol],InjectWell Vaq [mol/d],Region Region__all Water Mass [kg],Region Region__all Vaq Total Mas [mol],Region Region__all Vim Total Mas [mol]
1.00000000E-01,3.70000000E-02,1.49035368E-04,1.04983255E+06,8.39666528E-05,7.98524583E-05,-0.00000000E+00,-0.00000000E+00,8.79734460E-43,1.03844640E-41,2.15417259E+06,2.15530383E+07,2.15996640E-04,2.16113972E-03,-2.15416971E+06,-2.15529462E+07,-1.54048481E-04,-1.36278595E-03,-0.00000000E+00,-0.00000000E+00,2.50409343E-07,2.95075075E-06,-0.00000000E+00,-0.00000000E+00,2.50409345E-07,2.95075079E-06,-8.71773249E+00,-1.51174447E+02,-6.47013966E-10,-1.10866696E-08,8.71798033E-01,1.51178746E+01,8.71920000E-11,1.51200000E-09,1.04983255E+06,8.39666528E-05,7.98524583E-05
2.00000000E-01,3.60000000E-02,1.97393803E-05,1.04982813E+06,8.39827602E-05,1.54166589E-04,-0.00000000E+00,-0.00000000E+00,1.91767512E-42,1.03765116E-41,4.31179572E+06,2.15831863E+07,4.32343492E-04,2.16416684E-03,-4.31177066E+06,-2.15828763E+07,-2.90507572E-04,-1.36524059E-03,-0.00000000E+00,-0.00000000E+00,5.45654146E-07,2.95257035E-06,-0.00000000E+00,-0.00000000E+00,5.45654156E-07,2.95257045E-06,-3.82422404E+01,-3.93531815E+02,-2.81265807E-09,-2.88686804E-08,3.82433279E+00,3.93543007E+01,3.82488000E-10,3.93600000E-09,1.04982813E+06,8.39827602E-05,1.54166589E-04
3.00000000E-01,1.00000000E-01,1.49596889E-04,1.04982367E+06,8.39992459E-05,2.26312222E-04,-0.00000000E+00,-0.00000000E+00,2.95463906E-42,1.03683723E-41,6.47312203E+06,2.16132631E+07,6.49062186E-04,2.16718691E-03,-6.47305821E+06,-2.16128754E+07,-4.27268844E-04,-1.36775224E-03,-0.00000000E+00,-0.00000000E+00,8.41119363E-07,2.95430714E-06,-0.00000000E+00,-0.00000000E+00,8.41119386E-07,2.95430727E-06,-8.62337203E+01,-4.79914798E+02,-6.33406142E-09,-3.52156601E-08,8.62361724E+00,4.79928445E+01,8.62488000E-10,4.80000000E-09,1.04982367E+06,8.39992459E-05,2.26312222E-04
4.00000000E-01,1.00000000E-01,1.51280100E-04,1.04981919E+06,8.40152988E-05,2.96342075E-04,-0.00000000E+00,-0.00000000E+00,3.99080899E-42,1.03604468E-41,8.63745814E+06,2.16433611E+07,8.66083110E-04,2.17020920E-03,-8.63733396E+06,-2.16427576E+07,-5.64275924E-04,-1.37020629E-03,-0.00000000E+00,-0.00000000E+00,1.13676006E-06,2.95606932E-06,-0.00000000E+00,-0.00000000E+00,1.13676010E-06,2.95606951E-06,-1.58220630E+02,-7.19869095E+02,-1.16176591E-08,-5.28384321E-08,1.58225129E+01,7.19889563E+01,1.58248800E-09,7.20000000E-09,1.04981919E+06,8.40152988E-05,2.96342075E-04
5.00000000E-01,1.00000000E-01,1.53213540E-04,1.04981467E+06,8.40313103E-05,3.64319696E-04,-0.00000000E+00,-0.00000000E+00,5.02618791E-42,1.03525417E-41,1.08048024E+07,2.16734430E+07,1.08340611E-03,2.17322996E-03,-1.08045963E+07,-2.16726238E+07,-7.01528361E-04,-1.37265952E-03,-0.00000000E+00,-0.00000000E+00,1.43257424E-06,2.95780869E-06,-0.00000000E+00,-0.00000000E+00,1.43257431E-06,2.95780895E-06,-2.54202758E+02,-9.59821283E+02,-1.86644437E-08,-7.04711131E-08,2.54209986E+01,9.59848571E+01,2.54248800E-09,9.60000000E-09,1.04981467E+06,8.40313103E-05,3.64319696E-04
6.00000000E-01,1.00000000E-01,1.55378021E-04,1.04981012E+06,8.40472813E-05,4.30306748E-04,-0.00000000E+00,-0.00000000E+00,6.06077784E-42,1.03446566E-41,1.29751534E+07,2.17035095E+07,1.30103104E-03,2.17624927E-03,-1.29748438E+07,-2.17024747E+07,-8.39026075E-04,-1.37511199E-03,-0.00000000E+00,-0.00000000E+00,1.72855968E-06,2.95952573E-06,-0.00000000E+00,-0.00000000E+00,1.72855978E-06,2.95952606E-06,-3.74179891E+02,-1.19977133E+03,-2.74754080E-08,-8.81137194E-08,3.74190530E+01,1.19980544E+02,3.74248800E-09,1.20000000E-08,1.04981012E+06,8.40472813E-05,4.30306748E-04
7.00000000E-01,1.00000000E-01,1.57773588E-04,1.04980554E+06,8.40632123E-05,4.94363034E-04,-0.00000000E+00,-0.00000000E+00,7.09458076E-42,1.03367912E-41,1.51485095E+07,2.17335615E+07,1.51895776E-03,2.17926722E-03,-1.51480749E+07,-2.17323110E+07,-9.76768998E-04,-1.37756376E-03,-0.00000000E+00,-0.00000000E+00,2.02471420E-06,2.96122091E-06,-0.00000000E+00,-0.00000000E+00,2.02471434E-06,2.96122130E-06,-5.18151813E+02,-1.43971922E+03,-3.80515442E-08,-1.05766245E-07,5.18166545E+01,1.43976015E+02,5.18248800E-09,1.44000000E-08,1.04980554E+06,8.40632123E-05,4.94363034E-04
8.00000000E-01,1.00000000E-01,1.60399879E-04,1.04980093E+06,8.40791039E-05,5.56546565E-04,-0.00000000E+00,-0.00000000E+00,8.12759862E-42,1.03289453E-41,1.73248695E+07,2.17635997E+07,1.73718616E-03,2.18228388E-03,-1.73242883E+07,-2.17621336E+07,-1.11475706E-03,-1.38001489E-03,-0.00000000E+00,-0.00000000E+00,2.32103568E-06,2.96289469E-06,-0.00000000E+00,-0.00000000E+00,2.32103586E-06,2.96289515E-06,-6.86118304E+02,-1.67966490E+03,-5.03938439E-08,-1.23428684E-07,6.86137810E+01,1.67971265E+02,6.86248800E-09,1.68000000E-08,1.04980093E+06,8.40791039E-05,5.56546565E-04
9.00000000E-01,1.00000000E-01,1.63256220E-04,1.04979629E+06,8.40949565E-05,6.16913605E-04,-0.00000000E+00,-0.00000000E+00,9.15983335E-42,1.03211186E-41,1.95042320E+07,2.17936247E+07,1.95571609E-03,2.18529932E-03,-1.95034826E+07,-2.17919430E+07,-1.25299021E-03,-1.38246543E-03,-0.00000000E+00,-0.00000000E+00,2.61752202E-06,2.96454752E-06,-0.00000000E+00,-0.00000000E+00,2.61752226E-06,2.96454804E-06,-8.78079140E+02,-1.91960837E+03,-6.45032981E-08,-1.41101031E-07,8.78104103E+01,1.91966293E+02,8.78248800E-09,1.92000000E-08,1.04979629E+06,8.40949565E-05,6.16913605E-04
1.00000000E+00,1.00000000E-01,1.66342172E-04,1.04979161E+06,8.41107705E-05,6.75518730E-04,-0.00000000E+00,-0.00000000E+00,1.01912869E-41,1.03133110E-41,2.16865957E+07,2.18236374E+07,2.17454745E-03,2.18831360E-03,-2.16856566E+07,-2.18217401E+07,-1.39146840E-03,-1.38491545E-03,-0.00000000E+00,-0.00000000E+00,2.91417119E-06,2.96617984E-06,-0.00000000E+00,-0.00000000E+00,2.91417148E-06,2.96618043E-06,-1.09403410E+03,-2.15954957E+03,-8.03808975E-08,-1.58783279E-07,1.09406520E+02,2.15961096E+02,1.09424880E-08,2.16000000E-08,1.04979161E+06,8.41107705E-05,6.75518730E-04
1.10000000E+00,1.00000000E-01,1.69526576E-04,1.04978691E+06,7.98367772E+00,5.94585349E+00,-0.00000000E+00,-0.00000000E+00,-3.18905294E-37,-3.94160390E-36,2.38719596E+07,2.18536386E+07,2.39367987E-03,2.19132394E-03,-2.38708092E+07,-2.18515257E+07,-9.75768430E+00,-1.62595128E+02,-0.00000000E+00,-0.00000000E+00,3.21098118E-06,2.96779206E-06,-0.00000000E+00,-0.00000000E+00,3.21098154E-06,2.96779272E-06,-1.33398295E+03,-2.39948850E+03,-4.22496473E-02,-5.55550509E-01,1.33402087E+02,2.39955670E+02,2.40000000E+01,2.40000000E+02,1.04978691E+06,7.98367772E+00,5.94585349E+00
1.20000000E+00,1.00000000E-01,1.50554545E-04,1.04978217E+06,7.97375749E+00,1.30921593E+01,-0.00000000E+00,-0.00000000E+00,-7.12673050E-37,-3.93670614E-36,2.60603165E+07,2.18835692E+07,2.61311290E-03,2.19433019E-03,-2.60589548E+07,-2.18814567E+07,-2.60309321E+01,-1.62652398E+02,-0.00000000E+00,-0.00000000E+00,3.50795095E-06,2.96939451E-06,-0.00000000E+00,-0.00000000E+00,3.50795137E-06,2.96939517E-06,-1.57393068E+03,-2.39947735E+03,-9.77553895E-02,-5.54884389E-01,1.57397542E+02,2.39954556E+02,4.80000000E+01,2.40000000E+02,1.04978217E+06,7.97375749E+00,1.30921593E+01
1.30000000E+00,1.00000000E-01,1.31746349E-04,1.04977740E+06,7.96384436E+00,2.00182268E+01,-0.00000000E+00,-0.00000000E+00,-1.10595118E-36,-3.93181189E-36,2.82516655E+07,2.19134896E+07,2.83284645E-03,2.19733551E-03,-2.82500926E+07,-2.19113774E+07,-4.23099015E+01,-1.62709655E+02,-0.00000000E+00,-0.00000000E+00,3.80507865E-06,2.97097768E-06,-0.00000000E+00,-0.00000000E+00,3.80507914E-06,2.97097833E-06,-1.81387729E+03,-2.39946612E+03,-1.53194577E-01,-5.54219195E-01,1.81392886E+02,2.39953432E+02,7.20000000E+01,2.40000000E+02,1.04977740E+06,7.96384436E+00,2.00182268E+01
1.40000000E+00,1.00000000E-01,1.13250909E-04,1.04977259E+06,7.95393812E+00,2.67306818E+01,-0.00000000E+00,-0.00000000E+00,-1.49874003E-36,-3.92692104E-36,3.04460055E+07,2.19434000E+07,3.05288045E-03,2.20033993E-03,-3.04442214E+07,-2.19412882E+07,-5.85945914E+01,-1.62766900E+02,-0.00000000E+00,-0.00000000E+00,4.10236240E-06,2.97254195E-06,-0.00000000E+00,-0.00000000E+00,4.10236296E-06,2.97254260E-06,-2.05382277E+03,-2.39945478E+03,-2.08567248E-01,-5.53554395E-01,2.05388115E+02,2.39952298E+02,9.60000000E+01,2.40000000E+02,1.04977259E+06,7.95393812E+00,2.67306818E+01
1.50000000E+00,1.00000000E-01,9.50663109E-05,1.04976776E+06,7.94403875E+00,3.32359507E+01,-0.00000000E+00,-0.00000000E+00,-1.89103993E-36,-3.92203358E-36,3.26433356E+07,2.19733015E+07,3.27321480E-03,2.20334353E-03,-3.26413404E+07,-2.19711901E+07,-7.48850008E+01,-1.62824133E+02,-0.00000000E+00,-0.00000000E+00,4.39980037E-06,2.97408771E-06,-0.00000000E+00,-0.00000000E+00,4.39980099E-06,2.97408837E-06,-2.29376711E+03,-2.39944334E+03,-2.63873443E-01,-5.52890001E-01,2.29383231E+02,2.39951154E+02,1.20000000E+02,2.40000000E+02,1.04976776E+06,7.94403875E+00,3.32359507E+01
1.60000000E+00,1.00000000E-01,7.71907199E-05,1.04976290E+06,7.93414631E+00,3.95402665E+01,-0.00000000E+00,-0.00000000E+00,-2.28285122E-36,-3.91714954E-36,3.48436551E+07,2.20031945E+07,3.49384944E-03,2.20634639E-03,-3.48414487E+07,-2.20010834E+07,-9.11811283E+01,-1.62881354E+02,-0.00000000E+00,-0.00000000E+00,4.69739075E-06,2.97561536E-06,-0.00000000E+00,-0.00000000E+00,4.69739143E-06,2.97561601E-06,-2.53371029E+03,-2.39943181E+03,-3.19113203E-01,-5.52226006E-01,2.53378231E+02,2.39949999E+02,1.44000000E+02,2.40000000E+02,1.04976290E+06,7.93414631E+00,3.95402665E+01
