Time [d],dt_flow [d],dt_tran [d],Global Water Mass in Liquid Phas [kg],Global Vaq [mol],Global Vim [mol],Top Water Mass [kg],Top Water Mass [kg/d],Top Vaq [mol],Top Vaq [mol/d],Right Water Mass [kg],Right Water Mass [kg/d],Right Vaq [mol],Right Vaq [mol/d],Left Water Mass [kg],Left Water Mass [kg/d],Left Vaq [mol],Left Vaq [mol/d],North Water Mass [kg],North Water Mass [kg/d],North Vaq [mol],North Vaq [mol/d],South Water Mass [kg],South Water Mass [kg/d],South Vaq [mol],South Vaq [mol/d],ExtractWell Water Mass [kg],ExtractWell Water Mass [kg/d],ExtractWell Vaq [mol],ExtractWell Vaq [mol/d],InjectWell Water Mass [kg],InjectWell Water Mass [kg/d],InjectWell Vaq [mol],InjectWell Vaq [mol/d],Region Region__all Water Mass [kg],Region Region__all Vaq Total Mas [mol],Region Region__all Vim Total Mas [mol]
1.00000000E-01,3.70000000E-02,1.24017412E-04,1.04981530E+06,6.66041473E-05,5.03231079E-05,-0.00000000E+00,-0.00000000E+00,1.16138176E-42,1.89565810E-41,5.40572826E+05,5.40597436E+06,5.44318974E-05,5.44443270E-04,-5.40565385E+05,-5.40584168E+06,-3.96418808E-05,-2.82110850E-04,-0.00000000E+00,-0.00000000E+00,8.37312486E-08,1.36109137E-06,-0.00000000E+00,-0.00000000E+00,8.37312485E-08,1.36109138E-06,-8.71764591E+00,-1.51173041E+02,-5.69064446E-10,-7.89702754E-09,8.71770788E-01,1.51174119E+01,8.71920000E-11,1.51200000E-09,1.04981530E+06,6.66041473E-05,5.03231079E-05
2.00000000E-01,3.60000000E-02,4.54253944E-04,1.04981501E+06,5.98199345E-05,8.68186503E-05,-0.00000000E+00,-0.00000000E+00,3.29233047E-42,2.23060438E-41,1.08121276E+06,5.40653635E+06,1.08880497E-04,5.44499757E-04,-1.08117904E+06,-5.40618500E+06,-6.06837594E-05,-1.63597824E-04,-0.00000000E+00,-0.00000000E+00,2.36279344E-07,1.59452282E-06,-0.00000000E+00,-0.00000000E+00,2.36279353E-07,1.59452297E-06,-3.82419740E+01,-3.93529711E+02,-1.88829080E-09,-1.69901922E-08,3.82422469E+00,3.93532523E+01,3.82488000E-10,3.93600000E-09,1.04981501E+06,5.98199345E-05,8.68186503E-05
3.00000000E-01,1.00000000E-01,5.14705369E-04,1.04981473E+06,5.97029512E-05,1.20924541E-04,-0.00000000E+00,-0.00000000E+00,5.52793301E-42,2.23638001E-41,1.62191616E+06,5.40703401E+06,1.63335478E-04,5.44549798E-04,-1.62183952E+06,-5.40660483E+06,-7.64652852E-05,-1.56741806E-04,-0.00000000E+00,-0.00000000E+00,3.96084249E-07,1.59857471E-06,-0.00000000E+00,-0.00000000E+00,3.96084276E-07,1.59857492E-06,-8.62333896E+01,-4.79914156E+02,-3.96013104E-09,-2.07190862E-08,8.62340054E+00,4.79917585E+01,8.62488000E-10,4.80000000E-09,1.04981473E+06,5.97029512E-05,1.20924541E-04
4.00000000E-01,1.00000000E-01,6.14930443E-04,1.04981446E+06,5.97049037E-05,1.53997005E-04,-0.00000000E+00,-0.00000000E+00,7.76425475E-42,2.23628361E-41,2.16267285E+06,5.40756689E+06,2.17795815E-04,5.44603367E-04,-2.16253170E+06,-5.40692174E+06,-9.21408339E-05,-1.56760827E-04,-0.00000000E+00,-0.00000000E+00,5.55950140E-07,1.59863342E-06,-0.00000000E+00,-0.00000000E+00,5.55950196E-07,1.59863373E-06,-1.58220494E+02,-7.19871044E+02,-7.06814330E-09,-3.10813460E-08,1.58221624E+01,7.19876188E+01,1.58248800E-09,7.20000000E-09,1.04981446E+06,5.97049037E-05,1.53997005E-04
5.00000000E-01,1.00000000E-01,7.06237445E-05,1.04981418E+06,5.97068530E-05,1.86077169E-04,-0.00000000E+00,-0.00000000E+00,1.00004801E-41,2.23618737E-41,2.70348270E+06,5.40809844E+06,2.72261496E-04,5.44656803E-04,-2.70325543E+06,-5.40723731E+06,-1.07818406E-04,-1.56781044E-04,-0.00000000E+00,-0.00000000E+00,7.15821766E-07,1.59869112E-06,-0.00000000E+00,-0.00000000E+00,7.15821861E-07,1.59869154E-06,-2.54203275E+02,-9.59827807E+02,-1.12125429E-08,-4.14456668E-08,2.54205091E+01,9.59834665E+01,2.54248800E-09,9.60000000E-09,1.04981418E+06,5.97068530E-05,1.86077169E-04
6.00000000E-01,1.00000000E-01,1.71461774E-04,1.04981391E+06,5.97087984E-05,2.17194873E-04,-0.00000000E+00,-0.00000000E+00,1.22366094E-41,2.23609133E-41,3.24434559E+06,5.40862889E+06,3.26732509E-04,5.44710128E-04,-3.24401061E+06,-5.40755178E+06,-1.23497997E-04,-1.56801222E-04,-0.00000000E+00,-0.00000000E+00,8.75699028E-07,1.59874779E-06,-0.00000000E+00,-0.00000000E+00,8.75699173E-07,1.59874830E-06,-3.74181719E+02,-1.19978444E+03,-1.63935260E-08,-5.18119179E-08,3.74184392E+01,1.19979302E+02,3.74248800E-09,1.20000000E-08,1.04981391E+06,5.97087984E-05,2.17194873E-04
7.00000000E-01,1.00000000E-01,2.72092283E-04,1.04981364E+06,5.97107397E-05,2.47379059E-04,-0.00000000E+00,-0.00000000E+00,1.44726428E-41,2.23599548E-41,3.78526141E+06,5.40915826E+06,3.81208844E-04,5.44763345E-04,-3.78479713E+06,-5.40786520E+06,-1.39179602E-04,-1.56821341E-04,-0.00000000E+00,-0.00000000E+00,1.03558183E-06,1.59880344E-06,-0.00000000E+00,-0.00000000E+00,1.03558203E-06,1.59880406E-06,-5.18155814E+02,-1.43974095E+03,-2.26112853E-08,-6.21800961E-08,5.18159517E+01,1.43975124E+02,5.18248800E-09,1.44000000E-08,1.04981364E+06,5.97107397E-05,2.47379059E-04
8.00000000E-01,1.00000000E-01,3.72516593E-04,1.04981337E+06,5.97126770E-05,2.76657799E-04,-0.00000000E+00,-0.00000000E+00,1.67085804E-41,2.23589984E-41,4.32623007E+06,5.40968659E+06,4.35690491E-04,5.44816458E-04,-4.32561488E+06,-5.40817756E+06,-1.54863213E-04,-1.56841404E-04,-0.00000000E+00,-0.00000000E+00,1.19547007E-06,1.59885811E-06,-0.00000000E+00,-0.00000000E+00,1.19547034E-06,1.59885883E-06,-6.86125548E+02,-1.67969734E+03,-2.98660133E-08,-7.25501975E-08,6.86130451E+01,1.67970934E+02,6.86248800E-09,1.68000000E-08,1.04981337E+06,5.97126770E-05,2.76657799E-04
9.00000000E-01,1.00000000E-01,4.72735191E-04,1.04981310E+06,5.97146103E-05,3.05058322E-04,-0.00000000E+00,-0.00000000E+00,1.89444225E-41,2.23580438E-41,4.86725146E+06,5.41021390E+06,4.90177438E-04,5.44869468E-04,-4.86646377E+06,-5.40848890E+06,-1.70548827E-04,-1.56861412E-04,-0.00000000E+00,-0.00000000E+00,1.35536365E-06,1.59891182E-06,-0.00000000E+00,-0.00000000E+00,1.35536400E-06,1.59891264E-06,-8.78090907E+02,-1.91965359E+03,-3.81579020E-08,-8.29222194E-08,8.78097182E+01,1.91966732E+02,8.78248800E-09,1.92000000E-08,1.04981310E+06,5.97146103E-05,3.05058322E-04
1.00000000E+00,1.00000000E-01,5.72748636E-04,1.04981283E+06,5.97165399E-05,3.32607033E-04,-0.00000000E+00,-0.00000000E+00,2.11801693E-41,2.23570912E-41,5.40832548E+06,5.41074019E+06,5.44669676E-04,5.44922375E-04,-5.40734370E+06,-5.40879923E+06,-1.86236437E-04,-1.56881365E-04,-0.00000000E+00,-0.00000000E+00,1.51526248E-06,1.59896458E-06,-0.00000000E+00,-0.00000000E+00,1.51526293E-06,1.59896551E-06,-1.09405188E+03,-2.15960973E+03,-4.74871432E-08,-9.32961582E-08,1.09405970E+02,2.15962516E+02,1.09424880E-08,2.16000000E-08,1.04981283E+06,5.97165399E-05,3.32607033E-04
