Time [d],dt_flow [d],dt_tran [d],Global Water Mass in Liquid Phas [kg],Global Vaq [mol],Global Vim [mol],Top Water Mass [kg],Top Water Mass [kg/d],Top Vaq [mol],Top Vaq [mol/d],Right Water Mass [kg],Right Water Mass [kg/d],Right Vaq [mol],Right Vaq [mol/d],Left Water Mass [kg],Left Water Mass [kg/d],Left Vaq [mol],Left Vaq [mol/d],North Water Mass [kg],North Water Mass [kg/d],North Vaq [mol],North Vaq [mol/d],South Water Mass [kg],South Water Mass [kg/d],South Vaq [mol],South Vaq [mol/d],ExtractWell Water Mass [kg],ExtractWell Water Mass [kg/d],ExtractWell Vaq [mol],ExtractWell Vaq [mol/d],InjectWell Water Mass [kg],InjectWell Water Mass [kg/d],InjectWell Vaq [mol],InjectWell Vaq [mol/d],Region Region__all Water Mass [kg],Region Region__all Vaq Total Mas [mol],Region Region__all Vim Total Mas [mol]
1.00000000E-01,3.70000000E-02,2.63183139E-04,1.04981907E+06,7.01620579E-05,5.75553248E-05,-0.00000000E+00,-0.00000000E+00,1.14839430E-42,1.71999897E-41,8.56907255E+05,8.56989753E+06,8.61252184E-05,8.61407204E-04,-8.56900325E+05,-8.56976897E+06,-6.05205488E-05,-4.12320738E-04,-0.00000000E+00,-0.00000000E+00,1.30748888E-07,1.94866664E-06,-0.00000000E+00,-0.00000000E+00,1.30748889E-07,1.94866669E-06,-8.71766558E+00,-1.51173372E+02,-5.54440690E-10,-8.31725775E-09,8.71776407E-01,1.51175083E+01,8.71920000E-11,1.51200000E-09,1.04981907E+06,7.01620579E-05,5.75553248E-05
2.00000000E-01,3.60000000E-02,1.08720288E-04,1.04981837E+06,6.91253938E-05,1.04395738E-04,-0.00000000E+00,-0.00000000E+00,2.91321343E-42,1.77118056E-41,1.71404839E+06,8.57187357E+06,1.72281151E-04,8.61605761E-04,-1.71401558E+06,-8.57152633E+06,-9.66749410E-05,-3.52158381E-04,-0.00000000E+00,-0.00000000E+00,3.30525013E-07,2.00474217E-06,-0.00000000E+00,-0.00000000E+00,3.30525024E-07,2.00474231E-06,-3.82420491E+01,-3.93530421E+02,-2.17092098E-09,-2.15405350E-08,3.82424819E+00,3.93534877E+01,3.82488000E-10,3.93600000E-09,1.04981837E+06,6.91253938E-05,1.04395738E-04
3.00000000E-01,1.00000000E-01,1.18933731E-04,1.04981768E+06,6.91298347E-05,1.49744926E-04,-0.00000000E+00,-0.00000000E+00,4.68424879E-42,1.77096130E-41,2.57142679E+06,8.57378407E+06,2.58460927E-04,8.61797752E-04,-2.57135149E+06,-8.57335904E+06,-1.31901226E-04,-3.52286936E-04,-0.00000000E+00,-0.00000000E+00,5.31025728E-07,2.00492700E-06,-0.00000000E+00,-0.00000000E+00,5.31025757E-07,2.00492719E-06,-8.62335320E+01,-4.79914829E+02,-4.79801256E-09,-2.62720782E-08,8.62345083E+00,4.79920264E+01,8.62488000E-10,4.80000000E-09,1.04981768E+06,6.91298347E-05,1.49744926E-04
4.00000000E-01,1.00000000E-01,1.99141000E-04,1.04981699E+06,6.91337364E-05,1.93736890E-04,-0.00000000E+00,-0.00000000E+00,6.45508424E-42,1.77076867E-41,3.42899959E+06,8.57572801E+06,3.44660237E-04,8.61993091E-04,-3.42886018E+06,-8.57508697E+06,-1.67139496E-04,-3.52402512E-04,-0.00000000E+00,-0.00000000E+00,7.31546057E-07,2.00513198E-06,-0.00000000E+00,-0.00000000E+00,7.31546114E-07,2.00513227E-06,-1.58220709E+02,-7.19871767E+02,-8.73907238E-09,-3.94123146E-08,1.58222500E+01,7.19879919E+01,1.58248800E-09,7.20000000E-09,1.04981699E+06,6.91337364E-05,1.93736890E-04
5.00000000E-01,1.00000000E-01,2.79365990E-04,1.04981630E+06,6.91376305E-05,2.36412338E-04,-0.00000000E+00,-0.00000000E+00,8.22572730E-42,1.77057641E-41,4.28676638E+06,8.57766789E+06,4.30879041E-04,8.62188023E-04,-4.28654127E+06,-8.57681088E+06,-2.02389299E-04,-3.52517825E-04,-0.00000000E+00,-0.00000000E+00,9.32086486E-07,2.00533388E-06,-0.00000000E+00,-0.00000000E+00,9.32086580E-07,2.00533426E-06,-2.54203547E+02,-9.59828386E+02,-1.39943771E-08,-5.25553346E-08,2.54206426E+01,9.59839256E+01,2.54248800E-09,9.60000000E-09,1.04981630E+06,6.91376305E-05,2.36412338E-04
6.00000000E-01,1.00000000E-01,3.59459228E-04,1.04981561E+06,6.91415157E-05,2.77810854E-04,-0.00000000E+00,-0.00000000E+00,9.99617838E-42,1.77038460E-41,5.14472677E+06,8.57960383E+06,5.17117298E-04,8.62382561E-04,-5.14439436E+06,-8.57853086E+06,-2.37650612E-04,-3.52632884E-04,-0.00000000E+00,-0.00000000E+00,1.13264672E-06,2.00553283E-06,-0.00000000E+00,-0.00000000E+00,1.13264686E-06,2.00553331E-06,-3.74182016E+02,-1.19978469E+03,-2.05642056E-08,-6.57011419E-08,3.74186253E+01,1.19979827E+02,3.74248800E-09,1.20000000E-08,1.04981561E+06,6.91415157E-05,2.77810854E-04
7.00000000E-01,1.00000000E-01,4.39421540E-04,1.04981492E+06,6.91453920E-05,3.17970830E-04,-0.00000000E+00,-0.00000000E+00,1.17664379E-41,1.77019322E-41,6.00288035E+06,8.58153587E+06,6.03374969E-04,8.62576708E-04,-6.00241905E+06,-8.58024694E+06,-2.72923410E-04,-3.52747693E-04,-0.00000000E+00,-0.00000000E+00,1.33322647E-06,2.00572890E-06,-0.00000000E+00,-0.00000000E+00,1.33322667E-06,2.00572946E-06,-5.18156083E+02,-1.43974067E+03,-2.84488364E-08,-7.88497348E-08,5.18161950E+01,1.43975697E+02,5.18248800E-09,1.44000000E-08,1.04981492E+06,6.91453920E-05,3.17970830E-04
8.00000000E-01,1.00000000E-01,1.13210676E-04,1.04981424E+06,6.91492596E-05,3.56929512E-04,-0.00000000E+00,-0.00000000E+00,1.35365064E-41,1.77000227E-41,6.86122676E+06,8.58346409E+06,6.89652018E-04,8.62770471E-04,-6.86061497E+06,-8.58195920E+06,-3.08207668E-04,-3.52862258E-04,-0.00000000E+00,-0.00000000E+00,1.53382547E-06,2.00592213E-06,-0.00000000E+00,-0.00000000E+00,1.53382572E-06,2.00592279E-06,-6.86125715E+02,-1.67969633E+03,-3.76485479E-08,-9.20011100E-08,6.86133485E+01,1.67971535E+02,6.86248800E-09,1.68000000E-08,1.04981424E+06,6.91492596E-05,3.56929512E-04
9.00000000E-01,1.00000000E-01,1.93237540E-04,1.04981355E+06,6.91531187E-05,3.94723017E-04,-0.00000000E+00,-0.00000000E+00,1.53063841E-41,1.76981174E-41,7.71976562E+06,8.58538854E+06,7.75948404E-04,8.62963856E-04,-7.71898174E+06,-8.58366768E+06,-3.43503362E-04,-3.52976580E-04,-0.00000000E+00,-0.00000000E+00,1.73444342E-06,2.00611261E-06,-0.00000000E+00,-0.00000000E+00,1.73444375E-06,2.00611336E-06,-8.78090881E+02,-1.91965166E+03,-4.81636183E-08,-1.05155266E-07,8.78100826E+01,1.91967341E+02,8.78248800E-09,1.92000000E-08,1.04981355E+06,6.91531187E-05,3.94723017E-04
1.00000000E+00,1.00000000E-01,2.73134056E-04,1.04981286E+06,6.91569693E-05,4.31386378E-04,-0.00000000E+00,-0.00000000E+00,1.70760717E-41,1.76962163E-41,8.57849654E+06,8.58730926E+06,8.62264092E-04,8.63156867E-04,-8.57751898E+06,-8.58537244E+06,-3.78810468E-04,-3.53090664E-04,-0.00000000E+00,-0.00000000E+00,1.93508007E-06,2.00630037E-06,-0.00000000E+00,-0.00000000E+00,1.93508049E-06,2.00630122E-06,-1.09405155E+03,-2.15960668E+03,-5.99943254E-08,-1.18312202E-07,1.09406394E+02,2.15963114E+02,1.09424880E-08,2.16000000E-08,1.04981286E+06,6.91569693E-05,4.31386378E-04
