Time [d],dt_flow [d],dt_tran [d],Global Water Mass [kg],Global Vaq [mol],Top Water Mass [kg],Top Water Mass [kg/d],Top Vaq [mol],Top Vaq [mol/d],Right Water Mass [kg],Right Water Mass [kg/d],Right Vaq [mol],Right Vaq [mol/d],Left Water Mass [kg],Left Water Mass [kg/d],Left Vaq [mol],Left Vaq [mol/d],North Water Mass [kg],North Water Mass [kg/d],North Vaq [mol],North Vaq [mol/d],South Water Mass [kg],South Water Mass [kg/d],South Vaq [mol],South Vaq [mol/d],ExtractWell Water Mass [kg],ExtractWell Water Mass [kg/d],ExtractWell Vaq [mol],ExtractWell Vaq [mol/d],InjectWell Water Mass [kg],InjectWell Water Mass [kg/d],InjectWell Vaq [mol],InjectWell Vaq [mol/d],Region Region__all Water Mass [kg],Region Region__all Total Mass [kg]
3.90000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,3.79727866E+05,-0.00000000E+00,-0.00000000E+00,-2.67927883E+01,-1.30982517E+00,1.65220267E+06,4.30971009E+04,1.65246531E-04,4.31039520E-06,1.79756712E+06,4.68888785E+04,1.79785292E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-3.97710836E-15,-5.28853096E-16,-0.00000000E+00,-0.00000000E+00,-3.90364757E-15,-5.27004652E-16,-3.83306437E+06,-9.99840745E+04,-2.45356310E+02,-3.11340764E+01,3.83294461E+05,9.99809506E+03,3.80000000E+05,1.00000000E+04,7.76991745E+06,3.79727866E+05
4.00000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,3.89691984E+05,-0.00000000E+00,-0.00000000E+00,-2.81327932E+01,-1.34000492E+00,1.69529977E+06,4.30971009E+04,1.69556926E-04,4.31039520E-06,1.84445600E+06,4.68888785E+04,1.84474925E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-4.57012823E-15,-5.93019872E-16,-0.00000000E+00,-0.00000000E+00,-4.49482139E-15,-5.91173822E-16,-3.93304844E+06,-9.99840745E+04,-2.79898646E+02,-3.45423360E+01,3.93292556E+05,9.99809506E+03,3.90000000E+05,1.00000000E+04,7.76991745E+06,3.89691984E+05
4.10000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,3.99652414E+05,-0.00000000E+00,-0.00000000E+00,-2.95028393E+01,-1.37004609E+00,1.73839687E+06,4.30971009E+04,1.73867321E-04,4.31039520E-06,1.89134488E+06,4.68888785E+04,1.89164558E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-5.23311297E-15,-6.62984733E-16,-0.00000000E+00,-0.00000000E+00,-5.15596247E-15,-6.61141076E-16,-4.03303252E+06,-9.99840745E+04,-3.18098363E+02,-3.81997165E+01,4.03290651E+05,9.99809506E+03,4.00000000E+05,1.00000000E+04,7.76991745E+06,3.99652414E+05
4.20000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,4.09608899E+05,-0.00000000E+00,-0.00000000E+00,-3.09027908E+01,-1.39995150E+00,1.78149397E+06,4.30971009E+04,1.78177716E-04,4.31039520E-06,1.93823376E+06,4.68888785E+04,1.93854192E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-5.97220927E-15,-7.39096307E-16,-0.00000000E+00,-0.00000000E+00,-5.89321751E-15,-7.37255041E-16,-4.13301659E+06,-9.99840745E+04,-3.60212832E+02,-4.21144691E+01,4.13288746E+05,9.99809506E+03,4.10000000E+05,1.00000000E+04,7.76991745E+06,4.09608899E+05
4.30000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,4.19561175E+05,-0.00000000E+00,-0.00000000E+00,-3.23325146E+01,-1.42972378E+00,1.82459107E+06,4.30971009E+04,1.82488112E-04,4.31039520E-06,1.98512264E+06,4.68888785E+04,1.98543825E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-6.79392274E-15,-8.21713471E-16,-0.00000000E+00,-0.00000000E+00,-6.71309210E-15,-8.19874594E-16,-4.23300067E+06,-9.99840745E+04,-4.06507436E+02,-4.62946042E+01,4.23286841E+05,9.99809506E+03,4.20000000E+05,1.00000000E+04,7.76991745E+06,4.19561175E+05
4.40000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,4.29508968E+05,-0.00000000E+00,-0.00000000E+00,-3.37918800E+01,-1.45936540E+00,1.86768817E+06,4.30971009E+04,1.86798507E-04,4.31039520E-06,2.03201152E+06,4.68888785E+04,2.03233458E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-7.70512802E-15,-9.11205276E-16,-0.00000000E+00,-0.00000000E+00,-7.62246089E-15,-9.09368786E-16,-4.33298474E+06,-9.99840745E+04,-4.57255315E+02,-5.07478786E+01,4.33284936E+05,9.99809506E+03,4.30000000E+05,1.00000000E+04,7.76991745E+06,4.29508968E+05
4.50000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,4.39451997E+05,-0.00000000E+00,-0.00000000E+00,-3.52807586E+01,-1.48887862E+00,1.91078528E+06,4.30971009E+04,1.91108902E-04,4.31039520E-06,2.07890039E+06,4.68888785E+04,2.07923092E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-8.71307888E-15,-1.00795086E-15,-0.00000000E+00,-0.00000000E+00,-8.62857765E-15,-1.00611676E-15,-4.43296882E+06,-9.99840745E+04,-5.12737098E+02,-5.54817832E+01,4.43283031E+05,9.99809506E+03,4.40000000E+05,1.00000000E+04,7.76991745E+06,4.39451997E+05
4.60000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,4.49389975E+05,-0.00000000E+00,-0.00000000E+00,-3.67990242E+01,-1.51826557E+00,1.95388238E+06,4.30971009E+04,1.95419297E-04,4.31039520E-06,2.12578927E+06,4.68888785E+04,2.12612725E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-9.82541826E-15,-1.11233938E-15,-0.00000000E+00,-0.00000000E+00,-9.73908530E-15,-1.11050765E-15,-4.53295289E+06,-9.99840745E+04,-5.73240631E+02,-6.05035329E+01,4.53281126E+05,9.99809506E+03,4.50000000E+05,1.00000000E+04,7.76991745E+06,4.49389975E+05
4.70000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,4.59322608E+05,-0.00000000E+00,-0.00000000E+00,-3.83465524E+01,-1.54752822E+00,1.99697948E+06,4.30971009E+04,1.99729692E-04,4.31039520E-06,2.17267815E+06,4.68888785E+04,2.17302358E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-1.10501881E-14,-1.22476987E-15,-0.00000000E+00,-0.00000000E+00,-1.09620258E-14,-1.22294053E-15,-4.63293696E+06,-9.99840745E+04,-6.39060688E+02,-6.58200578E+01,4.63279221E+05,9.99809506E+03,4.60000000E+05,1.00000000E+04,7.76991745E+06,4.59322608E+05
4.80000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,4.69249593E+05,-0.00000000E+00,-0.00000000E+00,-3.99232207E+01,-1.57666838E+00,2.04007658E+06,4.30971009E+04,2.04040088E-04,4.31039520E-06,2.21956703E+06,4.68888785E+04,2.21991992E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-1.23958394E-14,-1.34565124E-15,-0.00000000E+00,-0.00000000E+00,-1.23058501E-14,-1.34382428E-15,-4.73292104E+06,-9.99840745E+04,-7.10498684E+02,-7.14379952E+01,4.73277316E+05,9.99809506E+03,4.70000000E+05,1.00000000E+04,7.76991745E+06,4.69249593E+05
4.90000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,4.79170624E+05,-0.00000000E+00,-0.00000000E+00,-4.15289085E+01,-1.60568775E+00,2.08317368E+06,4.30971009E+04,2.08350483E-04,4.31039520E-06,2.26645591E+06,4.68888785E+04,2.26681625E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-1.38712414E-14,-1.47540207E-15,-0.00000000E+00,-0.00000000E+00,-1.37794276E-14,-1.47357748E-15,-4.83290511E+06,-9.99840745E+04,-7.87862366E+02,-7.73636827E+01,4.83275411E+05,9.99809506E+03,4.80000000E+05,1.00000000E+04,7.76991745E+06,4.79170624E+05
5.00000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,4.89085386E+05,-0.00000000E+00,-0.00000000E+00,-4.31634964E+01,-1.63458787E+00,2.12627078E+06,4.30971009E+04,2.12660878E-04,4.31039520E-06,2.31334479E+06,4.68888785E+04,2.31371259E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-1.54856920E-14,-1.61445059E-15,-0.00000000E+00,-0.00000000E+00,-1.53920560E-14,-1.61262837E-15,-4.93288919E+06,-9.99840745E+04,-8.71465520E+02,-8.36031535E+01,4.93273506E+05,9.99809506E+03,4.90000000E+05,1.00000000E+04,7.76991745E+06,4.89085386E+05
5.10000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,4.98993561E+05,-0.00000000E+00,-0.00000000E+00,-4.48268666E+01,-1.66337020E+00,2.16936788E+06,4.30971009E+04,2.16971273E-04,4.31039520E-06,2.36023366E+06,4.68888785E+04,2.36060892E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-1.72489266E-14,-1.76323453E-15,-0.00000000E+00,-0.00000000E+00,-1.71534707E-14,-1.76141469E-15,-5.03287326E+06,-9.99840745E+04,-9.61627652E+02,-9.01621318E+01,5.03271602E+05,9.99809506E+03,5.00000000E+05,1.00000000E+04,7.76991745E+06,4.98993561E+05
5.20000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,5.08894823E+05,-0.00000000E+00,-0.00000000E+00,-4.65189026E+01,-1.69203604E+00,2.21246498E+06,4.30971009E+04,2.21281668E-04,4.31039520E-06,2.40712254E+06,4.68888785E+04,2.40750525E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-1.91711276E-14,-1.92220105E-15,-0.00000000E+00,-0.00000000E+00,-1.90738542E-14,-1.92038359E-15,-5.13285734E+06,-9.99840745E+04,-1.05867368E+03,-9.70460294E+01,5.13269697E+05,9.99809506E+03,5.10000000E+05,1.00000000E+04,7.76991745E+06,5.08894823E+05
5.30000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,5.18788842E+05,-0.00000000E+00,-0.00000000E+00,-4.82394892E+01,-1.72058662E+00,2.25556208E+06,4.30971009E+04,2.25592064E-04,4.31039520E-06,2.45401142E+06,4.68888785E+04,2.45440159E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-2.12629342E-14,-2.09180661E-15,-0.00000000E+00,-0.00000000E+00,-2.11638458E-14,-2.08999151E-15,-5.23284141E+06,-9.99840745E+04,-1.16293362E+03,-1.04259944E+02,5.23267792E+05,9.99809506E+03,5.20000000E+05,1.00000000E+04,7.76991745E+06,5.18788842E+05
5.40000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,5.28675284E+05,-0.00000000E+00,-0.00000000E+00,-4.99885123E+01,-1.74902303E+00,2.29865918E+06,4.30971009E+04,2.29902459E-04,4.31039520E-06,2.50090030E+06,4.68888785E+04,2.50129792E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-2.35354511E-14,-2.27251685E-15,-0.00000000E+00,-0.00000000E+00,-2.34345499E-14,-2.27070412E-15,-5.33282549E+06,-9.99840745E+04,-1.27474228E+03,-1.11808656E+02,5.33265887E+05,9.99809506E+03,5.30000000E+05,1.00000000E+04,7.76991745E+06,5.28675284E+05
5.50000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,5.38553810E+05,-0.00000000E+00,-0.00000000E+00,-5.17658586E+01,-1.77734631E+00,2.34175628E+06,4.30971009E+04,2.34212854E-04,4.31039520E-06,2.54778918E+06,4.68888785E+04,2.54819425E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-2.60002576E-14,-2.46480650E-15,-0.00000000E+00,-0.00000000E+00,-2.58975460E-14,-2.46299613E-15,-5.43280956E+06,-9.99840745E+04,-1.39443891E+03,-1.19696631E+02,5.43263982E+05,9.99809506E+03,5.40000000E+05,1.00000000E+04,7.76991745E+06,5.38553810E+05
5.60000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,5.48424077E+05,-0.00000000E+00,-0.00000000E+00,-5.35714159E+01,-1.80555737E+00,2.38485339E+06,4.30971009E+04,2.38523249E-04,4.31039520E-06,2.59467806E+06,4.68888785E+04,2.59509059E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-2.86694168E-14,-2.66915924E-15,-0.00000000E+00,-0.00000000E+00,-2.85648972E-14,-2.66735124E-15,-5.53279363E+06,-9.99840745E+04,-1.52236693E+03,-1.27928020E+02,5.53262077E+05,9.99809506E+03,5.50000000E+05,1.00000000E+04,7.76991745E+06,5.48424077E+05
5.70000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,5.58285737E+05,-0.00000000E+00,-0.00000000E+00,-5.54050730E+01,-1.83365706E+00,2.42795049E+06,4.30971009E+04,2.42833644E-04,4.31039520E-06,2.64156694E+06,4.68888785E+04,2.64198692E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-3.15554844E-14,-2.88606763E-15,-0.00000000E+00,-0.00000000E+00,-3.14491592E-14,-2.88426198E-15,-5.63277771E+06,-9.99840745E+04,-1.65887359E+03,-1.36506655E+02,5.63260172E+05,9.99809506E+03,5.60000000E+05,1.00000000E+04,7.76991745E+06,5.58285737E+05
5.80000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,5.68138439E+05,-0.00000000E+00,-0.00000000E+00,-5.72667191E+01,-1.86164614E+00,2.47104759E+06,4.30971009E+04,2.47144040E-04,4.31039520E-06,2.68845581E+06,4.68888785E+04,2.68888325E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-3.46715174E-14,-3.11603292E-15,-0.00000000E+00,-0.00000000E+00,-3.45633889E-14,-3.11422964E-15,-5.73276178E+06,-9.99840745E+04,-1.80430964E+03,-1.45436058E+02,5.73258267E+05,9.99809506E+03,5.70000000E+05,1.00000000E+04,7.76991745E+06,5.68138439E+05
5.90000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,5.77981830E+05,-0.00000000E+00,-0.00000000E+00,-5.91562444E+01,-1.88952529E+00,2.51414469E+06,4.30971009E+04,2.51454435E-04,4.31039520E-06,2.73534469E+06,4.68888785E+04,2.73577959E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-3.80310824E-14,-3.35956501E-15,-0.00000000E+00,-0.00000000E+00,-3.79211530E-14,-3.35776409E-15,-5.83274586E+06,-9.99840745E+04,-1.95902908E+03,-1.54719441E+02,5.83256362E+05,9.99809506E+03,5.80000000E+05,1.00000000E+04,7.76991745E+06,5.77981830E+05
6.00000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,5.87815553E+05,-0.00000000E+00,-0.00000000E+00,-6.10735396E+01,-1.91729515E+00,2.55724179E+06,4.30971009E+04,2.55764830E-04,4.31039520E-06,2.78223357E+06,4.68888785E+04,2.78267592E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-4.16482646E-14,-3.61718227E-15,-0.00000000E+00,-0.00000000E+00,-4.15365367E-14,-3.61538370E-15,-5.93272993E+06,-9.99840745E+04,-2.12338879E+03,-1.64359706E+02,5.93254457E+05,9.99809506E+03,5.90000000E+05,1.00000000E+04,7.76991745E+06,5.87815553E+05
6.10000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,5.97639248E+05,-0.00000000E+00,-0.00000000E+00,-6.30184958E+01,-1.94495625E+00,2.60033889E+06,4.30971009E+04,2.60075225E-04,4.31039520E-06,2.82912245E+06,4.68888785E+04,2.82957225E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-4.55376761E-14,-3.88941145E-15,-0.00000000E+00,-0.00000000E+00,-4.54241519E-14,-3.88761523E-15,-6.03271401E+06,-9.99840745E+04,-2.29774824E+03,-1.74359453E+02,6.03252552E+05,9.99809506E+03,6.00000000E+05,1.00000000E+04,7.76991745E+06,5.97639248E+05
6.20000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,6.07452555E+05,-0.00000000E+00,-0.00000000E+00,-6.49910049E+01,-1.97250909E+00,2.64343599E+06,4.30971009E+04,2.64385620E-04,4.31039520E-06,2.87601133E+06,4.68888785E+04,2.87646859E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-4.97144636E-14,-4.17678753E-15,-0.00000000E+00,-0.00000000E+00,-4.95991455E-14,-4.17499366E-15,-6.13269808E+06,-9.99840745E+04,-2.48246922E+03,-1.84720982E+02,6.13250647E+05,9.99809506E+03,6.10000000E+05,1.00000000E+04,7.76991745E+06,6.07452555E+05
6.30000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,6.17255109E+05,-0.00000000E+00,-0.00000000E+00,-6.69909590E+01,-1.99995411E+00,2.68653309E+06,4.30971009E+04,2.68696016E-04,4.31039520E-06,2.92290021E+06,4.68888785E+04,2.92336492E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-5.41943173E-14,-4.47985364E-15,-0.00000000E+00,-0.00000000E+00,-5.40772077E-14,-4.47806212E-15,-6.23268216E+06,-9.99840745E+04,-2.67791552E+03,-1.95446297E+02,6.23248742E+05,9.99809506E+03,6.20000000E+05,1.00000000E+04,7.76991745E+06,6.17255109E+05
6.40000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,6.27046544E+05,-0.00000000E+00,-0.00000000E+00,-6.90182507E+01,-2.02729169E+00,2.72963019E+06,4.30971009E+04,2.73006411E-04,4.31039520E-06,2.96978909E+06,4.68888785E+04,2.97026126E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-5.89934781E-14,-4.79916089E-15,-0.00000000E+00,-0.00000000E+00,-5.88745794E-14,-4.79737172E-15,-6.33266623E+06,-9.99840745E+04,-2.88445264E+03,-2.06537113E+02,6.33246837E+05,9.99809506E+03,6.30000000E+05,1.00000000E+04,7.76991745E+06,6.27046544E+05
6.50000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,6.36826495E+05,-0.00000000E+00,-0.00000000E+00,-7.10727729E+01,-2.05452217E+00,2.77272729E+06,4.30971009E+04,2.77316806E-04,4.31039520E-06,3.01667796E+06,4.68888785E+04,3.01715759E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-6.41287464E-14,-5.13526828E-15,-0.00000000E+00,-0.00000000E+00,-6.40080608E-14,-5.13348146E-15,-6.43265031E+06,-9.99840745E+04,-3.10244750E+03,-2.17994860E+02,6.43244932E+05,9.99809506E+03,6.40000000E+05,1.00000000E+04,7.76991745E+06,6.36826495E+05
6.60000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,6.46594593E+05,-0.00000000E+00,-0.00000000E+00,-7.31544187E+01,-2.08164582E+00,2.81582439E+06,4.30971009E+04,2.81627201E-04,4.31039520E-06,3.06356684E+06,4.68888785E+04,3.06405392E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-6.96174890E-14,-5.48874256E-15,-0.00000000E+00,-0.00000000E+00,-6.94950189E-14,-5.48695808E-15,-6.53263438E+06,-9.99840745E+04,-3.33226818E+03,-2.29820687E+02,6.53243027E+05,9.99809506E+03,6.50000000E+05,1.00000000E+04,7.76991745E+06,6.46594593E+05
6.70000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,6.56350469E+05,-0.00000000E+00,-0.00000000E+00,-7.52630816E+01,-2.10866290E+00,2.85892150E+06,4.30971009E+04,2.85937597E-04,4.31039520E-06,3.11045572E+06,4.68888785E+04,3.11095026E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-7.54776471E-14,-5.86015811E-15,-0.00000000E+00,-0.00000000E+00,-7.53533949E-14,-5.85837597E-15,-6.63261845E+06,-9.99840745E+04,-3.57428366E+03,-2.42015474E+02,6.63241122E+05,9.99809506E+03,6.60000000E+05,1.00000000E+04,7.76991745E+06,6.56350469E+05
6.80000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,6.66093753E+05,-0.00000000E+00,-0.00000000E+00,-7.73986552E+01,-2.13557361E+00,2.90201860E+06,4.30971009E+04,2.90247992E-04,4.31039520E-06,3.15734460E+06,4.68888785E+04,3.15784659E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-8.17277439E-14,-6.25009679E-15,-0.00000000E+00,-0.00000000E+00,-8.16017119E-14,-6.24831699E-15,-6.73260253E+06,-9.99840745E+04,-3.82886348E+03,-2.54579829E+02,6.73239218E+05,9.99809506E+03,6.70000000E+05,1.00000000E+04,7.76991745E+06,6.66093753E+05
6.90000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,6.75824077E+05,-0.00000000E+00,-0.00000000E+00,-7.95610333E+01,-2.16237812E+00,2.94511570E+06,4.30971009E+04,2.94558387E-04,4.31039520E-06,3.20423348E+06,4.68888785E+04,3.20474292E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-8.83868917E-14,-6.65914786E-15,-0.00000000E+00,-0.00000000E+00,-8.82590823E-14,-6.65737039E-15,-6.83258660E+06,-9.99840745E+04,-4.09637759E+03,-2.67514104E+02,6.83237313E+05,9.99809506E+03,6.80000000E+05,1.00000000E+04,7.76991745E+06,6.75824077E+05
7.00000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,6.85541069E+05,-0.00000000E+00,-0.00000000E+00,-8.17501099E+01,-2.18907657E+00,2.98821280E+06,4.30971009E+04,2.98868782E-04,4.31039520E-06,3.25112236E+06,4.68888785E+04,3.25163926E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-9.54747996E-14,-7.08790781E-15,-0.00000000E+00,-0.00000000E+00,-9.53452150E-14,-7.08613269E-15,-6.93257068E+06,-9.99840745E+04,-4.37719598E+03,-2.80818395E+02,6.93235408E+05,9.99809506E+03,6.90000000E+05,1.00000000E+04,7.76991745E+06,6.85541069E+05
7.10000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,6.95244361E+05,-0.00000000E+00,-0.00000000E+00,-8.39657790E+01,-2.21566906E+00,3.03130990E+06,4.30971009E+04,3.03179177E-04,4.31039520E-06,3.29801123E+06,4.68888785E+04,3.29853559E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-1.03011780E-13,-7.53698028E-15,-0.00000000E+00,-0.00000000E+00,-1.02880422E-13,-7.53520749E-15,-7.03255475E+06,-9.99840745E+04,-4.67168854E+03,-2.94492553E+02,7.03233503E+05,9.99809506E+03,7.00000000E+05,1.00000000E+04,7.76991745E+06,6.95244361E+05
7.20000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,7.04933583E+05,-0.00000000E+00,-0.00000000E+00,-8.62079346E+01,-2.24215566E+00,3.07440700E+06,4.30971009E+04,3.07489573E-04,4.31039520E-06,3.34490011E+06,4.68888785E+04,3.34543192E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-1.11018756E-13,-8.00697589E-15,-0.00000000E+00,-0.00000000E+00,-1.10885628E-13,-8.00520542E-15,-7.13253883E+06,-9.99840745E+04,-4.98022473E+03,-3.08536188E+02,7.13231598E+05,9.99809506E+03,7.10000000E+05,1.00000000E+04,7.76991745E+06,7.04933583E+05
7.30000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,7.14608365E+05,-0.00000000E+00,-0.00000000E+00,-8.84764711E+01,-2.26853643E+00,3.11750410E+06,4.30971009E+04,3.11799968E-04,4.31039520E-06,3.39178899E+06,4.68888785E+04,3.39232826E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-1.19517268E-13,-8.49851211E-15,-0.00000000E+00,-0.00000000E+00,-1.19382372E-13,-8.49674398E-15,-7.23252290E+06,-9.99840745E+04,-5.30317340E+03,-3.22948677E+02,7.23229693E+05,9.99809506E+03,7.20000000E+05,1.00000000E+04,7.76991745E+06,7.14608365E+05
7.40000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,7.24268341E+05,-0.00000000E+00,-0.00000000E+00,-9.07712825E+01,-2.29481140E+00,3.16060120E+06,4.30971009E+04,3.16110363E-04,4.31039520E-06,3.43867787E+06,4.68888785E+04,3.43922459E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-1.28529481E-13,-9.01221320E-15,-0.00000000E+00,-0.00000000E+00,-1.28392819E-13,-9.01044739E-15,-7.33250698E+06,-9.99840745E+04,-5.64090257E+03,-3.37729172E+02,7.33227788E+05,9.99809506E+03,7.30000000E+05,1.00000000E+04,7.76991745E+06,7.24268341E+05
7.50000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,7.33913144E+05,-0.00000000E+00,-0.00000000E+00,-9.30922630E+01,-2.32098056E+00,3.20369830E+06,4.30971009E+04,3.20420758E-04,4.31039520E-06,3.48556675E+06,4.68888785E+04,3.48612092E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-1.38078191E-13,-9.54871001E-15,-0.00000000E+00,-0.00000000E+00,-1.37939766E-13,-9.54694653E-15,-7.43249105E+06,-9.99840745E+04,-5.99377918E+03,-3.52876609E+02,7.43225883E+05,9.99809506E+03,7.40000000E+05,1.00000000E+04,7.76991745E+06,7.33913144E+05
7.60000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,7.43542407E+05,-0.00000000E+00,-0.00000000E+00,-9.54393069E+01,-2.34704391E+00,3.24679540E+06,4.30971009E+04,3.24731153E-04,4.31039520E-06,3.53245563E+06,4.68888785E+04,3.53301726E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-1.48186831E-13,-1.01086399E-14,-0.00000000E+00,-0.00000000E+00,-1.48046644E-13,-1.01068787E-14,-7.53247512E+06,-9.99840745E+04,-6.36216889E+03,-3.68389708E+02,7.53223978E+05,9.99809506E+03,7.50000000E+05,1.00000000E+04,7.76991745E+06,7.43542407E+05
7.70000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,7.53155767E+05,-0.00000000E+00,-0.00000000E+00,-9.78123083E+01,-2.37300142E+00,3.28989251E+06,4.30971009E+04,3.29041549E-04,4.31039520E-06,3.57934451E+06,4.68888785E+04,3.57991359E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-1.58879478E-13,-1.06926466E-14,-0.00000000E+00,-0.00000000E+00,-1.58737532E-13,-1.06908877E-14,-7.63245920E+06,-9.99840745E+04,-6.74643588E+03,-3.84266992E+02,7.63222073E+05,9.99809506E+03,7.60000000E+05,1.00000000E+04,7.76991745E+06,7.53155767E+05
7.80000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,7.62752862E+05,-0.00000000E+00,-0.00000000E+00,-1.00211161E+02,-2.39885303E+00,3.33298961E+06,4.30971009E+04,3.33351944E-04,4.31039520E-06,3.62623338E+06,4.68888785E+04,3.62680992E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-1.70180857E-13,-1.13013800E-14,-0.00000000E+00,-0.00000000E+00,-1.70037156E-13,-1.12996235E-14,-7.73244327E+06,-9.99840745E+04,-7.14694267E+03,-4.00506782E+02,7.73220168E+05,9.99809506E+03,7.70000000E+05,1.00000000E+04,7.76991745E+06,7.62752862E+05
7.90000000E+01,1.00000000E+00,1.00000000E+00,1.39977705E+08,7.72333330E+05,-0.00000000E+00,-0.00000000E+00,-1.02635760E+02,-2.42459868E+00,3.37608671E+06,4.30971009E+04,3.37662339E-04,4.31039520E-06,3.67312226E+06,4.68888785E+04,3.67370626E-04,4.68963335E-06,-0.00000000E+00,-0.00000000E+00,-1.82116354E-13,-1.19354963E-14,-0.00000000E+00,-0.00000000E+00,-1.81970898E-13,-1.19337421E-14,-7.83242735E+06,-9.99840745E+04,-7.56404988E+03,-4.17107213E+02,7.83218263E+05,9.99809506E+03,7.80000000E+05,1.00000000E+04,7.76991745E+06,7.72333330E+05
