Time [d],dt_flow [d],dt_tran [d],Global Water Mass in Liquid Phas [kg],Global Vaq [mol],Global Vim [mol],Top Water Mass [kg],Top Water Mass [kg/d],Top Vaq [mol],Top Vaq [mol/d],Right Water Mass [kg],Right Water Mass [kg/d],Right Vaq [mol],Right Vaq [mol/d],Left Water Mass [kg],Left Water Mass [kg/d],Left Vaq [mol],Left Vaq [mol/d],North Water Mass [kg],North Water Mass [kg/d],North Vaq [mol],North Vaq [mol/d],South Water Mass [kg],South Water Mass [kg/d],South Vaq [mol],South Vaq [mol/d],ExtractWell Water Mass [kg],ExtractWell Water Mass [kg/d],ExtractWell Vaq [mol],ExtractWell Vaq [mol/d],InjectWell Water Mass [kg],InjectWell Water Mass [kg/d],InjectWell Vaq [mol],InjectWell Vaq [mol/d],Region Region__all Water Mass [kg],Region Region__all Total Mass [kg]
1.00000000E+00,4.89000000E-01,7.84027824E-02,1.39978345E+08,1.06026307E-02,2.96298179E-05,-0.00000000E+00,-0.00000000E+00,2.48877191E-40,4.19332439E-40,1.73777203E+07,1.73780473E+07,1.73803271E-03,1.73806544E-03,-1.73770039E+07,-1.73769541E+07,-1.47525513E-03,-1.28739355E-03,-0.00000000E+00,-0.00000000E+00,2.47331431E-40,4.16728060E-40,-0.00000000E+00,-0.00000000E+00,2.47331431E-40,4.16728060E-40,-8.08072592E+02,-1.22621029E+03,-6.54845871E-08,-9.08455815E-08,8.08074084E+01,1.22621256E+02,8.08197600E-09,1.22640000E-08,7.76995299E+06,1.63109144E+09
2.00000000E+00,4.88000000E-01,8.45891967E-02,1.39978336E+08,2.04610008E+02,2.19134750E-05,-0.00000000E+00,-0.00000000E+00,-1.42878573E-35,-2.52529930E-35,3.47565679E+07,1.73789415E+07,3.47617823E-03,1.73815494E-03,-3.47537011E+07,-1.73767909E+07,-2.57365393E-03,-9.56707293E-04,-0.00000000E+00,-0.00000000E+00,8.20590174E-40,6.87594213E-40,-0.00000000E+00,-0.00000000E+00,8.20590174E-40,6.87594213E-40,-3.20770121E+03,-2.39962858E+03,-4.10389170E-02,-1.64009459E-01,3.20770717E+02,2.39963305E+02,2.40000000E+02,2.40000000E+02,7.76995247E+06,1.63109165E+09
3.00000000E+00,1.00000000E+00,5.87081256E-02,1.39978328E+08,3.54833317E+02,1.62285748E-05,-0.00000000E+00,-0.00000000E+00,-5.03140080E-35,-4.37948414E-35,5.21358395E+07,1.73792716E+07,5.21436626E-03,1.73818803E-03,-5.21308210E+07,-1.73771199E+07,-5.88460587E-03,-1.13767348E-02,-0.00000000E+00,-0.00000000E+00,1.60907877E-39,8.57269426E-40,-0.00000000E+00,-0.00000000E+00,1.60907877E-39,8.57269427E-40,-5.60732966E+03,-2.39962845E+03,-6.65172207E-01,-1.00190679E+00,5.60734011E+02,2.39963294E+02,4.80000000E+02,2.40000000E+02,7.76995203E+06,1.63109180E+09
4.00000000E+00,1.00000000E+00,1.25943259E-01,1.39978320E+08,4.65399253E+02,1.20178725E-05,-0.00000000E+00,-0.00000000E+00,-1.02032967E-34,-5.74418369E-35,6.95154063E+07,1.73795669E+07,6.95258389E-03,1.73821763E-03,-6.95082353E+07,-1.73774143E+07,-1.97284646E-01,-5.47706166E-01,-0.00000000E+00,-0.00000000E+00,2.52842700E-39,9.61249186E-40,-0.00000000E+00,-0.00000000E+00,2.52842701E-39,9.61249186E-40,-8.00695799E+03,-2.39962833E+03,-1.92673582E+00,-1.38281380E+00,8.00697295E+02,2.39963284E+02,7.20000000E+02,2.40000000E+02,7.76995163E+06,1.63109191E+09
5.00000000E+00,1.00000000E+00,1.13361810E-01,1.39978314E+08,5.44876317E+02,8.90699355E-06,-0.00000000E+00,-0.00000000E+00,-1.65301699E-34,-6.72515774E-35,8.68952455E+07,1.73798392E+07,8.69082883E-03,1.73824494E-03,-8.68859214E+07,-1.73776861E+07,-2.73742179E+00,-5.03201505E+00,-0.00000000E+00,-0.00000000E+00,3.52672589E-39,1.02195225E-39,-0.00000000E+00,-0.00000000E+00,3.52672589E-39,1.02195225E-39,-1.04065862E+04,-2.39962823E+03,-3.34853242E+00,-1.43527121E+00,1.04066057E+03,2.39963274E+02,9.60000000E+02,2.40000000E+02,7.76995127E+06,1.63109199E+09
6.00000000E+00,1.00000000E+00,4.27076304E-02,1.39978308E+08,5.96374693E+02,6.60243392E-06,-0.00000000E+00,-0.00000000E+00,-2.36427220E-34,-7.36079485E-35,1.04275343E+08,1.73800979E+07,1.04290997E-02,1.73827089E-03,-1.04263866E+08,-1.73779444E+07,-1.37980649E+01,-1.65205938E+01,-0.00000000E+00,-0.00000000E+00,4.56929959E-39,1.05528987E-39,-0.00000000E+00,-0.00000000E+00,4.56929959E-39,1.05528987E-39,-1.28062143E+04,-2.39962812E+03,-4.78688310E+00,-1.43926327E+00,1.28062383E+03,2.39963264E+02,1.20000000E+03,2.40000000E+02,7.76995092E+06,1.63109204E+09
7.00000000E+00,1.00000000E+00,4.27215937E-02,1.39978302E+08,6.23359656E+02,4.89414619E-06,-0.00000000E+00,-0.00000000E+00,-3.12133610E-34,-7.69386639E-35,1.21655693E+08,1.73803493E+07,1.21673958E-02,1.73829610E-03,-1.21642061E+08,-1.73781957E+07,-3.80356816E+01,-2.98052000E+01,-0.00000000E+00,-0.00000000E+00,5.63504861E-39,1.07195730E-39,-0.00000000E+00,-0.00000000E+00,5.63504861E-39,1.07195730E-39,-1.52058424E+04,-2.39962802E+03,-6.22630764E+00,-1.43946460E+00,1.52058709E+03,2.39963253E+02,1.44000000E+03,2.40000000E+02,7.76995059E+06,1.63109207E+09
8.00000000E+00,1.00000000E+00,4.27353345E-02,1.39978296E+08,6.34186471E+02,3.62785368E-06,-0.00000000E+00,-0.00000000E+00,-3.89943242E-34,-7.82750021E-35,1.39036290E+08,1.73805971E+07,1.39057168E-02,1.73832096E-03,-1.39020505E+08,-1.73784433E+07,-7.32269312E+01,-3.84716055E+01,-0.00000000E+00,-0.00000000E+00,6.71170379E-39,1.07931545E-39,-0.00000000E+00,-0.00000000E+00,6.71170379E-39,1.07931545E-39,-1.76054703E+04,-2.39962792E+03,-7.66577386E+00,-1.43946300E+00,1.76055033E+03,2.39963243E+02,1.68000000E+03,2.40000000E+02,7.76995026E+06,1.63109208E+09
9.00000000E+00,1.00000000E+00,4.27489716E-02,1.39978290E+08,6.37510281E+02,2.68919651E-06,-0.00000000E+00,-0.00000000E+00,-4.68493733E-34,-7.86852552E-35,1.56417133E+08,1.73808431E+07,1.56440624E-02,1.73834564E-03,-1.56399194E+08,-1.73786893E+07,-1.14087936E+02,-4.21386440E+01,-0.00000000E+00,-0.00000000E+00,7.79284612E-39,1.08212420E-39,-0.00000000E+00,-0.00000000E+00,7.79284612E-39,1.08212421E-39,-2.00050981E+04,-2.39962782E+03,-9.10523195E+00,-1.43945325E+00,2.00051356E+03,2.39963233E+02,1.92000000E+03,2.40000000E+02,7.76994993E+06,1.63109208E+09
1.00000000E+01,1.00000000E+00,4.27625625E-02,1.39978284E+08,6.38308719E+02,1.99340373E-06,-0.00000000E+00,-0.00000000E+00,-5.47246857E-34,-7.87838053E-35,1.73798221E+08,1.73810883E+07,1.73824327E-02,1.73837024E-03,-1.73778129E+08,-1.73789345E+07,-1.56972906E+02,-4.32450061E+01,-0.00000000E+00,-0.00000000E+00,8.87557791E-39,1.08304109E-39,-0.00000000E+00,-0.00000000E+00,8.87557791E-39,1.08304109E-39,-2.24047258E+04,-2.39962772E+03,-1.05446801E+01,-1.43944335E+00,2.24047679E+03,2.39963223E+02,2.16000000E+03,2.40000000E+02,7.76994960E+06,1.63109208E+09
